"RECYEAR","PLOT","TREATMENT","BIOMASS","N_CLIPS"
1999,13,"b u c",33.35,1
1999,14,"b u p",37.155,1
1999,15,"b u n+p",78.375,1
1999,16,"b u n",93.425,1
1999,17,"u u n+p",41.52,1
1999,18,"u u n",31.92,1
1999,19,"u u p",34.485,1
1999,20,"u u c",23.87,1
1999,21,"u m n+p",64.315,2
1999,22,"u m n",63.255,2
1999,23,"u m p",48.98,2
1999,24,"u m c",37.82,2
1999,25,"b u c",34.365,1
1999,26,"b u n+p",38.46,1
1999,27,"b u p",52.405,1
1999,28,"b u n",81.375,1
1999,29,"b m c",66.75,2
1999,30,"b m n+p",106.345,2
1999,31,"b m p",71.36,2
1999,32,"b m n",101.34,2
1999,33,"u m n+p",67.675,2
1999,34,"u m c",50.955,2
1999,35,"u m p",63.43,2
1999,36,"u m n",91.415,2
1999,37,"u u n+p",30.22,1
1999,38,"u u c",48.405,1
1999,39,"u u p",16.765,1
1999,40,"u u n",32.965,1
1999,41,"b u n",160.175,1
1999,42,"b u c",31.785,1
1999,43,"b u p",35.33,1
1999,44,"b u n+p",63.005,1
1999,45,"b m n",87.215,2
1999,46,"b m c",46.68,2
1999,47,"b m p",52.77,2
1999,48,"b m n+p",153.125,2
1999,49,"b m n+p",113.515,2
1999,50,"b m n",88.15,2
1999,51,"b m p",56.3,2
1999,52,"b m c",63.06,2
1999,53,"b u n+p",164,1
1999,54,"b u n",111.065,1
1999,55,"b u p",44.24,1
1999,56,"b u c",46.355,1
1999,57,"u u c",23.77,1
1999,58,"u u n+p",24.03,1
1999,59,"u u p",36.085,1
1999,60,"u u n",0.12,1
1999,61,"u m c",37.745,2
1999,62,"u m n+p",60.32,2
1999,63,"u m p",44.575,2
1999,64,"u m n",49.17,2
2000,1,"u u n",13.95,1
2000,2,"u u c",23.825,1
2000,3,"u u p",23.92,1
2000,4,"u u n+p",18.05,1
2000,5,"u m n",41.29,2
2000,6,"u m c",27.65,2
2000,7,"u m p",40.12,2
2000,8,"u m n+p",81.145,2
2000,9,"b m c",29.365,2
2000,10,"b m p",34.21,2
2000,11,"b m n+p",72.92,2
2000,12,"b m n",75.66,2
2000,13,"b u c",27.635,1
2000,14,"b u p",35.95,1
2000,15,"b u n+p",87.035,1
2000,16,"b u n",63.345,1
2000,17,"u u n+p",23.675,1
2000,18,"u u n",57.455,1
2000,19,"u u p",24.68,1
2000,20,"u u c",28.125,1
2000,21,"u m n+p",69.505,2
2000,22,"u m n",66.43,2
2000,23,"u m p",46.66,2
2000,24,"u m c",38.05,2
2000,25,"b u c",30.12,1
2000,26,"b u n+p",111.24,1
2000,27,"b u p",52.94,1
2000,28,"b u n",98.79,1
2000,29,"b m c",39.12,2
2000,30,"b m n+p",153.38,2
2000,31,"b m p",46.295,2
2000,32,"b m n",82.18,2
2000,33,"u m n+p",63.85,2
2000,34,"u m c",39.36,2
2000,35,"u m p",55.6,2
2000,36,"u m n",99.85,2
2000,37,"u u n+p",43.65,1
2000,38,"u u c",36.175,1
2000,39,"u u p",18.61,1
2000,40,"u u n",63.295,1
2000,41,"b u n",147.145,1
2000,42,"b u c",34.8,1
2000,43,"b u p",45.85,1
2000,44,"b u n+p",53.92,1
2000,45,"b m n",81.535,2
2000,46,"b m c",51.08,2
2000,47,"b m p",43.075,2
2000,48,"b m n+p",84.31,2
2000,49,"b m n+p",76.11,2
2000,50,"b m n",83.41,2
2000,51,"b m p",38.435,2
2000,52,"b m c",37.335,2
2000,53,"b u n+p",98.315,1
2000,54,"b u n",148.4,1
2000,55,"b u p",38.14,1
2000,56,"b u c",42.855,1
2000,57,"u u c",32.84,1
2000,58,"u u n+p",43.35,1
2000,59,"u u p",39.115,1
2000,60,"u u n",25.7,1
2000,61,"u m c",40.48,2
2000,62,"u m n+p",75.97,2
2000,63,"u m p",44.47,2
2000,64,"u m n",70.175,2
2001,1,"u u n",35.955,1
2001,2,"u u c",29.985,1
2001,3,"u u p",57.745,1
2001,4,"u u n+p",72.35,1
2001,5,"u m n",49.635,2
2001,6,"u m c",33.54,2
2001,7,"u m p",60.395,2
2001,8,"u m n+p",79.565,2
2001,9,"b m c",59.065,2
2001,10,"b m p",43.26,2
2001,11,"b m n+p",106.56,2
2001,12,"b m n",99.615,2
2001,13,"b u c",26.61,1
2001,14,"b u p",45.955,1
2001,15,"b u n+p",117.895,1
2001,16,"b u n",99.005,1
2001,17,"u u n+p",35.985,1
2001,18,"u u n",53.485,1
2001,19,"u u p",29.7,1
2001,20,"u u c",43.68,1
2001,21,"u m n+p",86.965,2
2001,22,"u m n",68.575,2
2001,23,"u m p",62.21,2
2001,24,"u m c",54.5,2
2001,25,"b u c",53.245,1
2001,26,"b u n+p",98.135,1
2001,27,"b u p",45.205,1
2001,28,"b u n",112.885,1
2001,29,"b m c",67.31,2
2001,30,"b m n+p",129.315,2
2001,31,"b m p",41.785,2
2001,32,"b m n",125.275,2
2001,33,"u m n+p",93.44,2
2001,34,"u m c",58.44,2
2001,35,"u m p",62.96,2
2001,36,"u m n",74.91,2
2001,37,"u u n+p",96.07,1
2001,38,"u u c",44.65,1
2001,39,"u u p",39.665,1
2001,40,"u u n",69.645,1
2001,41,"b u n",138.635,1
2001,42,"b u c",39.335,1
2001,43,"b u p",34.135,1
2001,44,"b u n+p",139.64,1
2001,45,"b m n",111.04,2
2001,46,"b m c",48.96,2
2001,47,"b m p",71.58,2
2001,48,"b m n+p",110.295,2
2001,49,"b m n+p",103.54,2
2001,50,"b m n",103.005,2
2001,51,"b m p",45.62,2
2001,52,"b m c",46.195,2
2001,53,"b u n+p",124.08,1
2001,54,"b u n",125.27,1
2001,55,"b u p",38.77,1
2001,56,"b u c",41.5,1
2001,57,"u u c",43.155,1
2001,58,"u u n+p",50.535,1
2001,59,"u u p",37.085,1
2001,60,"u u n",88.94,1
2001,61,"u m c",41.76,2
2001,62,"u m n+p",101.93,2
2001,63,"u m p",48.665,2
2001,64,"u m n",108.49,2
2002,1,"u u n",15.015,1
2002,2,"u u c",16.815,1
2002,3,"u u p",42.58,1
2002,4,"u u n+p",52.495,1
2002,5,"u m n",53.37,2
2002,6,"u m c",41.09,2
2002,7,"u m p",66.495,2
2002,8,"u m n+p",85,2
2002,9,"b m c",48.02,2
2002,10,"b m p",33.695,2
2002,11,"b m n+p",72.465,2
2002,12,"b m n",99.385,2
2002,13,"b u c",18.99,1
2002,14,"b u p",31.06,1
2002,15,"b u n+p",60.745,1
2002,16,"b u n",55.005,1
2002,17,"u u n+p",123.12,1
2002,18,"u u n",6.7,1
2002,19,"u u p",22.835,1
2002,20,"u u c",26.54,1
2002,21,"u m n+p",82.85,2
2002,22,"u m n",79.185,2
2002,23,"u m p",61,2
2002,24,"u m c",48.98,2
2002,25,"b u c",29.535,1
2002,26,"b u n+p",67.645,1
2002,27,"b u p",36.325,1
2002,28,"b u n",81.225,1
2002,29,"b m c",67.525,2
2002,30,"b m n+p",84.255,2
2002,31,"b m p",50.18,2
2002,32,"b m n",96.225,2
2002,33,"u m n+p",86.71,2
2002,34,"u m c",45.975,2
2002,35,"u m p",59.25,2
2002,36,"u m n",88.695,2
2002,37,"u u n+p",79.085,1
2002,38,"u u c",33.655,1
2002,39,"u u p",37.825,1
2002,40,"u u n",17.915,1
2002,41,"b u n",71.375,1
2002,42,"b u c",39.38,1
2002,43,"b u p",29.9,1
2002,44,"b u n+p",62.355,1
2002,45,"b m n",121.185,2
2002,46,"b m c",43.62,2
2002,47,"b m p",71.055,2
2002,48,"b m n+p",68.705,2
2002,49,"b m n+p",88.49,2
2002,50,"b m n",90.57,2
2002,51,"b m p",48.12,2
2002,52,"b m c",46.28,2
2002,53,"b u n+p",13.515,1
2002,54,"b u n",38.05,1
2002,55,"b u p",41.56,1
2002,56,"b u c",35.745,1
2002,57,"u u c",21.045,1
2002,58,"u u n+p",11.67,1
2002,59,"u u p",32.205,1
2002,60,"u u n",70.4,1
2002,61,"u m c",41.725,2
2002,62,"u m n+p",66.545,2
2002,63,"u m p",48.015,2
2002,64,"u m n",87.1,2
2003,1,"u u n",23.965,1
2003,2,"u u c",31.57,1
2003,3,"u u p",29.81,1
2003,4,"u u n+p",19.17,1
2003,5,"u m n",49.63,2
2003,6,"u m c",38.41,2
2003,7,"u m p",69.28,2
2003,8,"u m n+p",91.185,2
2003,9,"b m c",34.5,2
2003,10,"b m p",24.27,2
2003,11,"b m n+p",69.39,2
2003,12,"b m n",87.34,2
2003,13,"b u c",15.29,1
2003,14,"b u p",50.3,1
2003,15,"b u n+p",95.52,1
2003,16,"b u n",94.485,1
2003,17,"u u n+p",71.52,1
2003,18,"u u n",74.475,1
2003,19,"u u p",33.425,1
2003,20,"u u c",36.9,1
2003,21,"u m n+p",60.5,2
2003,22,"u m n",63.83,2
2003,23,"u m p",45.52,2
2003,24,"u m c",60.01,2
2003,25,"b u c",25.91,1
2003,26,"b u n+p",99.62,1
2003,27,"b u p",67.45,1
2003,28,"b u n",108.715,1
2003,29,"b m c",44.79,2
2003,30,"b m n+p",72.07,2
2003,31,"b m p",42.6,2
2003,32,"b m n",70.985,2
2003,33,"u m n+p",78.59,2
2003,34,"u m c",38.08,2
2003,35,"u m p",78.215,2
2003,36,"u m n",43.475,2
2003,37,"u u n+p",160.275,1
2003,38,"u u c",24.345,1
2003,39,"u u p",24.265,1
2003,40,"u u n",52.465,1
2003,41,"b u n",116.08,1
2003,42,"b u c",36.755,1
2003,43,"b u p",32.225,1
2003,44,"b u n+p",43.48,1
2003,45,"b m n",92.47,2
2003,46,"b m c",43.7,2
2003,47,"b m p",43.265,2
2003,48,"b m n+p",111.475,2
2003,49,"b m n+p",73.58,2
2003,50,"b m n",82.845,2
2003,51,"b m p",37.4,2
2003,52,"b m c",43.955,2
2003,53,"b u n+p",121.085,1
2003,54,"b u n",168.4,1
2003,55,"b u p",40.715,1
2003,56,"b u c",37.93,1
2003,57,"u u c",36.625,1
2003,58,"u u n+p",75.56,1
2003,59,"u u p",39.995,1
2003,60,"u u n",44.03,1
2003,61,"u m c",44.385,2
2003,62,"u m n+p",77.86,2
2003,63,"u m p",39.15,2
2003,64,"u m n",62.56,2
2004,1,"u u n",90.775,1
2004,2,"u u c",50.695,1
2004,3,"u u p",38.49,1
2004,4,"u u n+p",74.495,1
2004,13,"b u c",53.355,1
2004,14,"b u p",45.05,1
2004,15,"b u n+p",116.755,1
2004,16,"b u n",97.715,1
2004,17,"u u n+p",58.32,1
2004,18,"u u n",38.43,1
2004,19,"u u p",45.12,1
2004,20,"u u c",65.71,1
2004,25,"b u c",69.085,1
2004,26,"b u n+p",102.705,1
2004,27,"b u p",103.755,1
2004,28,"b u n",100.13,1
2004,37,"u u n+p",95.79,1
2004,38,"u u c",32.54,1
2004,39,"u u p",57.15,1
2004,40,"u u n",36.82,1
2004,41,"b u n",92.365,1
2004,42,"b u c",48.635,1
2004,43,"b u p",45.445,1
2004,44,"b u n+p",87.67,1
2004,53,"b u n+p",140.185,1
2004,54,"b u n",124.03,1
2004,55,"b u p",85.135,1
2004,56,"b u c",66.565,1
2004,57,"u u c",58.435,1
2004,58,"u u n+p",63.055,1
2004,59,"u u p",45.005,1
2004,60,"u u n",0.575,1
2005,1,"u u n",27.455,1
2005,2,"u u c",24.765,1
2005,3,"u u p",38.78,1
2005,4,"u u n+p",37.74,1
2005,13,"b u c",34.545,1
2005,14,"b u p",32.01,1
2005,15,"b u n+p",73.395,1
2005,16,"b u n",57.245,1
2005,17,"u u n+p",18.56,1
2005,18,"u u n",43.165,1
2005,19,"u u p",26.165,1
2005,20,"u u c",24.605,1
2005,25,"b u c",26.12,1
2005,26,"b u n+p",84.75,1
2005,27,"b u p",44.705,1
2005,28,"b u n",70.79,1
2005,37,"u u n+p",61.95,1
2005,38,"u u c",22.095,1
2005,39,"u u p",17.185,1
2005,40,"u u n",57.705,1
2005,41,"b u n",78.285,1
2005,42,"b u c",36.76,1
2005,43,"b u p",40.13,1
2005,44,"b u n+p",65.415,1
2005,53,"b u n+p",149.96,1
2005,54,"b u n",87.075,1
2005,55,"b u p",40.265,1
2005,56,"b u c",50.33,1
2005,57,"u u c",15.57,1
2005,58,"u u n+p",27.56,1
2005,59,"u u p",28.295,1
2005,60,"u u n",8.33,1
2006,1,"u u n",28.135,1
2006,2,"u u c",32.245,1
2006,3,"u u p",18.16,1
2006,4,"u u n+p",11.125,1
2006,13,"b u c",26.755,1
2006,14,"b u p",34.235,1
2006,15,"b u n+p",59.36,1
2006,16,"b u n",68.165,1
2006,17,"u u n+p",52.08,1
2006,18,"u u n",100.725,1
2006,19,"u u p",61.465,1
2006,20,"u u c",21.035,1
2006,25,"b u c",26.56,1
2006,26,"b u n+p",49.57,1
2006,27,"b u p",45.395,1
2006,28,"b u n",94.095,1
2006,37,"u u n+p",55.83,1
2006,38,"u u c",18.39,1
2006,39,"u u p",2.87,1
2006,40,"u u n",0.22,1
2006,41,"b u n",64.945,1
2006,42,"b u c",32.71,1
2006,43,"b u p",42.335,1
2006,44,"b u n+p",73.195,1
2006,53,"b u n+p",42.6,1
2006,54,"b u n",95.44,1
2006,55,"b u p",45.135,1
2006,56,"b u c",29.295,1
2006,57,"u u c",13.475,1
2006,58,"u u n+p",24.035,1
2006,59,"u u p",14.36,1
2006,60,"u u n",25.7,1
2007,1,"u u n",25.585,1
2007,2,"u u c",23.82,1
2007,3,"u u p",22.48,1
2007,4,"u u n+p",6.725,1
2007,13,"b u c",50.07,1
2007,14,"b u p",44.49,1
2007,15,"b u n+p",71.995,1
2007,16,"b u n",53.115,1
2007,17,"u u n+p",38.675,1
2007,18,"u u n",30.2,1
2007,19,"u u p",27.54,1
2007,20,"u u c",14.115,1
2007,25,"b u c",50.935,1
2007,26,"b u n+p",92.045,1
2007,27,"b u p",41.685,1
2007,28,"b u n",31.19,1
2007,37,"u u n+p",24.705,1
2007,38,"u u c",31.51,1
2007,39,"u u p",30.645,1
2007,40,"u u n",37.555,1
2007,41,"b u n",139.19,1
2007,42,"b u c",43.8,1
2007,43,"b u p",49.59,1
2007,44,"b u n+p",91.135,1
2007,53,"b u n+p",123.96,1
2007,54,"b u n",111.615,1
2007,55,"b u p",54.24,1
2007,56,"b u c",35.415,1
2007,57,"u u c",12.94,1
2007,58,"u u n+p",95.215,1
2007,59,"u u p",14.375,1
2007,60,"u u n",0,1
2008,1,"u u n",40.05,1
2008,2,"u u c",38.55,1
2008,3,"u u p",52.245,1
2008,4,"u u n+p",31.795,1
2008,13,"b u c",43.715,1
2008,14,"b u p",40.285,1
2008,15,"b u n+p",145.915,1
2008,16,"b u n",119.73,1
2008,17,"u u n+p",88.95,1
2008,18,"u u n",68.15,1
2008,19,"u u p",25.085,1
2008,20,"u u c",24.58,1
2008,25,"b u c",68.565,1
2008,26,"b u n+p",176.04,1
2008,27,"b u p",53.395,1
2008,28,"b u n",171.48,1
2008,37,"u u n+p",56.375,1
2008,38,"u u c",13.735,1
2008,39,"u u p",46.455,1
2008,40,"u u n",19.21,1
2008,41,"b u n",134.875,1
2008,42,"b u c",55.405,1
2008,43,"b u p",42.77,1
2008,44,"b u n+p",221.035,1
2008,53,"b u n+p",132.09,1
2008,54,"b u n",195.97,1
2008,55,"b u p",73.685,1
2008,56,"b u c",52.14,1
2008,57,"u u c",7.44,1
2008,58,"u u n+p",17.585,1
2008,59,"u u p",35.325,1
2008,60,"u u n",289.48,1
2009,1,"u u n",26.45,1
2009,2,"u u c",26.615,1
2009,3,"u u p",20.155,1
2009,4,"u u n+p",9.46,1
2009,13,"b u c",36.78,1
2009,14,"b u p",52.7,1
2009,15,"b u n+p",187.18,1
2009,16,"b u n",122.915,1
2009,17,"u u n+p",57.365,1
2009,18,"u u n",38.02,1
2009,19,"u u p",35.29,1
2009,20,"u u c",27.575,1
2009,25,"b u c",50.93,1
2009,26,"b u n+p",148.06,1
2009,27,"b u p",70.115,1
2009,28,"b u n",93.015,1
2009,37,"u u n+p",30.665,1
2009,38,"u u c",8.965,1
2009,39,"u u p",20.785,1
2009,40,"u u n",6.42,1
2009,41,"b u n",72.865,1
2009,42,"b u c",57.73,1
2009,43,"b u p",34.88,1
2009,44,"b u n+p",92.69,1
2009,53,"b u n+p",102.625,1
2009,54,"b u n",179.48,1
2009,55,"b u p",67.05,1
2009,56,"b u c",71.17,1
2009,57,"u u c",32.18,1
2009,58,"u u n+p",10.515,1
2009,59,"u u p",13.22,1
2009,60,"u u n",1.92,1
2010,1,"u u n",45.79,1
2010,2,"u u c",32.805,1
2010,3,"u u p",16.315,1
2010,4,"u u n+p",62.02,1
2010,13,"b u c",49.085,1
2010,14,"b u p",39.3,1
2010,15,"b u n+p",109.705,1
2010,16,"b u n",106.205,1
2010,17,"u u n+p",61.54,1
2010,18,"u u n",66.715,1
2010,19,"u u p",43.625,1
2010,20,"u u c",21.76,1
2010,25,"b u c",67.49,1
2010,26,"b u n+p",133.105,1
2010,27,"b u p",52.45,1
2010,28,"b u n",66.835,1
2010,37,"u u n+p",27.48,1
2010,38,"u u c",12.165,1
2010,39,"u u p",7.585,1
2010,40,"u u n",0.075,1
2010,41,"b u n",142.47,1
2010,42,"b u c",57.425,1
2010,43,"b u p",63.545,1
2010,44,"b u n+p",160.39,1
2010,53,"b u n+p",88.805,1
2010,54,"b u n",115.75,1
2010,55,"b u p",68.885,1
2010,56,"b u c",73.765,1
2010,57,"u u c",2.9,1
2010,58,"u u n+p",15.145,1
2010,59,"u u p",8.43,1
2010,60,"u u n",0.96,1
2011,1,"u u n",17.425,1
2011,2,"u u c",24.54,1
2011,3,"u u p",7.465,1
2011,4,"u u n+p",0.93,1
2011,13,"b u c",83.24,1
2011,14,"b u p",25.48,1
2011,15,"b u n+p",82.35,1
2011,16,"b u n",87.62,1
2011,17,"u u n+p",88.25,1
2011,18,"u u n",31.925,1
2011,19,"u u p",34.095,1
2011,20,"u u c",27.495,1
2011,25,"b u c",33.565,1
2011,26,"b u n+p",127.375,1
2011,27,"b u p",53.35,1
2011,28,"b u n",114.285,1
2011,37,"u u n+p",41.58,1
2011,38,"u u c",8.49,1
2011,39,"u u p",25.42,1
2011,40,"u u n",0,1
2011,41,"b u n",84.685,1
2011,42,"b u c",54.28,1
2011,43,"b u p",41.35,1
2011,44,"b u n+p",99.98,1
2011,53,"b u n+p",100.725,1
2011,54,"b u n",102.955,1
2011,55,"b u p",45.64,1
2011,56,"b u c",60.155,1
2011,57,"u u c",5.475,1
2011,58,"u u n+p",8.34,1
2011,59,"u u p",0.125,1
2011,60,"u u n",2.235,1
2012,1,"u u n",14.72,1
2012,2,"u u c",13.38,1
2012,3,"u u p",9.41,1
2012,4,"u u n+p",0.04,1
2012,13,"b u c",24.475,1
2012,14,"b u p",26.95,1
2012,15,"b u n+p",83.13,1
2012,16,"b u n",44.305,1
2012,17,"u u n+p",45.285,1
2012,18,"u u n",34.31,1
2012,19,"u u p",19.295,1
2012,20,"u u c",26.62,1
2012,25,"b u c",31.32,1
2012,26,"b u n+p",80.83,1
2012,27,"b u p",42.955,1
2012,28,"b u n",86.525,1
2012,37,"u u n+p",36.925,1
2012,38,"u u c",3.17,1
2012,39,"u u p",0.08,1
2012,40,"u u n",0,1
2012,41,"b u n",83.215,1
2012,42,"b u c",38.725,1
2012,43,"b u p",26.65,1
2012,44,"b u n+p",60.29,1
2012,53,"b u n+p",113.345,1
2012,54,"b u n",109.305,1
2012,55,"b u p",34.125,1
2012,56,"b u c",43.575,1
2012,57,"u u c",2.42,1
2012,58,"u u n+p",2.355,1
2012,59,"u u p",0.28,1
2012,60,"u u n",15.07,1
2013,1,"u u n",14.655,1
2013,2,"u u c",13.82,1
2013,3,"u u p",32.22,1
2013,4,"u u n+p",57.54,1
2013,13,"b u c",26.015,1
2013,14,"b u p",30.245,1
2013,15,"b u n+p",96.095,1
2013,16,"b u n",92.94,1
2013,17,"u u n+p",40.125,1
2013,18,"u u n",43.875,1
2013,19,"u u p",38.235,1
2013,20,"u u c",28.665,1
2013,25,"b u c",52.31,1
2013,26,"b u n+p",135.42,1
2013,27,"b u p",55.12,1
2013,28,"b u n",118.08,1
2013,37,"u u n+p",11.225,1
2013,38,"u u c",5.905,1
2013,39,"u u p",7.395,1
2013,40,"u u n",19.665,1
2013,41,"b u n",81.695,1
2013,42,"b u c",54.275,1
2013,43,"b u p",58.91,1
2013,44,"b u n+p",89.305,1
2013,53,"b u n+p",153.015,1
2013,54,"b u n",78.48,1
2013,55,"b u p",42.3,1
2013,56,"b u c",51.965,1
2013,57,"u u c",0.005,1
2013,58,"u u n+p",9.49,1
2013,59,"u u p",0,1
2013,60,"u u n",154.14,1
2014,1,"u u n",6.185,1
2014,2,"u u c",4.305,1
2014,3,"u u p",10.3,1
2014,4,"u u n+p",0.465,1
2014,13,"b u c",35.915,1
2014,14,"b u p",41.375,1
2014,15,"b u n+p",87.805,1
2014,16,"b u n",77.07,1
2014,17,"u u n+p",26.185,1
2014,18,"u u n",41.455,1
2014,19,"u u p",13.22,1
2014,20,"u u c",10.905,1
2014,25,"b u c",38.835,1
2014,26,"b u n+p",74.65,1
2014,27,"b u p",34.745,1
2014,28,"b u n",90.425,1
2014,37,"u u n+p",50.81,1
2014,38,"u u c",12.88,1
2014,39,"u u p",6.81,1
2014,40,"u u n",0,1
2014,41,"b u n",42.24,1
2014,42,"b u c",70.07,1
2014,43,"b u p",31.39,1
2014,44,"b u n+p",94.025,1
2014,53,"b u n+p",119.215,1
2014,54,"b u n",130.37,1
2014,55,"b u p",39.73,1
2014,56,"b u c",34.255,1
2014,57,"u u c",0.29,1
2014,58,"u u n+p",0.265,1
2014,59,"u u p",1.36,1
2014,60,"u u n",0.055,1
2015,1,"u u n",34.845,1
2015,2,"u u c",11.015,1
2015,3,"u u p",33.895,1
2015,4,"u u n+p",0,1
2015,13,"b u c",45.46,1
2015,14,"b u p",37.795,1
2015,15,"b u n+p",99.085,1
2015,16,"b u n",102.275,1
2015,17,"u u n+p",29.325,1
2015,18,"u u n",34.865,1
2015,19,"u u p",19.9,1
2015,20,"u u c",12.71,1
2015,25,"b u c",35.96,1
2015,26,"b u n+p",99.58,1
2015,27,"b u p",39.27,1
2015,28,"b u n",214.005,1
2015,37,"u u n+p",16.51,1
2015,38,"u u c",2.965,1
2015,39,"u u p",8.185,1
2015,40,"u u n",2.345,1
2015,41,"b u n",94.93,1
2015,42,"b u c",52.66,1
2015,43,"b u p",41.9,1
2015,44,"b u n+p",97.76,1
2015,53,"b u n+p",180.83,1
2015,54,"b u n",185.675,1
2015,55,"b u p",64.22,1
2015,56,"b u c",66.4,1
2015,57,"u u c",1.49,1
2015,58,"u u n+p",20.565,1
2015,59,"u u p",0,1
2015,60,"u u n",0,1
2016,1,"u u n",30.725,1
2016,2,"u u c",29.71,1
2016,3,"u u p",0.12,1
2016,4,"u u n+p",1.335,1
2016,13,"b u c",40.7,1
2016,14,"b u p",58.48,1
2016,15,"b u n+p",131.22,1
2016,16,"b u n",92.59,1
2016,17,"u u n+p",113.05,1
2016,18,"u u n",55.6,1
2016,19,"u u p",19.945,1
2016,20,"u u c",14.17,1
2016,25,"b u c",69.68,1
2016,26,"b u n+p",128.615,1
2016,27,"b u p",86.905,1
2016,28,"b u n",133.42,1
2016,37,"u u n+p",5.115,1
2016,38,"u u c",0.24,1
2016,39,"u u p",7.805,1
2016,40,"u u n",0,1
2016,41,"b u n",168.37,1
2016,42,"b u c",55.245,1
2016,43,"b u p",55.37,1
2016,44,"b u n+p",94.6,1
2016,53,"b u n+p",66.475,1
2016,54,"b u n",119.4,1
2016,55,"b u p",60.51,1
2016,56,"b u c",57.485,1
2016,57,"u u c",0.385,1
2016,58,"u u n+p",0,1
2016,59,"u u p",0,1
2016,60,"u u n",0.415,1
2017,2,"u u c",18.05,1
2017,13,"b u c",30.37,1
2017,20,"u u c",9.165,1
2017,25,"b u c",38.97,1
2017,38,"u u c",0.795,1
2017,42,"b u c",42.775,1
2017,56,"b u c",54.725,1
2017,57,"u u c",2.33,1
2018,2,"u u c",11.745,1
2018,13,"b u c",14.305,1
2018,20,"u u c",10.35,1
2018,25,"b u c",44.03,1
2018,38,"u u c",0.115,1
2018,42,"b u c",47.945,1
2018,56,"b u c",39.5,1
2018,57,"u u c",0,1
2019,2,"u u c",20.4,1
2019,13,"b u c",52.735,1
2019,20,"u u c",5.965,1
2019,25,"b u c",57.19,1
2019,38,"u u c",0.4,1
2019,42,"b u c",51.65,1
2019,56,"b u c",49.005,1
2019,57,"u u c",0.075,1
2020,2,"u u c",9.295,1
2020,13,"b u c",46.585,1
2020,20,"u u c",6.955,1
2020,25,"b u c",51.8,1
2020,38,"u u c",0.105,1
2020,42,"b u c",81.855,1
2020,56,"b u c",59.6,1
2020,57,"u u c",0.025,1
2021,2,"u u c",4.12,1
2021,13,"b u c",27.085,1
2021,20,"u u c",1.915,1
2021,25,"b u c",50.46,1
2021,38,"u u c",0.04,1
2021,42,"b u c",46.38,1
2021,56,"b u c",31.265,1
2021,57,"u u c",0,1
