"source","Date","Treatment","Replicate","Response.Variable","Biomass","PercentCarbon","PercentCov","PercentCar","Respiration"
"ARC_Biomass_1982-2015_processed.csv","2015","NP","block 3",NA,NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1982","Control","block 4","1447.16875",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1983","Control","block 4","1016.144375",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1983","GH","block 4","435.59375",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1983","GHNP","block 4","730.3875",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1983","NP","block 4","1045.31875",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1983","SH","block 4","606.0375",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1984","Control","block 4","257.35625",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1984","NP","block 4","339.18125",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1989","Control","block 4","1165.29375",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1989","GH","block 4","1212.9375",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1989","GHNP","block 4","828.01875",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1989","NP","block 4","1281.60625",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1989","SH","block 4","608.3875",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1995","Control","block 4","459.43125",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","1995","NP","block 4","1183.1375",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","2000","Control","block 4","1161.88125",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","2000","NP","block 4","2312.5625",NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","2015","Control","block 4",NA,NA,NA,NA,NA,NA
"ARC_Biomass_1982-2015_processed.csv","2015","NP","block 4",NA,NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","C C","1","0.3374908",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","C S","1","2.33869728",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","W C","1","-34.04240752",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","W S","1","-8.1512252",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","C C","2","-17.06212112",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","C S","2","-58.3718878",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","W C","2","-43.22642624",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","W S","2","-31.04907546",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","C C","3","67.89139142",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","C S","3","75.53061276",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","W C","3","60.26003182",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","W S","3","-91.20348264",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","C C","4","32.51427986",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","C S","4","46.2564407",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","W C","4","13.18129254",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","W S","4","11.61401258",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","C C","5","9.51415152",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","C S","5","62.99511154",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","W C","5","-33.25980348",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","W S","5","103.2092022",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","C C","6","-28.95588294",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","C S","6","26.46843126",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","W C","6","21.75076114",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2009","W S","6","51.3514286",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","C C","1","53.17609787",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","C S","1","46.76312678",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","W C","1","51.40544597",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","W S","1","72.60232688",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","C C","2","-8.151880511",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","C S","2","-20.00278233",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","W C","2","34.42315563",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","W S","2","65.97735898",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","C C","3","120.4090412",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","C S","3","148.6392201",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","W C","3","239.2523689",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","W S","3","-67.6947331",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","C C","4","78.581453",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","C S","4","121.5660471",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","W C","4","58.02654842",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","W S","4","176.8716925",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","C C","5","81.81428264",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","C S","5","182.1730069",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","W C","5","15.449067",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","W S","5","186.5291821",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","C C","6","-50.91227454",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","C S","6","58.41652021",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","W C","6","179.2327951",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2010","W S","6","124.2116398",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","C C","1","135.67258",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","C S","1","100.5990627",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","W C","1","235.2205719",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","W S","1","168.54808",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","C C","2","99.11520519",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","C S","2","63.61402372",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","W C","2","160.6450539",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","W S","2","127.1615117",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","C C","3","172.5644871",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","C S","3","167.8684189",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","W C","3","314.3925279",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","W S","3","-13.5904675",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","C C","4","84.80170686",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","C S","4","176.8334978",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","W C","4","115.8995469",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","W S","4","454.2300585",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","C C","5","96.18555873",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","C S","5","272.9521345",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","W C","5","130.9839197",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","W S","5","275.4357",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","C C","6","-2.698837374",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","C S","6","127.3308575",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","W C","6","269.6784468",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2011","W S","6","106.0700112",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","C C","1","209.1510345",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","C SW","1","148.1883654",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","WW C","1","315.2863807",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","WW SW","1","292.1301552",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","C C","2","139.1754896",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","C SW","2","68.36370698",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","WW C","2","309.3327362",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","WW SW","2","222.6771891",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","C C","3","207.667965",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","C SW","3","145.2653618",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","WW C","3","244.5214264",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","WW SW","3","74.2317855",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","C C","4","116.7943575",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","C SW","4","216.671661",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","WW C","4","135.7336778",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","WW SW","4","473.0498846",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","C C","5","162.9615183",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","C SW","5","411.2785874",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","WW C","5","106.3403711",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","WW SW","5","181.7910808",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","C C","6","80.11189232",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","C SW","6","190.180222",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","WW C","6","405.5514476",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2012","WW SW","6","111.8764966",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","C C","1","181.151746",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","C S","1","244.9070297",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","W C","1","413.6140776",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","W S","1","265.4855125",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","C C","2","220.3130862",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","C S","2","90.52236009",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","W C","2","489.7594671",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","W S","2","319.0422986",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","C C","3","219.3889004",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","C S","3","152.9459795",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","W C","3","207.1096786",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","W S","3","129.4526863",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","C C","4","114.8648829",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","C S","4","213.5549513",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","W C","4","105.6001161",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","W S","4","304.7094166",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","C C","5","169.0018233",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","C S","5","417.211873",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","W C","5","199.2221746",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","W S","5","167.0001029",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","C C","6","178.0126174",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","C S","6","255.3938777",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","W C","6","260.2420936",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2013","W S","6","265.4881876",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","C C","1","292.5731512",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","C S","1","203.2586969",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","W C","1","53.92478253",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","W S","1","404.470373",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","C C","2","225.5967501",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","C S","2","95.20006069",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","W C","2","304.286352",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","W S","2","268.1885408",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","C C","3","215.0167778",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","C S","3","202.0591176",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","W C","3","204.0100405",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","W S","3","145.6097157",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","C C","4","159.4336609",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","C S","4","241.4985278",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","W C","4","118.4767447",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","W S","4","281.7640733",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","C C","5","221.0081262",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","C S","5","430.290323",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","W C","5","82.79115188",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","W S","5","134.0449507",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","C C","6","151.462104",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","C S","6","250.2517081",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","W C","6","238.2312119",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2014","W S","6","76.9193501",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","C C","1","447.81521",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","C S","1","306.0722422",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","W C","1","-19.61774927",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","W S","1","613.2143876",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","C C","2","115.8654231",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","C S","2","163.6459499",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","W C","2","379.7637591",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","W S","2","373.4059265",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","C C","3","243.7371013",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","C S","3","174.5363695",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","W C","3","110.4236706",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","W S","3","189.8437381",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","C C","4","98.30069505",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","C S","4","142.4225156",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","W C","4","191.9741709",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","W S","4","382.9030018",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","C C","5","187.0231149",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","C S","5","463.0854161",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","W C","5","67.73348887",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","W S","5","243.0540951",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","C C","6","154.7694513",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","C S","6","293.4632308",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","W C","6","237.8856143",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2015","W S","6","156.9249748",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","C C","1","207.3268822",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","C S","1","145.7091021",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","W C","1","-144.8555696",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","W S","1","375.8318096",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","C C","2","253.8107333",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","C S","2","111.2104073",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","W C","2","98.98143981",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","W S","2","253.2423865",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","C C","3","187.3939557",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","C S","3","152.6365626",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","W C","3","12.83998766",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","W S","3","85.0108976",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","C C","4","115.8010659",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","C S","4","136.3998834",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","W C","4","-79.66123767",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","W S","4","330.2333987",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","C C","5","167.2070311",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","C S","5","372.1441254",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","W C","5","-12.74020399",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","W S","5","42.93280745",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","C C","6","73.19694489",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","C S","6","210.5495521",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","W C","6","77.12340632",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2016","W S","6","104.9814092",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","C C","1","279.1484094",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","C S","1","347.4884598",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","W C","1","-85.27708837",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","W S","1","394.8051165",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","C C","2","267.980807",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","C S","2","193.6163204",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","W C","2","267.1428994",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","W S","2","330.6082506",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","C C","3","178.1140501",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","C S","3","215.9459439",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","W C","3","206.5930296",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","W S","3","336.2659596",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","C C","4","88.12461617",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","C S","4","68.0676905",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","W C","4","11.13427241",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","W S","4","283.3714362",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","C C","5","208.7938454",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","C S","5","488.4580688",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","W C","5","51.06588582",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","W S","5","316.0182777",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","C C","6","156.9808968",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","C S","6","211.2558663",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","W C","6","160.1063684",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2017","W S","6","212.6399215",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","C C","1","143.6162522",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","C S","1","296.9840569",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","W C","1","-102.6109649",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","W S","1","242.1962272",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","C C","2","341.4532645",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","C S","2","294.8222388",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","W C","2","106.3048854",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","W S","2","231.9858425",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","C C","3","115.0455837",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","C S","3","218.2718806",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","W C","3","203.7001125",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","W S","3","244.7159319",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","C C","4","85.36330798",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","C S","4","105.7219358",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","W C","4","-92.58140527",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","W S","4","181.4023961",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","C C","5","121.2203362",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","C S","5","369.0750173",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","W C","5","17.70426993",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","W S","5","121.6191391",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","C C","6","95.74073611",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","C S","6","213.4054238",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","W C","6","93.28902948",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2018","W S","6","188.6019923",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2019","W C","3","187.9698159",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2019","W S","3","72.35438964",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2019","C C","4","92.64948429",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2019","C S","4","62.91449016",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2019","W C","4","56.42784889",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2019","W S","4","290.5689143",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2019","C C","5","-33.61051863",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2019","W C","5","-22.90995879",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2019","W S","5","204.6471367",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2019","W C","6","83.61413663",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2019","W S","6","53.66459921",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","C C","1","92.12045019",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","C S","1","338.6736581",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","W C","1","-131.6043153",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","W S","1","179.7980734",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","C C","2","304.2008491",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","C S","2","224.5837375",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","W C","2","-61.02114134",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","W S","2","441.9451216",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","C C","3","342.5858122",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","C S","3","362.4058798",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","W C","3","14.03898974",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","W S","3","232.9240858",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","C C","4","92.14697031",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","C S","4","103.026317",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","W C","4","-92.9572666",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","W S","4","78.23567594",NA,NA,NA,NA,NA
"BNZ_NEE_2009-2021.csv","2020","C C","5","160.5609534",NA,NA,NA,NA,NA
