"Date","Plot","Cover_Fertilizer(g/m2/year)","total_SCF"
"8/20/2002",6,"unshaded_16",22.459
"8/20/2002",7,"shaded_50",12.96
"8/20/2002",7,"unshaded_50",11.46
"8/20/2002",8,"shaded_16",10.048
"8/20/2002",8,"unshaded_16",14.069
"8/20/2002",9,"shaded_50",17.032
"8/20/2002",9,"unshaded_50",17.983
"8/25/1999",1,"shaded_0",32.867
"8/25/1999",1,"unshaded_0",27.947
"8/25/1999",2,"shaded_50",21.132
"8/25/1999",2,"unshaded_50",22.076
"8/25/1999",3,"shaded_16",24.627
"8/25/1999",3,"unshaded_16",20.856
"8/25/1999",4,"shaded_0",28.231
"8/25/1999",4,"unshaded_0",21.919
"8/25/1999",5,"shaded_0",33.953
"8/25/1999",5,"unshaded_0",24.107
"8/25/1999",6,"shaded_16",25.987
"8/25/1999",6,"unshaded_16",28.939
"8/25/1999",7,"shaded_50",19.074
"8/25/1999",7,"unshaded_50",24.37
"8/25/1999",8,"shaded_16",17.824
"8/25/1999",8,"unshaded_16",18.97
"8/25/1999",9,"shaded_50",17.48
"8/25/1999",9,"unshaded_50",21.707
"8/30/2001",1,"shaded_0",27.478
"8/30/2001",1,"unshaded_0",14.639
"8/30/2001",2,"shaded_50",26.02
"8/30/2001",2,"unshaded_50",16.637
"8/30/2001",3,"shaded_16",22.567
"8/30/2001",3,"unshaded_16",17.393
"8/30/2001",4,"shaded_0",21.701
"8/30/2001",4,"unshaded_0",17.267
"8/30/2001",5,"shaded_0",19.153
"8/30/2001",5,"unshaded_0",20.578
"8/30/2001",6,"shaded_16",21.453
"8/30/2001",6,"unshaded_16",19.454
"8/30/2001",7,"shaded_50",12.118
"8/30/2001",7,"unshaded_50",15.535
"8/30/2001",8,"shaded_16",22.887
"8/30/2001",8,"unshaded_16",18.854
"8/30/2001",9,"shaded_50",18.575
"8/30/2001",9,"unshaded_50",13.671
"8/30/2005",1,"shaded_0",30.447
"8/30/2005",1,"unshaded_0",14.042
"8/30/2005",2,"shaded_50",24.755
"8/30/2005",2,"unshaded_50",9.399
"8/30/2005",3,"shaded_16",16.99
"8/30/2005",3,"unshaded_16",16.982
"8/30/2005",4,"shaded_0",16.583
"8/30/2005",4,"unshaded_0",13.076
"8/30/2005",5,"shaded_0",14.314
"8/30/2005",5,"unshaded_0",14.147
"8/30/2005",6,"shaded_16",21.998
"8/30/2005",6,"unshaded_16",16.803
"8/30/2005",7,"shaded_50",12.575
"8/30/2005",7,"unshaded_50",13.889
"8/30/2005",8,"shaded_16",16.146
"8/30/2005",8,"unshaded_16",14.5
"8/30/2005",9,"shaded_50",17.178
"8/30/2005",9,"unshaded_50",10.946
"8/4/2000",1,"shaded_0",17.001
"8/4/2000",1,"unshaded_0",8.147
"8/4/2000",2,"shaded_50",15.586
"8/4/2000",2,"unshaded_50",7.851
"8/4/2000",3,"shaded_16",11.197
"8/4/2000",3,"unshaded_16",12.086
"8/4/2000",4,"shaded_0",14.641
"8/4/2000",4,"unshaded_0",10.622
"8/4/2000",5,"shaded_0",12.884
"8/4/2000",5,"unshaded_0",15.289
"8/4/2000",6,"shaded_16",16.012
"8/4/2000",6,"unshaded_16",19.333
"8/4/2000",7,"shaded_50",11.534
"8/4/2000",7,"unshaded_50",10.417
"8/4/2000",8,"shaded_16",16.601
"8/4/2000",8,"unshaded_16",13.359
"8/4/2000",9,"shaded_50",16.607
"8/4/2000",9,"unshaded_50",11.877
"9/26/1999",1,"shaded_0",16.356
"9/26/1999",1,"unshaded_0",13.297
"9/26/1999",2,"shaded_50",14.022
"9/26/1999",2,"unshaded_50",10.347
"9/26/1999",3,"shaded_16",12.131
"9/26/1999",3,"unshaded_16",8.948
"9/26/1999",4,"shaded_0",14.934
"9/26/1999",4,"unshaded_0",10.417
"9/26/1999",5,"shaded_0",13.233
"9/26/1999",5,"unshaded_0",18.918
"9/26/1999",6,"shaded_16",12.937
"9/26/1999",6,"unshaded_16",10.695
"9/26/1999",7,"shaded_50",11.542
"9/26/1999",7,"unshaded_50",10.538
"9/26/1999",8,"shaded_16",10.324
"9/26/1999",8,"unshaded_16",10.376
"9/26/1999",9,"shaded_50",8.455
"9/26/1999",9,"unshaded_50",15.517
"9/30/2004",1,"shaded_0",23.944
"9/30/2004",1,"unshaded_0",8.195
"9/30/2004",2,"shaded_50",25.496
"9/30/2004",2,"unshaded_50",10.139
"9/30/2004",3,"shaded_16",18.601
"9/30/2004",3,"unshaded_16",14.729
"9/30/2004",4,"shaded_0",16.322
"9/30/2004",4,"unshaded_0",8.718
"9/30/2004",5,"shaded_0",16.239
"9/30/2004",5,"unshaded_0",12.782
"9/30/2004",6,"shaded_16",14.144
"9/30/2004",6,"unshaded_16",17.035
"9/30/2004",7,"shaded_50",12.86
"9/30/2004",7,"unshaded_50",19.769
"9/30/2004",8,"shaded_16",20.142
"9/30/2004",8,"unshaded_16",11.399
"9/30/2004",9,"shaded_50",20.787
"9/30/2004",9,"unshaded_50",11.162
