"Block_Plot","DATE","YEAR_mean","YEAR_sd","Reported_CO2_Flux_ug_C_cm-2_hr-1_mean","Reported_CO2_Flux_ug_C_cm-2_hr-1_sd","Reported_CH4_Flux_ng_C_cm-2_hr-1_mean","Reported_CH4_Flux_ng_C_cm-2_hr-1_sd","Reported_N2O_Flux_ng_N_cm-2_hr-1_mean","Reported_N2O_Flux_ng_N_cm-2_hr-1_sd"
"A-4",2005-05-27,2005,0,21.158,5.37264087763178,351.326,788.138824465589,3.226,4.3695571858027
"A-4",2005-06-27,2005,0,23.86,4.88847113114111,21.632,56.4145275616131,5.292,6.20001370966226
"A-4",2005-08-24,2005,0,29.484,13.6070360475748,1182.874,2483.73981066456,1.544,2.04088951195306
"A-4",2005-09-30,2005,0,27.682,8.65981350838458,2810.768,5831.35105166204,1.68,2.87555212089783
"A-4",2005-10-21,2005,0,25.384,7.04238453934461,2018.316,4493.71311728731,1.464,1.70378402387157
"A-4",2005-11-17,2005,0,34.346,13.5939813888353,2609.086,5816.23835643623,3.252,5.48197683322358
"A-4",2006-01-27,2006,0,20.264,2.27843806147984,658.234,1115.87491406071,1.792,3.04505664971934
"A-4",2006-02-23,2006,0,14.216,3.97342799104249,52.322,88.85637861178,1.308,1.45915043775479
"A-4",2006-03-23,2006,0,16.144,2.32121304494008,15.698,44.7797997985699,2.056,3.69755730178722
"A-4",2006-04-21,2006,0,18.782,6.09336278256924,9.022,27.4790733104302,1.566,2.57299047802358
"A-4",2006-05-18,2006,0,23.158,8.3236752699754,-1.062,1.4542076880556,0.2,0.447213595499958
"A-4",2006-06-22,2006,0,17.462,2.96391126722782,26.298,58.8041156722895,0.656,1.00266145831981
"A-4",2006-07-20,2006,0,20.608,4.31696305288799,71.358,161.57005638422,2.56,3.3253871955007
"A-4",2006-08-24,2006,0,26.164,6.90859464724918,1033.908,2313.5548009762,1.514,0.852836443874205
"A-4",2006-09-20,2006,0,19.452,4.76277965058221,34.042,76.1202260900479,3.276,3.95912616621395
"A-4",2006-10-26,2006,0,21.706,4.46582915033703,26.69,54.1277729081846,2.59,3.4961550308875
"A-4",2006-11-17,2006,0,18.842,8.81511032262217,25.422,56.8453201239997,0,0
"A-4",2006-12-20,2006,0,18.6,8.38684386405279,27.762,62.0777191913492,-0.088,0.196773982019981
"A-4",2007-01-26,2007,0,12.4275,8.03918891016583,273.14,566.673615173085,1.282,2.86663914715473
"A-4",2007-02-22,2007,0,7.794,2.18518420276186,0,0,0,0
"A-4",2007-03-22,2007,0,14.816,6.09796113467444,5.178,16.2671577111676,4.502,10.0667780347041
"A-4",2007-04-26,2007,0,11.735,4.33456456867354,0,0,-0.41,0.579827560572969
"A-4",2007-05-24,2007,0,27.44,10.2187156727252,-0.508,1.13592253256989,2.37,4.42322845894263
"A-4",2007-06-21,2007,0,13.002,5.85633588517599,0,0,0.55,0.774661216274573
"A-4",2007-07-20,2007,0,12.486,6.62005891212457,-4.074,3.83739234376679,-5.076,8.69882923156904
"A-4",2007-08-24,2007,0,11.392,3.11925792457116,0.696,5.58354994604687,-0.296,0.661876121339938
"A-4",2007-09-20,2007,0,21.206,4.45147503643455,60.044,123.288467546644,-0.322,2.24878189249202
"A-4",2007-10-18,2007,0,9.236,2.87839886047782,6.184,20.7801474970704,-0.796,1.77991011008983
"A-4",2007-11-16,2007,0,13.35,5.04461098599287,-0.2,0.447213595499958,3.098,5.85884971645459
"A-4",2007-12-20,2007,0,15.0866666666667,6.26789704233671,124.88,216.298504849201,0,0
"A-4",2008-01-24,2008,0,9.914,1.70832666665366,280.83,606.284630598533,-0.29,0.648459713474939
"A-4",2008-02-20,2008,0,7.182,3.10968969513037,113.346,234.688135149607,0.786,1.1339664898047
"A-4",2008-04-03,2008,0,6.024,3.93900748920334,-1.054,2.35681564828478,-0.484,1.0822569011099
"A-4",2008-04-24,2008,0,15.908,7.67105403448574,0,0,0.81,0.961015088331083
"A-4",2008-05-23,2008,0,18.266,5.65012654725538,-0.478,0.663641469469773,4.558,9.95290510353635
"A-4",2008-06-26,2008,0,13.106,1.35321099611258,0,0,0.66,0.912660944710575
"A-4",2008-07-24,2008,0,15.932,6.56378473138783,0,0,1.112,1.23883816537916
"A-4",2008-08-28,2008,0,13.694,4.11335386272565,3.104,6.94075500215935,1.85,1.29446900310513
"A-4",2008-09-20,2008,0,19.446,9.92427478458753,190.296,422.430214745584,0.54,0.739560680404252
"A-4",2008-10-23,2008,0,7.732,4.31232188037952,4.936,6.95346891846077,0.988,1.6434932308957
"A-4",2008-11-20,2008,0,12.692,5.1983189590482,1.54,6.25629283202121,0.852,1.31890863974727
"A-4",2008-12-18,2008,0,8.156,2.12859813022562,0,0,0,0
"A-4",2009-01-22,2009,0,12.936,12.9830670490451,54.984,78.6203452040246,0,0
"A-4",2009-02-26,2009,0,9.606,3.01328392289874,46.184,98.2841975090604,1.566,1.53452924377478
"A-4",2009-03-26,2009,0,9.116,6.17028605495726,5.168,11.5559993077189,0.138,0.308577380894971
"A-4",2009-04-21,2009,0,8.41,3.60604353828403,-0.524,1.85955102108009,0,0
"A-4",2009-05-21,2009,0,6.298,1.72414326550899,6.4,8.52985052624019,1.056,8.31848123157106
"A-4",2009-06-20,2009,0,9.712,2.39571909872589,159.364,210.124242842181,0.788,1.5583067733922
"A-4",2009-07-20,2009,0,16.416,7.19232090496524,98.406,128.977152356532,0.652,1.45791632132986
"A-4",2009-08-20,2009,0,14.24,6.85599372811848,262.094,574.801267291574,1.512,0.898482053243135
"A-4",2009-09-20,2009,0,13.358,5.63664971414758,1.274,2.84875060333473,-0.07,0.156524758424985
"A-4",2009-10-20,2009,0,14.94,3.63554672642231,21.94,33.5557096482849,2.63,4.65027956148875
"A-4",2009-12-20,2009,0,11.818,7.49908127706321,163.334,365.225927036951,0.446,0.997286317964906
"B-1",2003-01-22,2003,0,9.7475,3.48202407611818,0,0,-3.39,6.78
"B-1",2003-02-19,2003,0,9.15333333333333,1.47764452197859,0,0,0,0
"B-1",2003-03-19,2003,0,8.2825,4.91373839352483,0,0,0,0
"B-1",2003-04-15,2003,0,8.936,3.31383916326668,-1.038,14.8918910820621,1.12,2.78640449324932
"B-1",2003-05-22,2003,0,10.51,3.2197101318804,-7.345,11.2540851842046,0.095,0.19
"B-1",2003-06-25,2003,0,22.12,13.910957910942,0,0,0.894,1.2525494002234
"B-1",2003-07-24,2003,0,19.478,11.8251118387946,0,0,2.242,2.35773620237719
"B-1",2003-08-28,2003,0,14.6675,2.17723639812799,0,0,0.875,1.13008849211024
"B-1",2003-09-24,2003,0,18.924,5.06574574964042,-1.22,2.72800293254974,1.692,2.5422568713645
"B-1",2003-10-29,2003,0,12.188,3.30493116418482,0,0,0.18,0.402492235949962
"B-1",2003-11-20,2003,0,13.576,3.20009843598599,3.306,7.39244073361431,0.236,0.52771204268995
"B-1",2003-12-17,2003,0,11.4025,4.38253636607844,5.9325,11.865,0.27,1.09062673113521
"B-1",2004-01-29,2004,0,12.23,2.66345640099477,0,0,-0.566,1.36096656828888
"B-1",2004-02-25,2004,0,11.232,2.79566986606073,-0.094,0.21019038988498,-0.76,1.72934958871826
"B-1",2004-03-25,2004,0,9.198,5.15194332266961,-1.548,3.46143322916967,0.988,1.35820469738549
"B-1",2004-04-29,2004,0,15.766,6.11723630408373,0.4,0.894427190999916,0.864,1.09301418106079
"B-1",2004-05-27,2004,0,21.822,10.1504714176239,0,0,0.6725,1.345
"B-1",2004-06-25,2004,0,16.234,8.54937307643081,36.022,84.9545153008361,0.562,1.25667020335488
"B-1",2004-07-28,2004,0,15.788,7.54511563861019,3.782,5.71403710173464,1.732,1.71562525045536
"B-1",2004-08-25,2004,0,16.83,6.40446328742698,-0.818,1.15439161466116,0,0
"B-1",2004-09-22,2004,0,24.794,10.1149878892661,0,0,2.722,1.97907048889119
"B-1",2004-10-27,2004,0,19.78,14.2492298037473,852.716,1913.12365332981,2.426,3.62306914093562
"B-1",2004-11-18,2004,0,11.74,5.08388139122069,29.762,42.817595915698,1.398,0.973996919912994
"B-1",2004-12-17,2004,0,8.656,4.46784399906711,7.412,10.9307854246619,1.332,1.32475280713045
"B-1",2005-01-26,2005,0,17.865,11.2320152540257,0,0,2.145,0.673027983568786
"B-1",2005-02-24,2005,0,13.082,7.33967778584319,1.576,3.52404313253967,3.614,3.34953429598803
"B-1",2005-03-24,2005,0,12.462,6.29216735314629,-2.342,4.64246917060307,2.534,3.54043500152171
"B-1",2005-05-02,2005,0,17.57,7.6517710368254,-3.282,3.53511951707435,1.024,1.14537330159211
"B-1",2005-05-26,2005,0,19.242,7.22512422038542,-2.156,3.98718948634248,1.452,1.18910470522995
"B-1",2005-06-23,2005,0,16.924,7.19260244973959,1.232,6.377983223559,0.962,0.930763127761301
"B-1",2005-08-25,2005,0,20.124,9.97683466837053,-0.545,1.09,2.118,1.39889956751727
"B-1",2005-09-29,2005,0,28.238,10.0876840751483,-4.714,5.76091832957212,1.598,1.06163553067896
"B-1",2005-10-20,2005,0,23.434,5.68702294702597,-0.666,1.08640692192198,3.288,1.60142748821169
"B-1",2005-11-18,2005,0,20.054,13.8334804008247,137.238,308.957239468506,0.662,1.48027700110486
"B-1",2006-01-19,2006,0,20.47,6.90890729421086,-1.1825,1.36812219239852,0.2825,0.565
"B-1",2006-02-24,2006,0,18.72,6.96194656687338,121.566,185.653283784586,0.528,1.13301368041167
"B-1",2006-03-23,2006,0,12.46,4.53019315261502,-2.44,4.17054552786563,0.806,1.24180513769271
"B-1",2006-04-21,2006,0,19.732,6.42817003508775,18.828,42.100687880366,1.85,3.02765585891131
"B-1",2006-05-19,2006,0,22.522,6.85173846552829,-5.83,4.58869262426674,0.432,0.643987577519939
"B-1",2006-06-22,2006,0,28.395,16.5442306157363,-1.0875,2.175,0.305,0.61
"B-1",2006-07-21,2006,0,15.06,6.71981026517862,-1.668,2.43407477288599,0.972,1.03700048215996
"B-1",2006-08-25,2006,0,15.692,8.24167276710256,0.588,5.24301153918242,3.588,4.75655022048543
"B-1",2006-09-20,2006,0,23.406,10.8201908485941,0,0,0.402,0.627152294104072
"B-1",2006-10-26,2006,0,19.312,6.44272225072601,-2.912,3.40155405660413,0,0
"B-1",2006-11-17,2006,0,12.428,6.83322178770746,2.478,5.54097644824448,0.084,0.187829710109982
"B-1",2006-12-20,2006,0,22.244,10.3857344468266,264.988,603.266954440569,0.508,1.01225984806274
"B-1",2007-01-26,2007,0,16.94,4.75951678219544,-3.132,7.00336490552934,0.212,0.474046411229955
"B-1",2007-02-23,2007,0,9.592,1.87822256402163,-3.598,6.30977971089324,0,0
"B-1",2007-03-21,2007,0,10.182,5.76531178688542,-2.866,4.42495536700654,0.42,0.939148550549912
"B-1",2007-04-27,2007,0,10.222,4.36681462853646,-0.114,4.30557545515115,3.128,3.74904921280049
"B-1",2007-05-24,2007,0,9.464,3.08197663845786,-6.36,8.84539710810091,-0.124,0.172133668990119
"B-1",2007-06-22,2007,0,12.604,5.56090190526681,0,0,0.446,0.997286317964906
"B-1",2007-07-20,2007,0,11.268,11.7766896876839,-1.842,1.83130281493804,-0.112,0.250439613479976
"B-1",2007-08-24,2007,0,17.9133333333333,9.94867997944116,-2.28666666666667,2.22756219516613,0,0
"B-1",2007-09-20,2007,0,11.19,8.47628161400977,-2.09,2.17001152070674,-6.606,13.6384815870389
"B-1",2007-10-18,2007,0,22.9175,20.6382062770322,31.58,66.2621581296595,13.3575,25.1018012301906
"B-1",2007-11-16,2007,0,6.5775,6.41486489855138,-3.2875,5.52997513556797,0,0
"B-1",2007-12-20,2007,0,6.4925,3.41871686455606,0,0,-0.56,1.12
"B-1",2008-01-25,2008,0,10.4533333333333,4.83353217981771,-1.48,2.56343519520194,-0.416666666666667,0.721687836487032
"B-1",2008-02-20,2008,0,NA,NA,NA,NA,NA,NA
"B-1",2008-03-28,2008,0,12.578,8.70199517352199,0,0,1.048,1.49248785589699
"B-1",2008-04-24,2008,0,11.025,9.36916485072175,0,0,0,0
"B-1",2008-05-23,2008,0,10.672,4.37462798418334,-0.546,1.22089311571489,0.122,0.272800293254974
"B-1",2008-06-26,2008,0,13.344,4.60373543983579,-2.678,2.21737908351279,2.5,3.56527698783699
"B-1",2008-07-24,2008,0,24.032,11.9140094007013,2.134,4.77176906398455,0,0
"B-1",2008-08-29,2008,0,12.5225,5.94658095042857,-2.3225,3.00668560600096,0.845,0.836042263684478
"B-1",2008-09-20,2008,0,22.122,11.8433512993578,0,0,4.172,9.19529879884281
"B-1",2008-10-24,2008,0,13.558,4.38538139732452,-1.324,4.55329880416386,1.518,0.915652772616345
"B-1",2008-11-21,2008,0,16.818,13.3661501562716,-2.718,6.07763276284443,0.664,0.692156051768674
"B-1",2008-12-18,2008,0,12.7175,7.10242857525978,14.265,28.53,0.275,0.55
"B-1",2009-01-23,2009,0,11.695,5.85233002031385,-1.51,3.02,1.3675,0.827058039075856
"B-1",2009-02-26,2009,0,8.7525,3.93225444242867,0,0,0,0
"B-1",2009-03-27,2009,0,8.955,8.08008869588282,-1.27,2.54,0.1925,0.299040131086114
"B-1",2009-04-24,2009,0,10.5633333333333,2.5101062394515,-0.813333333333333,1.40873465682269,0,0
"B-1",2009-05-22,2009,0,13.232,7.22265325209511,-2.334,2.16967278638969,1.354,0.767873687529401
"B-1",2009-06-20,2009,0,18.445,3.59012070363472,0,0,0,0
"B-1",2009-07-20,2009,0,19.535,6.60321891201556,-1.1675,2.335,0.5725,1.145
"B-1",2009-08-20,2009,0,14.3133333333333,4.53468117218105,-4.06666666666667,2.21567897795085,0,0
"B-1",2009-09-20,2009,0,13.956,7.94090863818493,0.86,1.92301846064982,0.536,0.808628468457548
"B-1",2009-10-20,2009,0,11.16,7.69873149724464,0.89,1.78,0.545,0.745721127500086
"B-1",2009-12-20,2009,0,10.4925,4.48447228407832,-2.7925,2.31688548127294,0.4775,0.622916527313251
"B-2",2003-01-22,2003,0,6.8225,2.08416849926615,-11.1425,22.285,0,0
"B-2",2003-02-19,2003,0,16.71,10.5398450336489,0,0,0.18,0.36
"B-2",2003-03-19,2003,0,10.4933333333333,1.88810310452934,3.89333333333333,6.74345114413483,0,0
"B-2",2003-04-15,2003,0,8.38,2.87049647273777,4.652,10.402188231329,-0.762,0.781325796323147
"B-2",2003-05-22,2003,0,11.872,4.42801535679361,0,0,-1.162,1.857342187105
"B-2",2003-06-25,2003,0,13.5475,1.90188283901331,6.33,12.66,-0.5375,1.075
"B-2",2003-07-24,2003,0,20.164,5.87306393631127,-3.494,7.81282151338426,0,0
"B-2",2003-08-28,2003,0,21.536,10.2649442278076,-2.514,4.17270655570219,0.668,1.31723953782142
"B-2",2003-09-24,2003,0,16.786,4.98269304693757,-1.01,4.70166991610428,-0.12,1.6346253393362
"B-2",2003-10-29,2003,0,12.368,5.44012132217656,0,0,0,0
"B-2",2003-11-20,2003,0,15.108,5.52982097359399,0,0,-0.53,0.900943949421938
"B-2",2003-12-17,2003,0,9.022,2.94635707272557,0,0,0,0
"B-2",2004-01-29,2004,0,13.394,4.35430591483878,2.876,6.4309315032894,0,0
"B-2",2004-02-25,2004,0,11.868,2.22257058380606,-1.554,2.65058106836973,-0.372,0.831817287629922
"B-2",2004-03-25,2004,0,17.18,6.72349983267643,0.366,1.49039592055266,1.106,2.02214737346218
"B-2",2004-04-29,2004,0,15.788,6.99508899157116,-3.504,3.50877186491228,0.444,0.607972038830734
"B-2",2004-05-27,2004,0,20.658,5.10568996316854,0,0,0,0
"B-2",2004-06-25,2004,0,14.522,3.19964373016747,-0.108,0.241495341569977,0.45,1.00623058987491
"B-2",2004-07-28,2004,0,20.366,6.7449929577428,-0.426,0.95256495841491,1.504,2.07183010886511
"B-2",2004-08-25,2004,0,19.445,5.71847007511625,-7.44,9.39915244405934,0.9075,1.72409154822668
"B-2",2004-09-22,2004,0,20.716,7.7236280335086,-2.952,4.79589094955254,0,0
"B-2",2004-10-27,2004,0,14.51,3.76109691446525,-2.504,1.58004113870494,1.516,2.22834692092591
"B-2",2004-11-18,2004,0,16.95,5.81394014417073,6.2,13.8636214604987,1.106,2.47309118311477
"B-2",2004-12-17,2004,0,16.236,9.76636216817705,20.722,33.8898616108122,0.942,1.64994545364385
"B-2",2005-01-26,2005,0,6.7425,1.61879327483983,34.1825,68.365,0.3975,0.795
"B-2",2005-02-24,2005,0,10.705,3.0567793508855,9.9975,8.91463356883875,4.2975,6.00655405924784
"B-2",2005-03-24,2005,0,19.222,6.10413957900702,96.516,218.035732002807,1.956,2.32758028862594
"B-2",2005-05-02,2005,0,8.83,4.06,-1.396,2.01248105581146,2.664,3.28923699358985
"B-2",2005-05-26,2005,0,17.245,3.63848411658848,1.33,14.3385122426747,6.745,6.84146914046976
"B-2",2005-06-23,2005,0,16.816,6.62470603121376,0,0,11.34,10.846928136574
"B-2",2005-08-25,2005,0,22.474,8.1434838981851,-0.754,1.68599525503484,9.32,9.05288075697455
"B-2",2005-09-29,2005,0,20.875,6.23150329642321,0,0,8.965,7.09071928650402
"B-2",2005-10-20,2005,0,17.284,5.09418099403624,-1.952,3.1699164026832,12.446,12.4088287118487
"B-2",2005-11-18,2005,0,15.312,8.1659610579527,15.45,34.5472502523718,6.864,7.66323234673202
"B-2",2006-01-19,2006,0,14.384,4.19864621038734,2.184,4.88357246285954,5.25,5.48289157288378
"B-2",2006-02-24,2006,0,10.342,3.72826635314592,-1.858,3.01766797378373,1.406,1.06276996570283
"B-2",2006-03-23,2006,0,13.138,3.4374438177227,15.988,37.7116211531671,6.11,8.37281016146909
"B-2",2006-04-21,2006,0,19.38,3.5687462784569,-5.168,11.5559993077189,1.85,1.36124942607885
"B-2",2006-05-19,2006,0,18.242,5.26177441553703,-2.294,2.19081719912913,1.02,2.6471588543191
"B-2",2006-06-22,2006,0,13.644,3.77004376632421,-0.106,0.237023205614978,1.094,1.00780950580951
"B-2",2006-07-21,2006,0,15.348,7.51162898444805,0.54,4.93119153957743,3.65,4.84661221885968
"B-2",2006-08-25,2006,0,23.152,14.6604832798922,-1.568,3.50615458871967,0.42,0.939148550549912
"B-2",2006-09-20,2006,0,17.606,4.23685378553473,0,0,0.05,0.111803398874989
"B-2",2006-10-26,2006,0,16.628,5.89428282321098,-10.902,24.3776130907027,0.936,2.0929596269398
"B-2",2006-11-17,2006,0,14.682,7.97595574210389,10.628,24.7548110475519,0.874,1.15839544197998
"B-2",2006-12-20,2006,0,14.776,7.99630101984661,-2.928,13.7642751352914,0.234,2.17685093655951
"B-2",2007-01-26,2007,0,19.906,15.9298753918541,0,0,2.11,3.56977590333063
"B-2",2007-02-23,2007,0,11.396,3.85806687344841,1.318,2.94713759434472,0.134,0.299633108984972
"B-2",2007-03-21,2007,0,8.612,3.04508948965379,-0.92,2.05718253929981,0.662,1.21071053518172
"B-2",2007-04-27,2007,0,10.92,3.58011173010005,-2.04,4.08,0,0
"B-2",2007-05-24,2007,0,9.755,4.56701580173896,-1.8325,2.31662649845273,0,0
"B-2",2007-06-22,2007,0,15.026,5.96599782098519,-3.47,3.31295940210562,1.896,4.2395848853396
"B-2",2007-07-20,2007,0,7.1725,2.73332977642045,0,0,0,0
"B-2",2007-08-24,2007,0,10.4075,4.24307573190329,-0.4975,0.995,1.9325,3.865
"B-2",2007-09-20,2007,0,14.215,1.29400540957138,-5.905,1.83140656327316,0,0
"B-2",2007-10-18,2007,0,11.5066666666667,6.97461348988841,-2.76666666666667,4.79200723427389,0,0
"B-2",2007-11-16,2007,0,8.755,6.04533153212736,0.015,1.68207213479882,-0.18,0.36
"B-2",2007-12-20,2007,0,6.775,3.54053197509452,0,0,0.1975,0.395
"B-2",2008-01-25,2008,0,6.1525,2.25131628164503,5.95,6.88072670580659,-1.6775,3.355
"B-2",2008-02-20,2008,0,9.69666666666667,2.8808389981624,0,0,0,0
"B-2",2008-03-28,2008,0,12.564,7.28914809837199,0,0,0.71,1.58760826402485
"B-2",2008-04-24,2008,0,19.7933333333333,16.4863650733973,3.31333333333333,5.73886167574488,-0.733333333333333,1.27017059221718
"B-2",2008-05-23,2008,0,12.3975,5.54157243027645,-0.4675,0.935,0,0
"B-2",2008-06-26,2008,0,14.5,3.2340995655669,-1.0775,1.28531124635242,-0.185,0.37
"B-2",2008-07-24,2008,0,18.448,10.2972797378725,-1.948,4.35586042016959,0,0
"B-2",2008-08-29,2008,0,12.1525,5.77619468162215,0,0,1.03,0.834186230206821
"B-2",2008-09-20,2008,0,11.175,5.25135220681302,0,0,0,0
"B-2",2008-10-24,2008,0,11.05,2.85738516829636,-0.248,0.554544858419948,1.464,1.83201528377904
"B-2",2008-11-21,2008,0,13.802,5.87874731554266,0,0,0.364,0.813928743809924
"B-2",2008-12-18,2008,0,8.086,1.39845629177318,-0.592,1.32375224267988,-0.654,1.05734573342876
"B-2",2009-01-23,2009,0,9.854,3.01752879025205,-3.196,4.40187232890733,0.528,1.18064389211989
"B-2",2009-02-26,2009,0,11.9075,5.86658546345317,-0.365,5.52744365266018,0,0
"B-2",2009-03-27,2009,0,6.55,3.53541369573633,0,0,0.23,0.514295634824952
"B-2",2009-04-24,2009,0,11.405,6.09796960744585,-0.3725,3.82739576387566,1.65,3.68280690054022
"B-2",2009-05-22,2009,0,13.03,5.75513683590582,-3.00333333333333,4.09661242166419,0.68,0.621932472218648
"B-2",2009-06-20,2009,0,15.815,2.77955032334369,-3.69,5.72332071441047,0,0
"B-2",2009-07-20,2009,0,11.19,8.55577874889247,1.85,4.66794387284166,0.292,0.58814964082281
"B-2",2009-08-20,2009,0,19.8425,2.9852791605923,-0.955,1.91,-0.0175,0.502551821540161
"B-2",2009-09-20,2009,0,12.61,10.562281950412,-1.374,2.02392687614943,0.294,0.657403985384938
"B-2",2009-10-20,2009,0,13.155,6.3100845213568,0,0,0.13,0.26
"B-2",2009-12-20,2009,0,6.608,2.82629970102252,-0.172,0.384603692129964,0.934,1.81184436417701
"B-3",2003-01-21,2003,0,13.275,4.38820768271816,0,0,-0.295,0.59
"B-3",2003-02-19,2003,0,14.52,12.402652942012,-8.08,11.4268455839746,0,0
"B-3",2003-03-19,2003,0,8.462,4.18877905838921,-1.28,2.86216701119973,0,0
"B-3",2003-04-15,2003,0,8.47,3.08580621556183,0,0,0.464,1.0375355415599
"B-3",2003-05-22,2003,0,13.688,5.83659746770325,-3.5,5.25837902779935,-0.236,3.15125847876686
"B-3",2003-06-25,2003,0,25.424,16.5315132398701,0,0,0,0
"B-3",2003-07-24,2003,0,17.816,5.00227748130789,0,0,2.306,2.23276286246435
"B-3",2003-08-28,2003,0,17.648,6.5207530239996,0.676,5.19509672672223,2.376,5.3128975145395
"B-3",2003-09-24,2003,0,20.632,4.44324993670174,0.262,3.30404600452233,6.56,6.90199971022891
"B-3",2003-10-29,2003,0,10.6625,3.97140088633721,-5.9825,6.91043836043223,1.02,2.04
"B-3",2003-11-20,2003,0,9.664,3.65547260966349,0,0,0.212,0.474046411229955
"B-3",2003-12-17,2003,0,16.304,4.98401243979186,0,0,-0.096,1.37930417239998
"B-3",2004-01-29,2004,0,11.82,2.35305121066245,-3.056,2.97483276840901,0.952,1.47965198611025
"B-3",2004-02-25,2004,0,11.038,6.39100696291281,-1.094,3.22976469731155,1.35,1.58850558702197
"B-3",2004-03-25,2004,0,9.004,3.47222263111109,0,0,0.564,0.772288806082284
"B-3",2004-04-29,2004,0,17.506,3.95180085530635,-1.934,2.66857265218693,0.594,1.32822437863488
"B-3",2004-05-27,2004,0,21.128,10.8524476501847,0,0,3.188,4.90985437665925
"B-3",2004-06-25,2004,0,28.6025,16.5261275460002,4.325,5.00640589644907,3.73,4.53091602217477
"B-3",2004-07-28,2004,0,21.035,4.95501429530397,-0.775,1.55,1.2325,1.57886826556239
"B-3",2004-08-25,2004,0,20.326,4.52945692108888,-0.63,1.40872282582487,2.414,1.72053189450239
"B-3",2004-09-22,2004,0,26.242,13.0024351565389,-0.206,2.93626974237722,2.33,2.21237429021402
"B-3",2004-10-27,2004,0,18.91,13.2063488519727,11.31,29.6910424202317,3.298,2.07951196197569
"B-3",2004-11-18,2004,0,16.514,3.6780878184187,-0.642,4.46786526206868,2.758,1.70128480860789
"B-3",2004-12-17,2004,0,12.478,5.60784896372932,0,0,3.298,4.52122992116083
"B-3",2005-01-26,2005,0,15.282,5.12496536573663,-6.534,10.7021577263653,1.66,1.25896783120142
"B-3",2005-02-24,2005,0,9.674,6.39378057177442,1.268,4.82733052524892,2.456,3.03617028507954
"B-3",2005-03-24,2005,0,17.626,8.60209160611534,-2.07,3.12325151084571,0.894,1.45292119538535
"B-3",2005-05-02,2005,0,19.04,10.6616931113215,-1.728,2.42959255843444,0.842,1.20698798668421
"B-3",2005-05-26,2005,0,20.7375,6.80889308184524,-2.995,2.51417978672966,2.39,2.30804390483948
"B-3",2005-06-23,2005,0,18.708,11.4230105488877,-1.624,3.63137439545966,0.928,1.18952511532964
"B-3",2005-08-25,2005,0,24.295,6.58960039253772,1.435,2.87,4.72,5.57093050276762
"B-3",2005-09-29,2005,0,21.878,8.60782028158116,0,0,2.666,2.69325639329047
"B-3",2005-10-20,2005,0,23.838,10.2683041443074,-1.622,2.4814350686649,4.006,2.13438047217454
"B-3",2005-11-18,2005,0,26.206,3.89902936639364,0.388,2.11831772876497,4.282,1.74867664249283
"B-3",2006-01-19,2006,0,25.726,8.5895913756127,-0.536,1.19853243593989,5.49,3.72562746393141
"B-3",2006-02-24,2006,0,12.516,6.28126022387228,-1.018,2.27631720109479,1.8,1.43897532987887
"B-3",2006-03-23,2006,0,16.59,5.26266092390532,-8.958,6.84494850236289,0.934,1.28361988142908
"B-3",2006-04-21,2006,0,19.604,10.9714985302829,-3.368,4.78423661622207,0.698,4.03571802781116
"B-3",2006-05-19,2006,0,20.34,3.25953984482473,-5.578,6.00534928209842,0.692,0.794525015339354
"B-3",2006-06-22,2006,0,19.368,9.19221790429274,23.568,35.7440920992547,67.72,91.8285606442789
"B-3",2006-07-21,2006,0,21.54,5.84513472898615,-1.294,3.07252827489024,0.828,1.33804708437334
"B-3",2006-08-25,2006,0,28.4675,2.91856557233172,1.8825,13.0115138114928,0.865,1.8313656106851
"B-3",2006-09-20,2006,0,25.1,7.85081842867354,-2.126,2.09777977871844,0.628,0.530254655802285
"B-3",2006-10-26,2006,0,24.576,11.0507502007782,-1.78,2.08900694110862,1.496,1.28509921795945
"B-3",2006-11-17,2006,0,18.312,8.99409361748031,-1.932,3.66153929379435,1.188,0.941950104835707
"B-3",2006-12-20,2006,0,15.954,6.00451746604171,-4.748,6.51974846140555,0.492,0.502115524555854
"B-3",2007-01-26,2007,0,17.59,6.68105904778576,-1.174,3.03851608519685,1.58,1.22558149463836
"B-3",2007-02-23,2007,0,10.082,3.63402256459698,-3.212,7.18225034372932,1.022,0.96933998163699
"B-3",2007-03-21,2007,0,13.482,3.6120243631515,-2.97,4.11049875319285,6.946,7.89658977027425
"B-3",2007-04-27,2007,0,8.92,5.55368796386689,-0.59,1.31928010672488,3.97,7.29748586843442
"B-3",2007-05-24,2007,0,8.42666666666667,3.65472753202388,-5.99333333333333,8.47526007467224,0.873333333333333,1.51265770527682
"B-3",2007-06-22,2007,0,9.614,2.69831984760888,-0.606,1.35505719436487,0.274,0.612682625834942
"B-3",2007-07-20,2007,0,16.2975,8.39351485771406,-0.9175,1.835,1.0775,1.2588983279042
"B-3",2007-08-24,2007,0,11.8025,7.55705575384135,-3.195,3.0803517115204,0,0
"B-3",2007-09-20,2007,0,9.706,6.16284268824055,-0.724,1.61891321570985,3.42,7.64735248304928
"B-3",2007-10-18,2007,0,8.7925,6.03045810863487,-0.725,1.45,1.3525,1.59468648956464
"B-3",2007-11-16,2007,0,12.74,6.90574157253706,-3.06,6.12,0.3575,0.528921859383154
"B-3",2007-12-20,2007,0,8.255,0.190918830920369,0,0,0,0
