"site","year","season","date","web","transect","block","plot","subplot","quad","treatment","kartez","genus","sp.epithet","family","LifeHistory","PhotoPath","FunctionalGroup","cover","volume","biomass.BM","biomass.BIM","SiteCluster","MetStation","season.precip","GDD","SPEI.comp"
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"10",NA,"4","F","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",2.35,22.15,4.70705,4.70705,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"20",NA,"1","C","EPTO","Ephedra","torreyana","Ephedraceae","perennial","C3","shrub",2,26,12.998,12.998,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"10",NA,"3","F","NAHI","Nama","hispidum","Hydrophyllaceae","annual","C3","forb",0.5,3.5,0.2425,0.2425,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"8",NA,"3","F","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",3.6,49.4,7.2108,7.2108,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"16",NA,"3","F","SATR12","Salsola","tragus","Chenopodiaceae","annual","C4","forb",1.25,8.75,5.04125,5.04125,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"1",NA,"2","F","DEPI","Descurainia","pinnata","Brassicaceae","perennial","C3","forb",9.5,314.5,17.81725,17.81725,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"15",NA,"3","C","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",0.5,1.8,2.057,2.057,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"20",NA,"1","C","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",0.35,3.4,0.70105,0.70105,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"12",NA,"2","C","GUSA2","Gutierrezia","sarothrae","Asteraceae","perennial","C3","shrub",0.1,0.5,0.7558,0.7558,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"15",NA,"2","C","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",0.55,4.3,0.5762,0.5762,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"7",NA,"1","C","OECA10","Oenothera","caespitosa","Onagraceae","perennial","C3","forb",0.5,2.5,0.93775,0.93775,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"12",NA,"4","C","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",0.25,0.9,0.50075,0.50075,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"12",NA,"2","C","MELE2","Melampodium","leucanthum","Asteraceae","perennial","C3","forb",1.85,8.65,6.6526,6.6526,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"5",NA,"4","C","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",22.25,304.75,34.265,34.265,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"17",NA,"2","F","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",4.15,49.75,17.0731,17.0731,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"20",NA,"2","C","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",0.45,1.8,0.9252,0.9252,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"17",NA,"1","F","TOAN","Townsendia","annua","Asteraceae","annual","C3","forb",0.75,9,0.36375,0.36375,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"16",NA,"4","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",24.5,363.5,37.73,37.73,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"16",NA,"4","F","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",4.3,58.4,7.8256,7.8256,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"18",NA,"2","C","TOAN","Townsendia","annua","Asteraceae","annual","C3","forb",0.75,4.5,0.36375,0.36375,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"11",NA,"4","F","SPPO6","Sphaeralcea","polychroma","Malvaceae","perennial","C3","forb",1,14,2.393,2.393,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"18",NA,"1","C","CYACF","Cymopterus","acaulis","Apiaceae","perennial","C3","forb",0.5,3,0.93775,0.93775,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"11",NA,"3","F","OECA10","Oenothera","caespitosa","Onagraceae","perennial","C3","forb",8,116,15.004,15.004,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"15",NA,"1","C","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",64.2,507.8,33.7647504,42.6552,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"1",NA,"2","F","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",20.5,360,25.3012828,21.648,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"19",NA,"1","F","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",2.5,12.8,10.285,10.285,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"8",NA,"2","F","DIWI2","Dimorphocarpa","wislizeni","Brassicaceae","annual","C3","forb",1,21,0.485,0.485,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"1",NA,"2","F","HYFIC","Hymenopappus","filifolius","Asteraceae","perennial","C3","forb",5,136,19.514325,14.416,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"13",NA,"3","C","DEPI","Descurainia","pinnata","Brassicaceae","perennial","C3","forb",0.75,15,1.406625,1.406625,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"19",NA,"4","F","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",42,223,15.766728,18.732,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"9",NA,"1","C","TOAN","Townsendia","annua","Asteraceae","annual","C3","forb",0.1,0.3,0.0485,0.0485,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"19",NA,"4","F","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",1,4.75,2.056,2.056,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"2",NA,"3","C","BAMU","Baileya","multiradiata","Asteraceae","perennial","C3","forb",0.75,9.75,1.406625,1.406625,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"19",NA,"2","F","BAMU","Baileya","multiradiata","Asteraceae","perennial","C3","forb",1.25,13.75,2.344375,2.344375,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"11",NA,"3","F","HYFIC","Hymenopappus","filifolius","Asteraceae","perennial","C3","forb",3.5,59,11.7414275,6.254,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"14",NA,"4","F","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",4.1,40.95,16.8674,16.8674,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"18",NA,"1","C","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",0.7,7.7,1.0318,1.0318,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"13",NA,"4","C","OECA10","Oenothera","caespitosa","Onagraceae","perennial","C3","forb",6,126,11.253,11.253,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"9",NA,"3","C","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",0.1,0.3,0.2003,0.2003,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"13",NA,"1","C","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",0.1,0.4,0.2003,0.2003,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"13",NA,"1","C","ASMIM","Astragalus","missouriensis","Fabaceae","perennial","C3","forb",0.75,5.25,1.52625,1.52625,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"13",NA,"1","C","HYFIC","Hymenopappus","filifolius","Asteraceae","perennial","C3","forb",0.5,6.5,1.5751325,0.689,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"17",NA,"3","F","SATR12","Salsola","tragus","Chenopodiaceae","annual","C4","forb",0.85,5.55,3.42805,3.42805,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"9",NA,"4","C","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",41.5,238,16.42704,19.992,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"10",NA,"2","F","PAOB","Panicum","obtusum","Poaceae","perennial","C4","grass",1,9,1.5555,1.5555,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"14",NA,"2","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",15.65,199.55,24.101,24.101,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"14",NA,"3","F","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",44.5,375.5,24.604932,31.542,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"11",NA,"4","F","HYFIC","Hymenopappus","filifolius","Asteraceae","perennial","C3","forb",3,61,10.616795,6.466,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"6",NA,"4","F","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",56,614,39.501408,51.576,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"6",NA,"2","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",17.3,376.4,26.642,26.642,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"5",NA,"4","C","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",0.68,2.13,2.79752,2.79752,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"12",NA,"1","C","ARPU9","Aristida","purpurea","Poaceae","perennial","C4","grass",8.75,134.25,34.46944905,24.185,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"8",NA,"1","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",3.3,43.7,5.082,5.082,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"14",NA,"3","F","NAHI","Nama","hispidum","Hydrophyllaceae","annual","C3","forb",3,20,1.455,1.455,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"19",NA,"2","F","PAOB","Panicum","obtusum","Poaceae","perennial","C4","grass",0.5,1.5,0.77775,0.77775,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"1",NA,"1","F","SPCR","Sporobolus","cryptandrus","Poaceae","perennial","C4","grass",1.5,8.5,3.6915,3.6915,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"13",NA,"1","C","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",15.95,222.8,24.563,24.563,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"20",NA,"1","C","SPPO6","Sphaeralcea","polychroma","Malvaceae","perennial","C3","forb",0.25,1.75,0.59825,0.59825,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"11",NA,"2","F","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",49,357,23.469624,29.988,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"19",NA,"3","F","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",0.5,1.5,1.028,1.028,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"6",NA,"2","F","SATR12","Salsola","tragus","Chenopodiaceae","annual","C4","forb",1.85,16.6,7.46105,7.46105,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"8",NA,"2","F","TOAN","Townsendia","annua","Asteraceae","annual","C3","forb",0.25,0.75,0.12125,0.12125,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"2",NA,"2","C","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",14.2,161.75,19.49804276,14.9952,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"2",NA,"1","C","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",14.75,118,20.13638184,15.576,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"12",NA,"3","C","SOEL","Solanum","elaeagnifolium","Solanaceae","perennial","C3","forb",0.6,3.4,0.552,0.552,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"18",NA,"3","C","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",0.1,0.6,0.4114,0.4114,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"7",NA,"1","C","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",3.5,44,5.39,5.39,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"7",NA,"3","C","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",39.5,370.5,24.5583,31.122,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"18",NA,"4","C","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",76,632,41.126448,53.088,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"8",NA,"2","F","DEPI","Descurainia","pinnata","Brassicaceae","perennial","C3","forb",1.6,46.8,3.0008,3.0008,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"4",NA,"3","F","BOGR2","Bouteloua","gracilis","Poaceae","perennial","C4","grass",2.5,29,3.907304015,2.64,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"19",NA,"3","F","SPCR","Sporobolus","cryptandrus","Poaceae","perennial","C4","grass",1.4,8.45,3.4454,3.4454,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"18",NA,"3","C","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",20.65,326.75,31.801,31.801,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"14",NA,"2","F","SPPO6","Sphaeralcea","polychroma","Malvaceae","perennial","C3","forb",6.5,82.5,15.5545,15.5545,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"15",NA,"3","C","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",57,493,31.555464,41.412,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"1",NA,"3","F","DEPI","Descurainia","pinnata","Brassicaceae","perennial","C3","forb",19,398,35.6345,35.6345,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"3",NA,"1","C","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",36.45,655.3,56.133,56.133,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"4",NA,"1","F","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",42.7,460.6,30.0875568,38.6904,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"1",NA,"1","F","DEPI","Descurainia","pinnata","Brassicaceae","perennial","C3","forb",10.5,225.5,19.69275,19.69275,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"9",NA,"1","C","MAPIP","Machaeranthera","pinnatifida","Asteraceae","perennial","C3","forb",2.82,33.42,5.64846,5.64846,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"11",NA,"4","F","OECA10","Oenothera","caespitosa","Onagraceae","perennial","C3","forb",3.75,36.5,7.033125,7.033125,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"5",NA,"3","C","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",12.95,168.75,19.943,19.943,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"5",NA,"2","C","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",11.85,155.7,18.249,18.249,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"8",NA,"2","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",3,29,4.62,4.62,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"5",NA,"2","C","SATR12","Salsola","tragus","Chenopodiaceae","annual","C4","forb",0.1,0.2,0.4033,0.4033,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"2",NA,"4","C","TOAN","Townsendia","annua","Asteraceae","annual","C3","forb",0.95,6.35,0.46075,0.46075,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"8",NA,"1","F","HYFIC","Hymenopappus","filifolius","Asteraceae","perennial","C3","forb",4,64,13.23706,6.784,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"18",NA,"3","C","HODR","Hoffmannseggia","drepanocarpa","Fabaceae","perennial","C3","forb",0.5,2.5,0.57,0.57,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"12",NA,"3","C","TOAN","Townsendia","annua","Asteraceae","annual","C3","forb",0.75,3,0.36375,0.36375,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"18",NA,"4","C","OECA10","Oenothera","caespitosa","Onagraceae","perennial","C3","forb",2.75,29.5,5.157625,5.157625,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"7",NA,"2","C","MELE2","Melampodium","leucanthum","Asteraceae","perennial","C3","forb",0.85,3.8,3.0566,3.0566,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"20",NA,"1","C","TOAN","Townsendia","annua","Asteraceae","annual","C3","forb",7.25,37.4,3.51625,3.51625,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"1",NA,"2","F","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",54,706,44.887056,59.304,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"12",NA,"1","C","DANAN","Dalea","nana","Fabaceae","perennial","C3","forb",15.1,64.4,26.3948,26.3948,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"12",NA,"2","C","EPTO","Ephedra","torreyana","Ephedraceae","perennial","C3","shrub",12,300,77.988,77.988,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"16",NA,"3","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",7.2,95.6,11.088,11.088,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"9",NA,"4","C","OECA10","Oenothera","caespitosa","Onagraceae","perennial","C3","forb",0.75,3,1.406625,1.406625,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"10",NA,"1","F","CRCR3","Cryptantha","crassisepala","Boraginaceae","annual","C3","forb",0.68,4.39,2.79752,2.79752,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"9",NA,"2","C","SPCR","Sporobolus","cryptandrus","Poaceae","perennial","C4","grass",0.49,1.38,1.20589,1.20589,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"2",NA,"4","C","NAHI","Nama","hispidum","Hydrophyllaceae","annual","C3","forb",3.1,30.6,1.5035,1.5035,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"5",NA,"3","C","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",2.85,33.2,4.4488,4.4488,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"16",NA,"2","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",9.85,141.45,15.169,15.169,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"13",NA,"4","C","PLPA2","Plantago","patagonica","Plantaginaceae","annual","C3","forb",4.75,53.25,7.1355,7.1355,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"12",NA,"3","C","ASMIM","Astragalus","missouriensis","Fabaceae","perennial","C3","forb",3,42,6.105,6.105,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"4",NA,"3","F","MEMU3","Mentzelia","multiflora","Loasaceae","perennial","C3","forb",1.5,28.5,2.81325,2.81325,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"7",NA,"2","C","HYFIC","Hymenopappus","filifolius","Asteraceae","perennial","C3","forb",4.5,136.5,18.3101925,14.469,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"20",NA,"3","C","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",0.7,2.15,1.4392,1.4392,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"16",NA,"2","F","DEPI","Descurainia","pinnata","Brassicaceae","perennial","C3","forb",0.5,9,0.93775,0.93775,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"12",NA,"3","C","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",0.5,3.5,0.474996,0.294,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"7",NA,"3","C","PAOB","Panicum","obtusum","Poaceae","perennial","C4","grass",0.45,1.15,0.699975,0.699975,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"14",NA,"4","F","PLJA","Pleuraphis","jamesii","Poaceae","perennial","C4","grass",12.15,129.7,18.711,18.711,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"2",NA,"1","C","SATR12","Salsola","tragus","Chenopodiaceae","annual","C4","forb",0.14,0.28,0.56462,0.56462,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"12",NA,"3","C","DANAN","Dalea","nana","Fabaceae","perennial","C3","forb",4.25,16.25,7.429,7.429,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"20",NA,"1","C","SATR12","Salsola","tragus","Chenopodiaceae","annual","C4","forb",0.08,0.16,0.32264,0.32264,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"8",NA,"4","F","ASNU4","Astragalus","nuttallianus","Fabaceae","perennial","C3","forb",8.2,77,5.50596,6.468,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"3",NA,"3","C","BAMU","Baileya","multiradiata","Asteraceae","perennial","C3","forb",0.6,2.3,1.1253,1.1253,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"11",NA,"1","F","HYFIC","Hymenopappus","filifolius","Asteraceae","perennial","C3","forb",3,30,8.973795,3.18,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"2",NA,"1","C","NAHI","Nama","hispidum","Hydrophyllaceae","annual","C3","forb",0.6,2.7,0.291,0.291,"DeepWell","40",86.736,1354.249,1.366525413
"fertilizer",2007,"spring",2007-05-02,NA,NA,NA,"9",NA,"3","C","BOER4","Bouteloua","eriopoda","Poaceae","perennial","C4","grass",3,11,6.168,6.168,"DeepWell","40",86.736,1354.249,1.366525413
