Survey Year,Year planted,Species_Full,SPCODE,SR,Block,Plot,ID,Row,Col,Position ID,Height.cm,Diameter.mm,DBH.mm,Dead,Reproducing,Reproduction Count,Notes on survey
2015,2013,Pinus_banksiana,PIBA,1,2,68,PIBA-2013-4219,8,C,4219,64.5,13,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,2,68,PIBA-2013-4220,8,D,4220,105.5,25.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,2,68,PIBA-2013-4221,8,E,4221,112,26,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,2,68,PIBA-2013-4222,8,F,4222,72,11.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,2,68,PIBA-2013-4223,8,G,4223,116,29.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,2,68,PIBA-2013-4224,8,H,4224,54,9.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4417,1,A,4417,42,28.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4421,1,E,4421,132,26.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4430,2,F,4430,137.5,30,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4431,2,G,4431,141.5,32,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4432,2,H,4432,159,28,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4433,3,A,4433,112,36.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4437,3,E,4437,103,20,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4441,4,A,4441,96,29,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4442,4,B,4442,127,26.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4443,4,C,4443,104,21.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4445,4,E,4445,122,29,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4447,4,G,4447,140.5,26,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4448,4,H,4448,139,29.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4449,5,A,4449,144.5,30,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4452,5,D,4452,106,15,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4453,5,E,4453,83,29,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4455,5,G,4455,126.5,29,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4457,6,A,4457,116.5,29.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4461,6,E,4461,117,31.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4462,6,F,4462,151.5,26.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4463,6,G,4463,121,36,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4465,7,A,4465,136,21,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4466,7,B,4466,90,31,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4468,7,D,4468,99,27.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4471,7,G,4471,144,29.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4475,8,C,4475,120,36.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4476,8,D,4476,142,24.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,72,PIBA-2013-4480,8,H,4480,99.5,40,,No,,,
2015,2013,Pinus_banksiana,PIBA,5,1,1,PIBA-2013-46,6,F,46,162,34,,No,,,
2015,2013,Pinus_banksiana,PIBA,12,2,79,PIBA-2013-4892,4,D,4892,150,34.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,12,2,79,PIBA-2013-4893,4,E,4893,167.5,41.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,12,2,79,PIBA-2013-4896,4,H,4896,120,34.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,5,1,1,PIBA-2013-49,7,A,49,110,24.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,12,2,79,PIBA-2013-4900,5,D,4900,153.5,47,,No,,,
2015,2013,Pinus_banksiana,PIBA,12,2,79,PIBA-2013-4920,7,H,4920,124.5,36.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,5,1,1,PIBA-2013-5,1,E,5,145.5,35.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,5,1,1,PIBA-2013-53,7,E,53,157,40.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5441,1,A,5441,128,31.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5447,1,G,5447,134.5,40.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5449,2,A,5449,66,13,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5451,2,C,5451,145.5,28,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5452,2,D,5452,144.5,37,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5453,2,E,5453,135,33,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5454,2,F,5454,125,28.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5455,2,G,5455,138.5,42.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5458,3,B,5458,84.5,19,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5459,3,C,5459,112,17,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5461,3,E,5461,132,31,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5465,4,A,5465,123,36.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5467,4,C,5467,142.5,28,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5468,4,D,5468,107.5,27,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5472,4,H,5472,139.5,36.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5473,5,A,5473,106,26.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5481,6,A,5481,87.5,23.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5483,6,C,5483,159,39.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5484,6,D,5484,119.5,27,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5485,6,E,5485,113.5,22.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5486,6,F,5486,150.5,35,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5487,6,G,5487,150,36,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5488,6,H,5488,128,34,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5491,7,C,5491,123.5,31.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5492,7,D,5492,147,34.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5494,7,F,5494,116.5,31.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5496,7,H,5496,134,32.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5498,8,B,5498,121.5,30.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5499,8,C,5499,139.5,27,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5501,8,E,5501,145.5,38.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5502,8,F,5502,140.5,36.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,88,PIBA-2013-5503,8,G,5503,122,24.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,5,1,1,PIBA-2013-57,8,A,57,86.3,52,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5890,1,B,5890,96,22.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5891,1,C,5891,136,28.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5892,1,D,5892,138,33.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5893,1,E,5893,160,37.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5899,2,C,5899,117,30.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5900,2,D,5900,143.5,30.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5901,2,E,5901,64,11.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5902,2,F,5902,150,36,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5903,2,G,5903,139,30.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5904,2,H,5904,158,34.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5906,3,B,5906,76.5,17.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5910,3,F,5910,131,31,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5911,3,G,5911,120.5,26.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5914,4,B,5914,131.5,32,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5915,4,C,5915,139.5,31.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5916,4,D,5916,119.5,27.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5917,4,E,5917,119,30.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5921,5,A,5921,89,24.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5923,5,C,5923,93,21,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5924,5,D,5924,116.5,28,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5930,6,B,5930,132,26,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5932,6,D,5932,132.5,34.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5935,6,G,5935,132.5,32,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5936,6,H,5936,148,36.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5939,7,C,5939,94,28,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5940,7,D,5940,82.5,19,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5942,7,F,5942,146.5,38.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5943,7,G,5943,113.5,28.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5944,7,H,5944,119.5,31.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5945,8,A,5945,110,33,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,2,97,PIBA-2013-5952,8,H,5952,95.5,27,,No,,,
2015,2013,Pinus_banksiana,PIBA,12,3,99,PIBA-2013-5967,2,G,5967,121,29.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,12,3,99,PIBA-2013-5980,4,D,5980,133,36,,No,,,
2015,2013,Pinus_banksiana,PIBA,12,3,99,PIBA-2013-5983,4,G,5983,76.5,21.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,12,3,99,PIBA-2013-5989,5,E,5989,93,28.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,5,1,1,PIBA-2013-6,1,F,6,133.5,29.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,12,3,99,PIBA-2013-6013,8,E,6013,131.5,41.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6081,1,A,6081,164.5,36.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6082,1,B,6082,117,23,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6083,1,C,6083,131,29,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6084,1,D,6084,94.5,14.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6085,1,E,6085,118,21,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6086,1,F,6086,161.5,31,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6087,1,G,6087,153,27.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6088,1,H,6088,110,27,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6089,2,A,6089,137.5,25.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6090,2,B,6090,129,24.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6091,2,C,6091,151,32.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6092,2,D,6092,64.5,19,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6093,2,E,6093,134,25,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6094,2,F,6094,119,22.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6095,2,G,6095,179,24.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6096,2,H,6096,144,26,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6097,3,A,6097,137,30,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6098,3,B,6098,127,19,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6099,3,C,6099,149,27.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6100,3,D,6100,135.5,23,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6101,3,E,6101,148,31.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6102,3,F,6102,90,16.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6103,3,G,6103,145.5,23,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6104,3,H,6104,153.5,24.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6105,4,A,6105,137.5,29.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6106,4,B,6106,166.5,33,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6107,4,C,6107,106,22,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6108,4,D,6108,162,28.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6109,4,E,6109,126.5,23.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6110,4,F,6110,122.5,20.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6111,4,G,6111,98,17.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6112,4,H,6112,147.5,27,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6113,5,A,6113,127,26,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6114,5,B,6114,136.5,31,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6115,5,C,6115,118,21.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6116,5,D,6116,106,20.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6117,5,E,6117,137,36.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6118,5,F,6118,97,15,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6119,5,G,6119,146,31,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6120,5,H,6120,113,22.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6121,6,A,6121,171,35,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6122,6,B,6122,151,31.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6123,6,C,6123,123.5,22,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6124,6,D,6124,91,14,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6125,6,E,6125,145.5,33.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6126,6,F,6126,92.5,20.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6127,6,G,6127,118.5,23.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6128,6,H,6128,132.5,36,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6129,7,A,6129,92,29,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6130,7,B,6130,138,27.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6131,7,C,6131,104.5,25.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6132,7,D,6132,116,30.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6133,7,E,6133,107,26.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6134,7,F,6134,142.5,28.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6135,7,G,6135,100,20,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6136,7,H,6136,124,28,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6137,8,A,6137,107,33.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6139,8,C,6139,120.5,32,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6140,8,D,6140,96,18.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6141,8,E,6141,117,26,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6142,8,F,6142,93.5,21.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6143,8,G,6143,92,21.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,1,3,101,PIBA-2013-6144,8,H,6144,109.5,26,,No,,,
2015,2013,Pinus_banksiana,PIBA,5,1,1,PIBA-2013-63,8,G,63,137.5,60,,No,,,
2015,2013,Pinus_banksiana,PIBA,12,3,107,PIBA-2013-6470,1,F,6470,119,29.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,12,3,107,PIBA-2013-6504,5,H,6504,126,31.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,12,3,107,PIBA-2013-6510,6,F,6510,100.5,30,,No,,,
2015,2013,Pinus_banksiana,PIBA,12,3,107,PIBA-2013-6517,7,E,6517,129,43.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,5,1,2,PIBA-2013-68,1,D,68,69.5,24,,No,,,
2015,2013,Pinus_banksiana,PIBA,5,1,1,PIBA-2013-7,1,G,7,154.5,42.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7041,1,A,7041,86.5,22,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7045,1,E,7045,129,13.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7047,1,G,7047,99.5,22.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7048,1,H,7048,119,21.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7051,2,C,7051,135,30,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7054,2,F,7054,127,22,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7055,2,G,7055,103,28.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7057,3,A,7057,113,28.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7058,3,B,7058,166,33.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7062,3,F,7062,83,12,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7067,4,C,7067,143,34,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7068,4,D,7068,152,29.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7069,4,E,7069,133,25,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7070,4,F,7070,98,31.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7073,5,A,7073,108,29,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7074,5,B,7074,101,22,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7075,5,C,7075,124,20,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7076,5,D,7076,162,34,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7080,5,H,7080,139,34,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7083,6,C,7083,157,38.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7085,6,E,7085,125,25,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7086,6,F,7086,88,17.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7088,6,H,7088,110,20,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7091,7,C,7091,71,9.5,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7094,7,F,7094,126.5,25.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7095,7,G,7095,97,27.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7096,7,H,7096,93,21,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7097,8,A,7097,125,33,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7100,8,D,7100,135,29,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,117,PIBA-2013-7101,8,E,7101,95,19,,Yes,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7170,1,B,7170,133,38,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7173,1,E,7173,98.5,21.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7176,1,H,7176,84,21,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7177,2,A,7177,162,33.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7182,2,F,7182,96,23.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7184,2,H,7184,90,21,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7185,3,A,7185,120,22,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7186,3,B,7186,123,25.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7188,3,D,7188,156,34,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7190,3,F,7190,100.5,24.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7191,3,G,7191,81.5,24,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7193,4,A,7193,126,36.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7194,4,B,7194,128,27,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7195,4,C,7195,134,28,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7197,4,E,7197,161,35,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7199,4,G,7199,116,23.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7200,4,H,7200,106,23.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7202,5,B,7202,105,24,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7209,6,A,7209,136,34.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7210,6,B,7210,138,35.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7211,6,C,7211,140,27.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7212,6,D,7212,148,35.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7213,6,E,7213,145,43.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7214,6,F,7214,115,27,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7218,7,B,7218,130,23,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7219,7,C,7219,111,16.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7223,7,G,7223,121,27.5,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7225,8,A,7225,129,29,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7228,8,D,7228,122,34,,No,,,
2015,2013,Pinus_banksiana,PIBA,2,3,120,PIBA-2013-7231,8,G,7231,135,27,,No,,,
