DATE,Block-plot-rep,MONTH,YEAR,Reported_CO2_Flux_ug_C_cm-2_hr-1,Reported_CH4_Flux_ng_C_cm-2_hr-1,Reported_N2O_Flux_ng_N_cm-2_hr-1
10/28/2004,A-2-5,Oct,2004,7.99,0,0
10/28/2004,A-3-1,Oct,2004,8.36,0,4.19
10/28/2004,A-3-2,Oct,2004,15.42,-1.52,1.77
10/28/2004,A-3-3,Oct,2004,18.4,0,0
10/28/2004,A-3-4,Oct,2004,19.54,-4.11,0
10/28/2004,A-3-5,Oct,2004,16.72,-3.61,0.44
10/28/2004,A-4-1,Oct,2004,8.9,0,0
10/28/2004,A-4-2,Oct,2004,15.93,0,0
10/28/2004,A-4-3,Oct,2004,12.6,0,0
10/28/2004,A-4-4,Oct,2004,24.05,3.94,7.3
10/28/2004,A-4-5,Oct,2004,13.11,0,0
10/27/2004,B-1-1,Oct,2004,44.51,0,8.83
10/27/2004,B-1-2,Oct,2004,12.3,-8.5,0
10/27/2004,B-1-3,Oct,2004,19.04,-2.93,0.65
10/27/2004,B-1-4,Oct,2004,13.5,0,1.45
10/27/2004,B-1-5,Oct,2004,9.55,4275.01,1.2
10/27/2004,B-2-1,Oct,2004,19.11,-2.34,0.55
10/27/2004,B-2-2,Oct,2004,10.87,-3.18,0.37
10/27/2004,B-2-3,Oct,2004,10.38,-4.29,0
10/27/2004,B-2-4,Oct,2004,16.31,0,1.24
10/27/2004,B-2-5,Oct,2004,15.88,-2.71,5.42
10/27/2004,B-3-1,Oct,2004,20.79,0,0
10/27/2004,B-3-2,Oct,2004,8.32,64.1,2.83
10/27/2004,B-3-3,Oct,2004,40.65,-7.55,3.85
10/27/2004,B-3-4,Oct,2004,15.89,0,4.3
10/27/2004,B-3-5,Oct,2004,8.9,0,5.51
10/27/2004,B-4-1,Oct,2004,12.78,7696.23,1.85
10/27/2004,B-4-2,Oct,2004,21.13,0,1.73
10/27/2004,B-4-3,Oct,2004,13.03,0,3.07
10/27/2004,B-4-4,Oct,2004,7.44,277.61,0.95
10/27/2004,B-4-5,Oct,2004,28.17,-1.78,0.78
10/27/2004,C-1-1,Oct,2004,16.32,0,0
10/27/2004,C-1-2,Oct,2004,19.91,0,0
10/27/2004,C-1-3,Oct,2004,8.32,0,0
10/27/2004,C-1-4,Oct,2004,11.19,0,0
10/27/2004,C-1-5,Oct,2004,14.09,-4.07,7.78
10/27/2004,C-2-1,Oct,2004,12.84,0,1.47
10/27/2004,C-2-2,Oct,2004,17.84,0,0
10/27/2004,C-2-3,Oct,2004,7.54,0,0.32
10/27/2004,C-2-4,Oct,2004,26.61,0,2.4
10/27/2004,C-2-5,Oct,2004,22.49,0,0
10/27/2004,C-3-1,Oct,2004,20.16,0,0
10/27/2004,C-3-2,Oct,2004,19.6,0,0
10/27/2004,C-3-3,Oct,2004,46.8,0,3.6
10/27/2004,C-3-4,Oct,2004,15.77,0,1.6
10/27/2004,C-3-5,Oct,2004,14.04,0,9.12
10/27/2004,C-4-1,Oct,2004,29.85,0,0
10/27/2004,C-4-2,Oct,2004,12.52,0,1.51
10/27/2004,C-4-3,Oct,2004,11.86,-2.33,0
10/27/2004,C-4-4,Oct,2004,10.47,0,0
10/27/2004,C-4-5,Oct,2004,7.44,-9.71,0.84
11/18/2004,A-1-1,Nov,2004,3.44,0,0
11/18/2004,A-1-2,Nov,2004,21.31,50.73,0
11/18/2004,A-1-3,Nov,2004,11.21,0,0
11/18/2004,A-1-4,Nov,2004,16.28,15.51,0.6
11/18/2004,A-1-5,Nov,2004,17.02,0,1.16
11/18/2004,A-2-1,Nov,2004,3.52,0,0.76
11/18/2004,A-2-2,Nov,2004,11.66,32.18,3.13
11/18/2004,A-2-3,Nov,2004,14.83,21713.89,4.59
11/18/2004,A-2-4,Nov,2004,13.57,31.83,2.02
11/18/2004,A-2-5,Nov,2004,16.26,2002.67,1.63
11/18/2004,A-3-1,Nov,2004,21.92,157.54,3.03
11/18/2004,A-3-2,Nov,2004,16.07,-5.91,0.67
11/18/2004,A-3-3,Nov,2004,18.49,0,4.46
11/18/2004,A-3-4,Nov,2004,4.51,-4.01,0.89
11/18/2004,A-3-5,Nov,2004,10.37,4.31,2.88
11/18/2004,A-4-1,Nov,2004,12.96,0,0
11/18/2004,A-4-2,Nov,2004,12.67,0,0.73
11/18/2004,A-4-3,Nov,2004,21.67,0,0
11/18/2004,A-4-4,Nov,2004,17.08,75.6,8.76
11/18/2004,A-4-5,Nov,2004,3.72,232.48,0.87
11/18/2004,B-1-1,Nov,2004,18.14,92.98,2.53
11/18/2004,B-1-2,Nov,2004,7.35,0,1.76
11/18/2004,B-1-3,Nov,2004,15.49,0,1.81
11/18/2004,B-1-4,Nov,2004,11.36,0,0.89
11/18/2004,B-1-5,Nov,2004,6.36,55.83,0
11/18/2004,B-2-1,Nov,2004,26.58,0,0
11/18/2004,B-2-2,Nov,2004,11,0,5.53
11/18/2004,B-2-3,Nov,2004,14.42,0,0
11/18/2004,B-2-4,Nov,2004,16.43,31,0
11/18/2004,B-2-5,Nov,2004,16.32,0,0
11/18/2004,B-3-1,Nov,2004,20.35,0,2.57
11/18/2004,B-3-2,Nov,2004,17.7,-7.8,3.16
11/18/2004,B-3-3,Nov,2004,13.44,0,0.7
11/18/2004,B-3-4,Nov,2004,19.19,0,2.03
11/18/2004,B-3-5,Nov,2004,11.89,4.59,5.33
11/18/2004,B-4-1,Nov,2004,11.19,0,7.95
11/18/2004,B-4-2,Nov,2004,13.97,0,0
11/18/2004,B-4-3,Nov,2004,8.03,104.95,0
11/18/2004,B-4-4,Nov,2004,9.46,36.16,0
11/18/2004,B-4-5,Nov,2004,13.64,-10.24,0
11/18/2004,C-1-1,Nov,2004,10.47,0,0
11/18/2004,C-1-2,Nov,2004,14.47,0,0
11/18/2004,C-1-3,Nov,2004,9.99,0,1.94
11/18/2004,C-1-4,Nov,2004,11.6,0,0
11/18/2004,C-1-5,Nov,2004,10.17,0,3.78
11/18/2004,C-2-1,Nov,2004,9.29,0,0
11/18/2004,C-2-2,Nov,2004,4.38,0,0
11/18/2004,C-2-3,Nov,2004,,,
11/18/2004,C-2-4,Nov,2004,10.25,0,0.69
11/18/2004,C-2-5,Nov,2004,20.69,0,1.61
11/18/2004,C-3-1,Nov,2004,24.6,0,3.32
11/18/2004,C-3-2,Nov,2004,18.61,13.24,3.97
11/18/2004,C-3-3,Nov,2004,15.02,0,1.61
11/18/2004,C-3-4,Nov,2004,7.62,0,0
11/18/2004,C-3-5,Nov,2004,10.28,0,3.4
11/18/2004,C-4-1,Nov,2004,15.42,0,0
11/18/2004,C-4-2,Nov,2004,12.47,40.27,3.32
11/18/2004,C-4-3,Nov,2004,5.23,0,0
11/18/2004,C-4-4,Nov,2004,,,
11/18/2004,C-4-5,Nov,2004,19.39,0,0
12/17/2004,A-1-1,Dec,2004,11.89,0,0
12/17/2004,A-1-2,Dec,2004,5.79,0,0
12/17/2004,A-1-3,Dec,2004,17.7,0,-2.12
12/17/2004,A-1-4,Dec,2004,7.19,0,0
12/17/2004,A-1-5,Dec,2004,13.93,0,0
12/17/2004,A-2-1,Dec,2004,4.27,36.49,0
12/17/2004,A-2-2,Dec,2004,8.3,5.07,0
12/17/2004,A-2-3,Dec,2004,4.15,165.99,-0.39
12/17/2004,A-2-4,Dec,2004,17.59,0,0
12/17/2004,A-2-5,Dec,2004,23.89,0,0.61
12/17/2004,A-3-1,Dec,2004,7.8,20.83,2.33
12/17/2004,A-3-2,Dec,2004,11.76,18.59,1.57
12/17/2004,A-3-3,Dec,2004,16.18,26.87,2.04
12/17/2004,A-3-4,Dec,2004,11.24,0,0
12/17/2004,A-3-5,Dec,2004,7.64,8.01,0.36
12/17/2004,A-4-1,Dec,2004,23.8,0,0
12/17/2004,A-4-2,Dec,2004,13.13,171.22,2.47
12/17/2004,A-4-3,Dec,2004,16.11,0,0.51
12/17/2004,A-4-4,Dec,2004,13.38,-5.8,0.51
12/17/2004,A-4-5,Dec,2004,8.5,989.49,0
12/17/2004,B-1-1,Dec,2004,9.67,0,2.89
12/17/2004,B-1-2,Dec,2004,8.08,0,1.42
12/17/2004,B-1-3,Dec,2004,13.55,12.79,2.35
12/17/2004,B-1-4,Dec,2004,10.48,0,0
12/17/2004,B-1-5,Dec,2004,1.5,24.27,0
12/17/2004,B-2-1,Dec,2004,18.58,11.6,0
12/17/2004,B-2-2,Dec,2004,30.32,80.9,3.81
12/17/2004,B-2-3,Dec,2004,3.57,5.48,0
12/17/2004,B-2-4,Dec,2004,12.1,0,0.9
12/17/2004,B-2-5,Dec,2004,16.61,5.63,0
12/17/2004,B-3-1,Dec,2004,13,0,5.55
12/17/2004,B-3-2,Dec,2004,5.5,0,0
12/17/2004,B-3-3,Dec,2004,15.17,0,0.7
12/17/2004,B-3-4,Dec,2004,8.77,0,10.24
12/17/2004,B-3-5,Dec,2004,19.95,0,0
12/17/2004,B-4-1,Dec,2004,18.6,0,4.73
12/17/2004,B-4-2,Dec,2004,20.66,-1.46,0
12/17/2004,B-4-3,Dec,2004,12.92,1154.76,0
12/17/2004,B-4-4,Dec,2004,18.16,7121.53,0
12/17/2004,B-4-5,Dec,2004,6.78,0,0.77
12/16/2004,C-1-1,Dec,2004,12.32,0,0.93
12/16/2004,C-1-2,Dec,2004,20.63,0,0
12/16/2004,C-1-3,Dec,2004,9.32,0,0.42
12/16/2004,C-1-4,Dec,2004,6.24,0,0.56
12/16/2004,C-1-5,Dec,2004,4.05,0,0
12/16/2004,C-2-1,Dec,2004,3.91,0,0
12/16/2004,C-2-2,Dec,2004,12.52,0,0
12/16/2004,C-2-3,Dec,2004,,,
12/16/2004,C-2-4,Dec,2004,9.74,0,0
12/16/2004,C-2-5,Dec,2004,6.63,0,0.58
12/16/2004,C-3-1,Dec,2004,17.42,0,0.94
12/16/2004,C-3-2,Dec,2004,12.94,0,0
12/16/2004,C-3-3,Dec,2004,18.21,0,4.35
12/16/2004,C-3-4,Dec,2004,13.22,0,1.63
12/16/2004,C-3-5,Dec,2004,7.75,0,0
12/16/2004,C-4-1,Dec,2004,17.23,0,0
12/16/2004,C-4-2,Dec,2004,11.65,32.59,0
12/16/2004,C-4-3,Dec,2004,23.37,8.89,0
12/16/2004,C-4-4,Dec,2004,15.33,0,0
12/16/2004,C-4-5,Dec,2004,13.25,0,0
1/27/2005,A-1-1,Jan,2005,8.08,0,0
1/27/2005,A-1-2,Jan,2005,6.94,0,0
1/27/2005,A-1-3,Jan,2005,10.71,0,0
1/27/2005,A-1-4,Jan,2005,8.17,0,0
1/27/2005,A-1-5,Jan,2005,13.73,0,0.75
1/27/2005,A-2-1,Jan,2005,8.2,1345.07,3.46
1/27/2005,A-2-2,Jan,2005,13.29,27.76,0
1/27/2005,A-2-3,Jan,2005,7.63,0,1.61
1/27/2005,A-2-4,Jan,2005,19.54,0,0
1/27/2005,A-2-5,Jan,2005,9.24,1432.89,0
1/27/2005,A-3-1,Jan,2005,16.08,0,1.45
1/27/2005,A-3-2,Jan,2005,10.15,20.24,1.08
1/27/2005,A-3-3,Jan,2005,8.85,0,0.82
1/27/2005,A-3-4,Jan,2005,13.11,0,0
1/27/2005,A-3-5,Jan,2005,5.7,144.94,0.87
1/27/2005,A-4-1,Jan,2005,19.19,0,1.6
1/27/2005,A-4-2,Jan,2005,9.6,0,0.36
1/27/2005,A-4-3,Jan,2005,7.23,11.36,0
1/27/2005,A-4-4,Jan,2005,14.89,6903.66,2.67
1/27/2005,A-4-5,Jan,2005,14.4,59.55,2.85
1/26/2005,B-1-1,Jan,2005,33.85,0,1.54
1/26/2005,B-1-2,Jan,2005,9.53,0,2.12
1/26/2005,B-1-3,Jan,2005,10.56,0,1.83
1/26/2005,B-1-4,Jan,2005,,,
1/26/2005,B-1-5,Jan,2005,17.52,0,3.09
1/26/2005,B-2-1,Jan,2005,7.92,0,0
1/26/2005,B-2-2,Jan,2005,5.27,0,0
1/26/2005,B-2-3,Jan,2005,,,
1/26/2005,B-2-4,Jan,2005,5.43,0,1.59
1/26/2005,B-2-5,Jan,2005,8.35,136.73,0
1/26/2005,B-3-1,Jan,2005,15.11,-24.64,3.17
1/26/2005,B-3-2,Jan,2005,10.13,0,1.53
1/26/2005,B-3-3,Jan,2005,16.98,0,0
1/26/2005,B-3-4,Jan,2005,22.97,0,2.59
1/26/2005,B-3-5,Jan,2005,11.22,-8.03,1.01
1/26/2005,B-4-1,Jan,2005,8.4,48.29,0.73
1/26/2005,B-4-2,Jan,2005,12.61,67.41,0
1/26/2005,B-4-3,Jan,2005,34.49,2461.9,0
1/26/2005,B-4-4,Jan,2005,4.72,0,0
1/26/2005,B-4-5,Jan,2005,7.21,0,0
1/27/2005,C-1-1,Jan,2005,14.38,-3.93,0
1/27/2005,C-1-2,Jan,2005,9.01,7.23,0
1/27/2005,C-1-3,Jan,2005,1.66,0,0
1/27/2005,C-1-4,Jan,2005,6.63,-3.05,0
1/27/2005,C-1-5,Jan,2005,10.46,8.62,0
1/27/2005,C-2-1,Jan,2005,9.02,0,0
1/27/2005,C-2-2,Jan,2005,3.17,0,0
1/27/2005,C-2-3,Jan,2005,8.64,0,0
1/27/2005,C-2-4,Jan,2005,11.32,-7,0
1/27/2005,C-2-5,Jan,2005,7.19,0,0
1/27/2005,C-3-1,Jan,2005,9.09,0,0
1/27/2005,C-3-2,Jan,2005,7.73,0,0
1/27/2005,C-3-3,Jan,2005,14.18,0,0
1/27/2005,C-3-4,Jan,2005,,,
1/27/2005,C-3-5,Jan,2005,7.01,0,0
1/27/2005,C-4-1,Jan,2005,11.89,0,0
1/27/2005,C-4-2,Jan,2005,7.23,0,4.58
1/27/2005,C-4-3,Jan,2005,10.14,0,0
1/27/2005,C-4-4,Jan,2005,9.99,3.95,0
1/27/2005,C-4-5,Jan,2005,,,
2/24/2005,A-1-1,Feb,2005,5.69,0,0
2/24/2005,A-1-2,Feb,2005,8.54,5.53,7.24
2/24/2005,A-1-3,Feb,2005,5.31,0,0
2/24/2005,A-1-4,Feb,2005,13.03,0,0
2/24/2005,A-1-5,Feb,2005,10.49,0,0
2/24/2005,A-2-1,Feb,2005,,,
2/24/2005,A-2-2,Feb,2005,6.13,25.67,1.15
2/24/2005,A-2-3,Feb,2005,4.62,0,0
2/24/2005,A-2-4,Feb,2005,17.11,0,0
2/24/2005,A-2-5,Feb,2005,7.5,0,0
2/24/2005,A-3-1,Feb,2005,9.96,0,2.76
2/24/2005,A-3-2,Feb,2005,8.53,0,2.69
2/24/2005,A-3-3,Feb,2005,9.37,0,1.56
2/24/2005,A-3-4,Feb,2005,10.71,0,0
2/24/2005,A-3-5,Feb,2005,12.75,0,0
2/24/2005,A-4-1,Feb,2005,6.8,3.1,1.48
2/24/2005,A-4-2,Feb,2005,9.69,0,1.31
2/24/2005,A-4-3,Feb,2005,17.14,0,0
2/24/2005,A-4-4,Feb,2005,13.08,801.1,3.77
2/24/2005,A-4-5,Feb,2005,13.09,72.86,0
2/24/2005,B-1-1,Feb,2005,10.33,7.88,2.59
2/24/2005,B-1-2,Feb,2005,9.8,0,9.02
2/24/2005,B-1-3,Feb,2005,25.95,0,4.02
2/24/2005,B-1-4,Feb,2005,11.69,0,2.44
2/24/2005,B-1-5,Feb,2005,7.64,0,0
2/24/2005,B-2-1,Feb,2005,11.22,5.39,0
2/24/2005,B-2-2,Feb,2005,12.21,19.6,4.45
2/24/2005,B-2-3,Feb,2005,6.27,0,0
2/24/2005,B-2-4,Feb,2005,,,
2/24/2005,B-2-5,Feb,2005,13.12,15,12.74
2/24/2005,B-3-1,Feb,2005,4.61,9.54,2.07
2/24/2005,B-3-2,Feb,2005,9.25,0,0
2/24/2005,B-3-3,Feb,2005,20.72,-3.2,2.8
2/24/2005,B-3-4,Feb,2005,6.55,0,7.41
2/24/2005,B-3-5,Feb,2005,7.24,0,0
2/24/2005,B-4-1,Feb,2005,10.93,0,0.93
2/24/2005,B-4-2,Feb,2005,8.67,0,0
2/24/2005,B-4-3,Feb,2005,6.23,26.28,0
2/24/2005,B-4-4,Feb,2005,19.71,2589.37,8.78
2/24/2005,B-4-5,Feb,2005,8.79,78.7,0
2/23/2005,C-1-1,Feb,2005,14,0,0
2/23/2005,C-1-2,Feb,2005,13.62,0,0
2/23/2005,C-1-3,Feb,2005,8.38,20.46,0
2/23/2005,C-1-4,Feb,2005,9.08,0,0
2/23/2005,C-1-5,Feb,2005,5.89,0,3.01
2/23/2005,C-2-1,Feb,2005,9.78,0,-1.06
2/23/2005,C-2-2,Feb,2005,19.12,0,0
2/23/2005,C-2-3,Feb,2005,7.44,-1.73,0
2/23/2005,C-2-4,Feb,2005,11.62,0,1.8
2/23/2005,C-2-5,Feb,2005,12.88,0,0.57
2/23/2005,C-3-1,Feb,2005,11.39,0,0.86
2/23/2005,C-3-2,Feb,2005,14.13,0,0
2/23/2005,C-3-3,Feb,2005,10.37,0,3.41
2/23/2005,C-3-4,Feb,2005,10.24,0,5.69
2/23/2005,C-3-5,Feb,2005,9.29,0,0
2/23/2005,C-4-1,Feb,2005,18.26,0,0
2/23/2005,C-4-2,Feb,2005,9.65,0,0
2/23/2005,C-4-3,Feb,2005,11.41,0,1.93
2/23/2005,C-4-4,Feb,2005,,,
2/23/2005,C-4-5,Feb,2005,7.92,0,0
3/21/2005,A-1-1,Mar,2005,11.22,-2.67,0
3/21/2005,A-1-2,Mar,2005,18.56,-2.64,0.7
3/21/2005,A-1-3,Mar,2005,24.17,0,0
3/21/2005,A-1-4,Mar,2005,11.08,0,0
3/21/2005,A-1-5,Mar,2005,20.08,-4.73,0
3/21/2005,A-2-1,Mar,2005,5.03,-3.93,0
3/21/2005,A-2-2,Mar,2005,17.79,-5.65,0
3/21/2005,A-2-3,Mar,2005,12.94,0,17.63
3/21/2005,A-2-4,Mar,2005,,,
3/21/2005,A-2-5,Mar,2005,16.98,-3.77,7.16
3/21/2005,A-3-1,Mar,2005,24.72,8.69,40.96
3/21/2005,A-3-2,Mar,2005,17.48,-16.58,0
3/21/2005,A-3-3,Mar,2005,8.89,-8.71,0
3/21/2005,A-3-4,Mar,2005,,,
3/21/2005,A-3-5,Mar,2005,16.84,-4.79,5
3/21/2005,A-4-1,Mar,2005,11.34,-4.01,1
3/21/2005,A-4-2,Mar,2005,14.19,-3.63,0.37
3/21/2005,A-4-3,Mar,2005,18.25,-2.88,0
3/21/2005,A-4-4,Mar,2005,24.24,0,31.96
3/21/2005,A-4-5,Mar,2005,9.91,3.42,15.32
3/24/2005,B-1-1,Mar,2005,22.75,-1.57,5.34
3/24/2005,B-1-2,Mar,2005,11.66,-8.88,0
3/24/2005,B-1-3,Mar,2005,13.11,-4.6,0
3/24/2005,B-1-4,Mar,2005,7.63,0,0
3/24/2005,B-1-5,Mar,2005,7.16,3.34,7.33
3/24/2005,B-2-1,Mar,2005,27.53,-3.19,0
3/24/2005,B-2-2,Mar,2005,11.6,-2.94,0.97
3/24/2005,B-2-3,Mar,2005,17.46,0,0
3/24/2005,B-2-4,Mar,2005,16.74,2.18,3.68
3/24/2005,B-2-5,Mar,2005,22.78,486.53,5.13
3/24/2005,B-3-1,Mar,2005,32.22,0,0.71
3/24/2005,B-3-2,Mar,2005,9.48,0,0
3/24/2005,B-3-3,Mar,2005,16.77,-7.03,0
3/24/2005,B-3-4,Mar,2005,14.46,0,0.32
3/24/2005,B-3-5,Mar,2005,15.2,-3.32,3.44
3/24/2005,B-4-1,Mar,2005,12.86,0,2.89
3/24/2005,B-4-2,Mar,2005,15.13,0,0
3/24/2005,B-4-3,Mar,2005,14.71,10.25,3.82
3/24/2005,B-4-4,Mar,2005,12.54,0,35.45
3/24/2005,B-4-5,Mar,2005,13.85,-6.29,0
3/21/2005,C-1-1,Mar,2005,10.89,0,0
3/21/2005,C-1-2,Mar,2005,11.53,-3.05,0
3/21/2005,C-1-3,Mar,2005,6.81,0,0
3/21/2005,C-1-4,Mar,2005,5.72,0,0
3/21/2005,C-1-5,Mar,2005,31.34,0,0
3/21/2005,C-2-1,Mar,2005,12.77,0,0
3/21/2005,C-2-2,Mar,2005,4.52,-1.58,0
3/21/2005,C-2-3,Mar,2005,20.1,0,0
3/21/2005,C-2-4,Mar,2005,8.8,0,0
3/21/2005,C-2-5,Mar,2005,22.29,0,0
3/21/2005,C-3-1,Mar,2005,,,
3/21/2005,C-3-2,Mar,2005,12.17,0,0
3/21/2005,C-3-3,Mar,2005,8.84,3.67,1.93
3/21/2005,C-3-4,Mar,2005,3.46,0,0
3/21/2005,C-3-5,Mar,2005,10.94,0,1.32
3/21/2005,C-4-1,Mar,2005,14.56,-3.3,0
3/21/2005,C-4-2,Mar,2005,7.99,-0.81,2.26
3/21/2005,C-4-3,Mar,2005,8.71,0,0
3/21/2005,C-4-4,Mar,2005,10.28,-3.36,0
3/21/2005,C-4-5,Mar,2005,14.69,0,2.76
5/2/2005,A-1-1,Apr,2005,14.52,0,1.58
5/2/2005,A-1-2,Apr,2005,13.06,-1.98,0
5/2/2005,A-1-3,Apr,2005,15.27,0,0
5/2/2005,A-1-4,Apr,2005,7.73,0,0
5/2/2005,A-1-5,Apr,2005,16.02,-14.3,0
5/2/2005,A-2-1,Apr,2005,21.65,0,0
5/2/2005,A-2-2,Apr,2005,7.49,-5.97,0
5/2/2005,A-2-3,Apr,2005,8.07,0,3.8
5/2/2005,A-2-4,Apr,2005,18.72,0,6.83
5/2/2005,A-2-5,Apr,2005,5.43,0,0
5/2/2005,A-3-1,Apr,2005,,,
5/2/2005,A-3-2,Apr,2005,14.67,-2.39,3.27
5/2/2005,A-3-3,Apr,2005,16.53,-11.29,4.81
5/2/2005,A-3-4,Apr,2005,5.98,0,0
5/2/2005,A-3-5,Apr,2005,,,
5/2/2005,A-4-1,Apr,2005,10.65,-3.73,0
5/2/2005,A-4-2,Apr,2005,9.29,0,0
5/2/2005,A-4-3,Apr,2005,14.93,-3.97,0
5/2/2005,A-4-4,Apr,2005,19.28,0,0
5/2/2005,A-4-5,Apr,2005,4.91,0,0
5/2/2005,B-1-1,Apr,2005,25.17,-8.47,2.78
5/2/2005,B-1-2,Apr,2005,10.77,-3.43,1.28
5/2/2005,B-1-3,Apr,2005,8.81,-4.51,0
5/2/2005,B-1-4,Apr,2005,18.25,0,1.06
5/2/2005,B-1-5,Apr,2005,24.85,0,0
5/2/2005,B-2-1,Apr,2005,4.2,0,0
5/2/2005,B-2-2,Apr,2005,6.12,-2.6,0
5/2/2005,B-2-3,Apr,2005,8.26,0,2.94
5/2/2005,B-2-4,Apr,2005,14.45,-4.38,2.34
5/2/2005,B-2-5,Apr,2005,11.12,0,8.04
5/2/2005,B-3-1,Apr,2005,34.56,0,2.61
5/2/2005,B-3-2,Apr,2005,15.41,-5.1,1.6
5/2/2005,B-3-3,Apr,2005,5.23,0,0
5/2/2005,B-3-4,Apr,2005,22.01,0,0
5/2/2005,B-3-5,Apr,2005,17.99,-3.54,0
5/2/2005,B-4-1,Apr,2005,,,
5/2/2005,B-4-2,Apr,2005,,,
5/2/2005,B-4-3,Apr,2005,16.45,11.55,0
5/2/2005,B-4-4,Apr,2005,8.94,0,1.22
5/2/2005,B-4-5,Apr,2005,11.49,0,1.07
4/27/2005,C-1-1,Apr,2005,27.35,0,0
4/27/2005,C-1-2,Apr,2005,30.72,0,0
4/27/2005,C-1-3,Apr,2005,14.53,10.54,2.37
4/27/2005,C-1-4,Apr,2005,18.85,-1.91,0
4/27/2005,C-1-5,Apr,2005,21.36,0,0
4/27/2005,C-2-1,Apr,2005,27.12,0,5.24
4/27/2005,C-2-2,Apr,2005,22.08,0,2.72
4/27/2005,C-2-3,Apr,2005,10.01,0,7.11
4/27/2005,C-2-4,Apr,2005,34.15,0,3.45
4/27/2005,C-2-5,Apr,2005,18.24,0,9.91
4/27/2005,C-3-1,Apr,2005,9.93,0.75,0
4/27/2005,C-3-2,Apr,2005,10.97,0,17.81
4/27/2005,C-3-3,Apr,2005,9.63,-2.84,2.99
4/27/2005,C-3-4,Apr,2005,14.55,0,8.61
4/27/2005,C-3-5,Apr,2005,15.02,0,0
4/27/2005,C-4-1,Apr,2005,10.44,-2.62,0
4/27/2005,C-4-2,Apr,2005,8.23,0,0
4/27/2005,C-4-3,Apr,2005,6.98,-1.24,0
4/27/2005,C-4-4,Apr,2005,13.83,0.32,0
4/27/2005,C-4-5,Apr,2005,,,
5/27/2005,A-1-1,May,2005,12.46,0,0
5/27/2005,A-1-2,May,2005,14.57,0,0
5/27/2005,A-1-3,May,2005,15.61,-2.56,0
5/27/2005,A-1-4,May,2005,14.18,-1.42,0
5/27/2005,A-1-5,May,2005,33.6,-5.15,1.13
5/27/2005,A-2-1,May,2005,12.59,3.09,9.07
5/27/2005,A-2-2,May,2005,15.3,880.31,2.24
5/27/2005,A-2-3,May,2005,,,
5/27/2005,A-2-4,May,2005,27.46,0,5.09
5/27/2005,A-2-5,May,2005,16.55,0,0
5/27/2005,A-3-1,May,2005,21.57,0,10.89
5/27/2005,A-3-2,May,2005,23.56,-4.67,12.5
5/27/2005,A-3-3,May,2005,19.71,-0.8,2.92
5/27/2005,A-3-4,May,2005,18.98,-1.55,4.53
5/27/2005,A-3-5,May,2005,14.4,0,34.23
5/27/2005,A-4-1,May,2005,24.99,0,0
5/27/2005,A-4-2,May,2005,22.53,-2.73,0.39
5/27/2005,A-4-3,May,2005,13.5,-1.83,1.97
5/27/2005,A-4-4,May,2005,26.7,1761.19,10.73
5/27/2005,A-4-5,May,2005,18.07,0,3.04
5/26/2005,B-1-1,May,2005,30.56,-9.18,2.66
5/26/2005,B-1-2,May,2005,14.76,0,1.53
5/26/2005,B-1-3,May,2005,15.09,0,-0.53
5/26/2005,B-1-4,May,2005,22.36,-1.6,1.7
5/26/2005,B-1-5,May,2005,13.44,0,1.9
5/26/2005,B-2-1,May,2005,21.03,0,4.8
5/26/2005,B-2-2,May,2005,12.28,-14.8,1.54
5/26/2005,B-2-3,May,2005,,,
5/26/2005,B-2-4,May,2005,17.69,0,3.84
5/26/2005,B-2-5,May,2005,17.98,20.12,16.8
5/26/2005,B-3-1,May,2005,30.65,-3.03,1.84
5/26/2005,B-3-2,May,2005,,,
5/26/2005,B-3-3,May,2005,15.65,0,2.18
5/26/2005,B-3-4,May,2005,19.61,-2.8,5.54
5/26/2005,B-3-5,May,2005,17.04,-6.15,0
5/26/2005,B-4-1,May,2005,15.16,0,9.41
5/26/2005,B-4-2,May,2005,30.8,23.82,2.56
5/26/2005,B-4-3,May,2005,30.72,65.53,0
5/26/2005,B-4-4,May,2005,17.68,29.35,5.71
5/26/2005,B-4-5,May,2005,15.47,-4.27,0
5/26/2005,C-1-1,May,2005,35.16,-4.14,2.04
5/26/2005,C-1-2,May,2005,18.99,-1.04,0
5/26/2005,C-1-3,May,2005,10.91,-2.71,0.19
5/26/2005,C-1-4,May,2005,24.79,-2.85,3.2
5/26/2005,C-1-5,May,2005,38.91,-7.72,0
5/26/2005,C-2-1,May,2005,,,
5/26/2005,C-2-2,May,2005,4.22,0,0.82
5/26/2005,C-2-3,May,2005,21.06,-1.02,4.3
5/26/2005,C-2-4,May,2005,18.67,0,2.36
5/26/2005,C-2-5,May,2005,,,
5/26/2005,C-3-1,May,2005,,,
5/26/2005,C-3-2,May,2005,,,
5/26/2005,C-3-3,May,2005,11.81,0,5.8
5/26/2005,C-3-4,May,2005,18.95,-0.81,17.08
5/26/2005,C-3-5,May,2005,14.84,0,0
5/26/2005,C-4-1,May,2005,21.06,0,0
5/26/2005,C-4-2,May,2005,26.75,0,2.65
5/26/2005,C-4-3,May,2005,14.13,0,0
5/26/2005,C-4-4,May,2005,23.42,0,0
5/26/2005,C-4-5,May,2005,17.92,0,1.08
6/27/2005,A-1-1,Jun,2005,9.26,0,-1.51
