DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,PLOT,REPLICATE,BURN,MOW,NUTRIENT,LVGRASS,FORBS,CUYRDD,PRYRDD,WOODY,COMMENTS
PBB01,1,1995,9,14,12,a,b,m,n,41.05,0.11,7.73,0,0,
PBB01,1,1995,9,14,12,b,b,m,n,29.64,0.95,14.23,0,0,
PBB01,1,1995,9,14,13,a,b,u,c,22.64,1.03,9.08,0,0,
PBB01,1,1995,9,14,13,b,b,u,c,13.9,17.31,4.54,0,0,
PBB01,1,1995,9,14,14,a,b,u,p,44.31,1.89,13.41,0,0,
PBB01,1,1995,9,14,14,b,b,u,p,19.9,0.55,8.06,0,0,
PBB01,1,1995,9,14,15,a,b,u,n+p,128.43,5.42,19.49,0,0,
PBB01,1,1995,9,14,15,b,b,u,n+p,245.8,0,41.46,0,0,
PBB01,1,1995,9,14,16,a,b,u,n,79.86,2.91,14.86,0,0,
PBB01,1,1995,9,14,16,b,b,u,n,108.4,10.73,19.84,0,0,
PBB01,1,1995,9,14,17,a,u,u,n+p,0.01,13.15,0,45.4,0,
PBB01,1,1995,9,14,17,b,u,u,n+p,12.51,58.13,0.85,27.43,0,
PBB01,1,1995,9,14,18,a,u,u,n,14.12,36.02,4.06,6.62,0,
PBB01,1,1995,9,14,18,b,u,u,n,0.23,40.18,0.28,26.97,0,
PBB01,1,1995,9,14,19,a,u,u,p,14.58,22.74,4.5,16.01,0,
PBB01,1,1995,9,14,19,b,u,u,p,13.11,11.5,2.61,16.8,0,
PBB01,1,1995,9,14,20,a,u,u,c,14.77,14.48,5.2,19.12,0,
PBB01,1,1995,9,14,20,b,u,u,c,23.3,27.27,5.91,17.46,0,
PBB01,1,1995,9,14,21,a,u,m,n+p,30.09,0.01,6.54,9.11,0,
PBB01,1,1995,9,14,21,b,u,m,n+p,44.22,0.14,2.74,20.6,0,
PBB01,1,1995,9,14,22,a,u,m,n,26.51,0.31,7.65,9.9,0,
PBB01,1,1995,9,14,22,b,u,m,n,38.81,0.07,7.04,9.23,0,
PBB01,1,1995,9,14,23,a,u,m,p,17.3,0.27,7.09,4.46,0,
PBB01,1,1995,9,14,23,b,u,m,p,21.35,2.36,5.55,4.99,0,
PBB01,1,1995,9,14,24,a,u,m,c,19.65,0.07,6.85,6.03,0,
PBB01,1,1995,9,14,24,b,u,m,c,25.01,0.01,8.66,5.89,0,
PBB01,1,1995,9,14,25,a,b,u,c,36.79,0.53,10.34,0,0,
PBB01,1,1995,9,14,25,b,b,u,c,27.49,0,6.37,0,0,
PBB01,1,1995,9,14,26,a,b,u,n+p,145.27,0.56,24.51,0,0,
PBB01,1,1995,9,14,26,b,b,u,n+p,148.2,0.92,44.9,0,0,
PBB01,1,1995,9,14,27,a,b,u,p,45.52,0.24,6.3,0,0,
PBB01,1,1995,9,14,27,b,b,u,p,31.84,17.08,11.56,0,0,
PBB01,1,1995,9,14,28,a,b,u,n,58.62,1.31,22.09,0,0,
PBB01,1,1995,9,14,28,b,b,u,n,115.72,0,22.5,0,0,
PBB01,1,1995,9,14,29,a,b,m,c,32.78,0.04,5.06,0,0,
PBB01,1,1995,9,14,29,b,b,m,c,23.38,0.07,8.76,0,0,
PBB01,1,1995,9,14,30,a,b,m,n+p,52.08,0.09,13.79,0,0,
PBB01,1,1995,9,14,30,b,b,m,n+p,38.19,0.23,11.1,0,0,
PBB01,1,1995,9,14,31,a,b,m,p,18.79,0.01,5.71,0,0,
PBB01,1,1995,9,14,31,b,b,m,p,24.84,1.41,11.02,0,0,
PBB01,1,1995,9,14,32,a,b,m,n,70.49,0,16.68,0,0,
PBB01,1,1995,9,14,32,b,b,m,n,40.31,0.46,5.55,0,0,
PBB01,1,1995,9,14,33,a,u,m,n+p,31.4,0.16,5.19,15.83,0,
PBB01,1,1995,9,14,33,b,u,m,n+p,26.33,0,1.76,15.8,0,
PBB01,1,1995,9,14,34,a,u,m,c,18.4,0.06,10.95,2.72,0,
PBB01,1,1995,9,14,34,b,u,m,c,27.22,1.35,8.28,9.24,0,
PBB01,1,1995,9,14,35,a,u,m,p,29.63,0.15,7.9,7.24,0,
PBB01,1,1995,9,14,35,b,u,m,p,35.28,0.14,4.77,12.59,0,
PBB01,1,1995,9,14,36,a,u,m,n,60.53,0.46,7.5,8.24,0,
PBB01,1,1995,9,14,36,b,u,m,n,80.77,0,12.78,13.19,0,
PBB01,1,1995,9,14,37,a,u,u,n+p,10.55,67.92,0.83,76.06,0,
PBB01,1,1995,9,14,37,b,u,u,n+p,0.01,65.82,0,85.22,0,
PBB01,1,1995,9,14,38,a,u,u,c,15.38,0.89,15.24,23.45,0,
PBB01,1,1995,9,14,38,b,u,u,c,10.24,11.71,6.4,50.24,5.85,
PBB01,1,1995,9,14,39,a,u,u,p,35.29,2.05,8.94,23.33,0,
PBB01,1,1995,9,14,39,b,u,u,p,13.8,2.65,7.29,64,0,
PBB01,1,1995,9,14,40,a,u,u,n,30.75,18.85,9.13,67.48,0,
PBB01,1,1995,9,14,40,b,u,u,n,150.55,13.77,15.5,143.98,0,
PBB01,1,1995,9,14,41,a,b,u,n,66.37,7.39,33.97,0,0,
PBB01,1,1995,9,14,41,b,b,u,n,86.46,0,17.86,0,0,
PBB01,1,1995,9,14,42,a,b,u,c,37.24,0.34,9.25,0,0,
PBB01,1,1995,9,14,42,b,b,u,c,38.2,0.38,15.22,0,0,
PBB01,1,1995,9,14,43,a,b,u,p,33.81,1.09,10.22,0,0,
PBB01,1,1995,9,14,43,b,b,u,p,24.8,2.35,7.06,0,0,
PBB01,1,1995,9,14,44,a,b,u,n+p,129.85,0,44.75,0,0,
PBB01,1,1995,9,14,44,b,b,u,n+p,84.15,15.23,38.11,0,0,
PBB01,1,1995,9,14,45,a,b,m,n,23.2,0.26,10.86,0,0,
PBB01,1,1995,9,14,45,b,b,m,n,56.94,0.17,10.74,0,0,
PBB01,1,1995,9,14,46,a,b,m,c,23.4,1.09,9.9,0,0,
PBB01,1,1995,9,14,46,b,b,m,c,23.14,3.02,12.63,0,0,
PBB01,1,1995,9,14,47,a,b,m,p,31.72,0,9.11,0,0,
PBB01,1,1995,9,14,47,b,b,m,p,29.8,0.36,6.88,0,0,
PBB01,1,1995,9,14,48,a,b,m,n+p,59.87,0,20.21,0,0,
PBB01,1,1995,9,14,48,b,b,m,n+p,73.94,0,16.87,0,0,
PBB01,1,1995,9,14,49,a,b,m,n+p,44.05,0.03,11.14,0,0,
PBB01,1,1995,9,14,49,b,b,m,n+p,40.11,0.77,16.24,0,0,
PBB01,1,1995,9,14,50,a,b,m,n,54.48,0,14.4,0,0,
PBB01,1,1995,9,14,50,b,b,m,n,41.67,0.04,11,0,0,
PBB01,1,1995,9,14,51,a,b,m,p,10.99,0.08,4.78,0,0,
PBB01,1,1995,9,14,51,b,b,m,p,22.28,0,6.81,0,0,
PBB01,1,1995,9,14,52,a,b,m,c,36.68,0,8.77,0,0,
PBB01,1,1995,9,14,52,b,b,m,c,36.05,0,9.27,0,0,
PBB01,1,1995,9,14,53,a,b,u,n+p,155.86,0,23.71,0,0,
PBB01,1,1995,9,14,53,b,b,u,n+p,81.26,0,25.37,0,0,
PBB01,1,1995,9,14,54,a,b,u,n,79.3,0.53,19.98,0,0,
PBB01,1,1995,9,14,54,b,b,u,n,194.85,0.17,31.31,0,0,
PBB01,1,1995,9,14,55,a,b,u,p,22.2,0.51,4.91,0,0,
PBB01,1,1995,9,14,55,b,b,u,p,27.2,0.84,10.47,0,0,
PBB01,1,1995,9,14,56,a,b,u,c,20.44,0.28,7.24,0,0,
PBB01,1,1995,9,14,56,b,b,u,c,69.59,1.3,15.89,0,0,
PBB01,1,1995,9,14,57,a,u,u,c,13.46,43.32,3.03,40.77,0,
PBB01,1,1995,9,14,57,b,u,u,c,9.39,6.99,3.52,74.29,17.58,
PBB01,1,1995,9,14,58,a,u,u,n+p,1.98,87.12,0.22,130.97,0,
PBB01,1,1995,9,14,58,b,u,u,n+p,5.9,90.34,4.1,46.68,0,
PBB01,1,1995,9,14,59,a,u,u,p,20.16,9.24,13.91,41.88,0,
PBB01,1,1995,9,14,59,b,u,u,p,9.39,13.27,9.66,14.81,0,
PBB01,1,1995,9,14,60,a,u,u,n,0,0,0,50.62,53.78,
PBB01,1,1995,9,14,60,b,u,u,n,4.81,61.12,1.28,136.25,0,
PBB01,1,1995,9,14,61,a,u,m,c,13.88,0.65,6.47,1.96,0,
PBB01,1,1995,9,14,61,b,u,m,c,18.72,0.85,7.16,6.15,0,
PBB01,1,1995,9,14,62,a,u,m,n+p,41.81,0,16.05,33.81,0,
PBB01,1,1995,9,14,62,b,u,m,n+p,29.08,0,7.74,11.62,0,
PBB01,1,1995,9,14,63,a,u,m,p,28.54,3.81,5.21,12.28,0,
PBB01,1,1995,9,14,63,b,u,m,p,12.8,1.23,4.84,2.63,0,
PBB01,1,1995,9,14,64,a,u,m,n,20.66,0,3.56,13.07,0,
PBB01,1,1995,9,14,64,b,u,m,n,46.37,0.01,6.63,11.34,0,
PBB01,1,1996,6,25,5,a,u,m,n,21.16,0.47,4.25,24.4,0,
PBB01,1,1996,6,25,5,b,u,m,n,8.77,0.77,0.95,24.71,0,
PBB01,1,1996,6,25,6,a,u,m,c,10.75,0.58,0.94,10.63,0,
PBB01,1,1996,6,25,6,b,u,m,c,11.23,4.44,0.99,7.76,0,
PBB01,1,1996,6,25,7,a,u,m,p,16.09,0.05,1.93,31,0,
PBB01,1,1996,6,25,7,b,u,m,p,12.63,2.78,1.62,30.42,0,
PBB01,1,1996,6,25,8,a,u,m,n+p,37.48,2.75,1.87,40.15,0,
PBB01,1,1996,6,25,8,b,u,m,n+p,31.4,2.18,2.14,33.49,0,
PBB01,1,1996,6,25,9,a,b,m,c,4.66,0.74,0.18,0,0,
PBB01,1,1996,6,25,9,b,b,m,c,5.49,0.06,0.14,0,0,
PBB01,1,1996,6,25,10,a,b,m,p,10.3,1.8,0.38,0,0,
PBB01,1,1996,6,25,10,b,b,m,p,7.57,0.39,0.17,0,0,
PBB01,1,1996,6,25,11,a,b,m,n+p,35.31,3.15,1.84,0,0,
PBB01,1,1996,6,25,11,b,b,m,n+p,42.07,0.28,1.57,0,0,
PBB01,1,1996,6,25,12,a,b,m,n,23.32,0.8,0.62,0,0,
PBB01,1,1996,6,25,12,b,b,m,n,13.08,0,0.41,0,0,
PBB01,1,1996,6,25,21,a,u,m,n+p,36.32,8.49,2.3,32.38,0,
PBB01,1,1996,6,25,21,b,u,m,n+p,31.51,2.81,1.33,38.52,0,
PBB01,1,1996,6,25,22,a,u,m,n,30.38,0.58,1.76,42.73,0,
PBB01,1,1996,6,25,22,b,u,m,n,17.67,3.78,1.08,23.13,0,
PBB01,1,1996,6,25,23,a,u,m,p,20.26,0.74,1.61,14.61,0,
PBB01,1,1996,6,25,23,b,u,m,p,17.69,1.57,1.65,13.47,0,
PBB01,1,1996,6,25,24,a,u,m,c,25.07,0.42,2.24,22.07,0,
PBB01,1,1996,6,25,24,b,u,m,c,12.77,0.87,1.32,6.6,0,
PBB01,1,1996,6,25,29,a,b,m,c,19.79,0,1.01,0,0,
PBB01,1,1996,6,25,29,b,b,m,c,9.31,0.27,0.89,0,0,
PBB01,1,1996,6,25,30,a,b,m,n+p,28.78,2.96,0.91,0,0,
PBB01,1,1996,6,25,30,b,b,m,n+p,29.77,3.01,1.41,0,0,
PBB01,1,1996,6,25,31,a,b,m,p,21.69,0.01,1.08,0,0,
PBB01,1,1996,6,25,31,b,b,m,p,24.84,0.02,1.84,0,0,
PBB01,1,1996,6,25,32,a,b,m,n,31.18,4.03,0.35,0,0,
PBB01,1,1996,6,25,32,b,b,m,n,45.5,0.3,1.32,0,0,
PBB01,1,1996,6,25,33,a,u,m,n+p,34.07,0.81,2.88,59.82,0,
PBB01,1,1996,6,25,33,b,u,m,n+p,33.82,0.11,2.68,48.76,0,
PBB01,1,1996,6,25,34,a,u,m,c,17.52,0.81,2.96,29.87,0,
PBB01,1,1996,6,25,34,b,u,m,c,17.22,0.08,2.08,24.97,0,
PBB01,1,1996,6,25,35,a,u,m,p,20.41,0.65,2.44,21.59,0,
PBB01,1,1996,6,25,35,b,u,m,p,17.9,0.53,1.58,19.55,0,
PBB01,1,1996,6,25,36,a,u,m,n,25.93,0,2.25,67.76,0,
PBB01,1,1996,6,25,36,b,u,m,n,23.17,0.03,1.33,68.82,0,
PBB01,1,1996,6,25,45,a,b,m,n,25.83,0,1.93,0,0,
PBB01,1,1996,6,25,45,b,b,m,n,30.12,0,1.13,0,0,
PBB01,1,1996,6,25,46,a,b,m,c,14.11,0.04,0.47,0,0,
PBB01,1,1996,6,25,46,b,b,m,c,16.05,0.15,0.55,0,0,
PBB01,1,1996,6,25,47,a,b,m,p,17.64,0.71,0.93,0,0,
PBB01,1,1996,6,25,47,b,b,m,p,16.94,0.04,0.21,0,0,
PBB01,1,1996,6,25,48,a,b,m,n+p,29.51,0.02,0.81,0,0,
PBB01,1,1996,6,25,48,b,b,m,n+p,35.44,1.92,1.39,0,0,
PBB01,1,1996,6,25,49,a,b,m,n+p,33.89,0,0.97,0,0,
PBB01,1,1996,6,25,49,b,b,m,n+p,29.68,0.12,1.27,0,0,
PBB01,1,1996,6,25,50,a,b,m,n,25.2,1.73,1.15,0,0,
PBB01,1,1996,6,25,50,b,b,m,n,39.87,0.11,2.02,0,0,
PBB01,1,1996,6,25,51,a,b,m,p,81.27,0.01,0.59,0,0,
PBB01,1,1996,6,25,51,b,b,m,p,12.16,0,0.2,0,0,
PBB01,1,1996,6,25,52,a,b,m,c,10.25,0,0.82,0,0,
PBB01,1,1996,6,25,52,b,b,m,c,13.52,0.82,0.98,0,0,
PBB01,1,1996,6,25,61,a,u,m,c,14.88,0.66,1.73,15.54,0,
PBB01,1,1996,6,25,61,b,u,m,c,25.33,0.3,2.45,22.29,0,
PBB01,1,1996,6,25,62,a,u,m,n+p,19.37,0.04,1.72,46.44,0,
PBB01,1,1996,6,25,62,b,u,m,n+p,19.69,1.92,2.44,40.39,0,
PBB01,1,1996,6,25,63,a,u,m,p,23.45,1.11,2.79,52.32,0,
PBB01,1,1996,6,25,63,b,u,m,p,26.99,0.61,4.1,35.59,0,
PBB01,1,1996,6,25,64,a,u,m,n,15.12,0.02,1.14,26.8,0,
PBB01,1,1996,6,25,64,b,u,m,n,22.64,0,3.05,43.52,0,
PBB01,1,1996,9,10,1,a,u,u,n,43.41,3.53,2.81,36.14,0,
PBB01,1,1996,9,10,1,b,u,u,n,52.47,0.59,5.85,41.57,0,
PBB01,1,1996,9,10,2,a,u,u,c,12.52,2.33,2.01,8.8,0,
PBB01,1,1996,9,10,2,b,u,u,c,13.96,5.34,8.88,21.53,0,
PBB01,1,1996,9,10,3,a,u,u,p,5.49,49.12,0.54,39.04,0,
PBB01,1,1996,9,10,3,b,u,u,p,61.54,28.48,1.47,53.14,0,
PBB01,1,1996,9,10,4,a,u,u,n+p,21.97,0,2.73,69.83,3.9,
PBB01,1,1996,9,10,4,b,u,u,n+p,1.12,86.23,0.36,53.09,0,
PBB01,1,1996,9,10,5,a,u,m,n,12.79,0.08,1.53,13.05,0,
PBB01,1,1996,9,10,5,b,u,m,n,24.71,0.55,2.8,12.63,0,
PBB01,1,1996,9,10,6,a,u,m,c,16.59,0.58,1.97,12.1,0,
PBB01,1,1996,9,10,6,b,u,m,c,21.66,0.01,1.51,15.11,0,
PBB01,1,1996,9,10,7,a,u,m,p,14.33,0.26,3.58,7.73,0,
PBB01,1,1996,9,10,7,b,u,m,p,28.78,0.57,1.8,12.25,0,
PBB01,1,1996,9,10,8,a,u,m,n+p,36.6,0,3.81,10.98,0,
PBB01,1,1996,9,10,8,b,u,m,n+p,27.62,0.18,4.25,7.82,0,
PBB01,1,1996,9,10,9,a,b,m,c,19.85,0,4.19,0,0,
PBB01,1,1996,9,10,9,b,b,m,c,25.72,0.03,4.12,0,0,
PBB01,1,1996,9,10,10,a,b,m,p,15.29,0.19,5.7,0,0,
PBB01,1,1996,9,10,10,b,b,m,p,14.87,0.22,4.68,0,0,
PBB01,1,1996,9,10,11,a,b,m,n+p,29.35,0,9.74,0,0,
PBB01,1,1996,9,10,11,b,b,m,n+p,39.63,1.27,11.16,0,0,
PBB01,1,1996,9,10,12,a,b,m,n,64.74,0,4.37,0,0,
PBB01,1,1996,9,10,12,b,b,m,n,57.56,0.04,9.18,0,0,
PBB01,1,1996,9,10,13,a,b,u,c,20.42,0.41,5.52,0,0,
PBB01,1,1996,9,10,13,b,b,u,c,24.92,0.11,8.36,0,0,
PBB01,1,1996,9,10,14,a,b,u,p,35.91,0.81,11.3,0,0,
PBB01,1,1996,9,10,14,b,b,u,p,31.13,0.66,5.89,0,0,
PBB01,1,1996,9,10,15,a,b,u,n+p,83.21,0.24,9.77,0,0,
PBB01,1,1996,9,10,15,b,b,u,n+p,129.2,0,25.31,0,0,
PBB01,1,1996,9,10,16,a,b,u,n,63.9,0,12.58,0,0,
PBB01,1,1996,9,10,16,b,b,u,n,71.92,0,14.84,0,0,
PBB01,1,1996,9,10,17,a,u,u,n+p,0,104.47,0,58.57,0,
PBB01,1,1996,9,10,17,b,u,u,n+p,47.67,52.42,5.69,45.29,0,
PBB01,1,1996,9,10,18,a,u,u,n,37.25,0,4.17,119.06,0,
PBB01,1,1996,9,10,18,b,u,u,n,11.4,4.24,0.47,59.57,0,
PBB01,1,1996,9,10,19,a,u,u,p,19.41,0.26,10.2,30.81,0,
PBB01,1,1996,9,10,19,b,u,u,p,20.57,3.68,7.64,20.63,0,
PBB01,1,1996,9,10,20,a,u,u,c,10.78,14.77,2.61,21.97,0,
PBB01,1,1996,9,10,20,b,u,u,c,15.52,4,6.04,34.52,0,
PBB01,1,1996,9,10,21,a,u,m,n+p,24.98,0.5,1.97,13.29,0,
PBB01,1,1996,9,10,21,b,u,m,n+p,37.51,0,4.08,19.35,0,
PBB01,1,1996,9,10,22,a,u,m,n,23.62,0,2.74,12.01,0,
PBB01,1,1996,9,10,22,b,u,m,n,29.81,0,3.61,13.89,0,
PBB01,1,1996,9,10,23,a,u,m,p,22.18,0.26,4.81,10.73,0,
PBB01,1,1996,9,10,23,b,u,m,p,24.66,0.43,3,15.57,0,
PBB01,1,1996,9,10,24,a,u,m,c,19.63,0.12,5.07,13.02,0,
PBB01,1,1996,9,10,24,b,u,m,c,19.61,0.14,2.18,6.84,0,
PBB01,1,1996,9,10,25,a,b,u,c,45.58,0.01,14.97,0,0,
PBB01,1,1996,9,10,25,b,b,u,c,25.45,0.03,6.26,0,0,
PBB01,1,1996,9,10,26,a,b,u,n+p,71.12,0,26.55,0,0,
PBB01,1,1996,9,10,26,b,b,u,n+p,138.21,0,36.41,0,0,
PBB01,1,1996,9,10,27,a,b,u,p,25.17,0.06,6.33,0,0,
PBB01,1,1996,9,10,27,b,b,u,p,23.54,1.27,7.13,0,0,
PBB01,1,1996,9,10,28,a,b,u,n,118.68,0,25.79,0,0,
PBB01,1,1996,9,10,28,b,b,u,n,76.1,0,12.28,0,0,
PBB01,1,1996,9,10,29,a,b,m,c,37.11,0,5.12,0,0,
PBB01,1,1996,9,10,29,b,b,m,c,43.89,0,5.58,0,0,
PBB01,1,1996,9,10,30,a,b,m,n+p,32.19,0,18.29,0,0,
PBB01,1,1996,9,10,30,b,b,m,n+p,28.54,0.03,11.07,0,0,
PBB01,1,1996,9,10,31,a,b,m,p,58.22,0,4.84,0,0,
PBB01,1,1996,9,10,31,b,b,m,p,37.04,0,7.63,0,0,
PBB01,1,1996,9,10,32,a,b,m,n,50.96,0,12.3,0,0,
PBB01,1,1996,9,10,32,b,b,m,n,35.9,0.34,9.52,0,0,
PBB01,1,1996,9,10,33,a,u,m,n+p,45.84,0,5.22,14.9,0,
PBB01,1,1996,9,10,33,b,u,m,n+p,52.1,0,4.36,19.94,0,
PBB01,1,1996,9,10,34,a,u,m,c,15.85,0.09,5.26,10.87,0,
PBB01,1,1996,9,10,34,b,u,m,c,12.36,0.28,6.01,13.45,0,
PBB01,1,1996,9,10,35,a,u,m,p,16.4,0,4.87,12.56,0,
PBB01,1,1996,9,10,35,b,u,m,p,19.92,0.36,3.62,14.44,0,
PBB01,1,1996,9,10,36,a,u,m,n,120.35,0,10.84,4.32,0,
PBB01,1,1996,9,10,36,b,u,m,n,77.49,0.07,6.79,10.35,0,
PBB01,1,1996,9,10,37,a,u,u,n+p,0,52.34,0,88.69,0,
PBB01,1,1996,9,10,37,b,u,u,n+p,11.52,57.7,0.47,72.05,0,
PBB01,1,1996,9,10,38,a,u,u,c,44.06,2.55,10.13,87.1,0,
PBB01,1,1996,9,10,38,b,u,u,c,15.8,35.81,3.43,56.18,0,
PBB01,1,1996,9,10,39,a,u,u,p,8.35,1.27,3.96,41.05,0,
PBB01,1,1996,9,10,39,b,u,u,p,8.86,1.23,2.27,38.92,0,
PBB01,1,1996,9,10,40,a,u,u,n,103.7,8.82,9.49,76.86,0,
PBB01,1,1996,9,10,40,b,u,u,n,39.14,12.12,5.71,102.88,0,
PBB01,1,1996,9,10,41,a,b,u,n,58.43,0,23.13,0,0,
PBB01,1,1996,9,10,41,b,b,u,n,107.97,0,30.94,0,0,
PBB01,1,1996,9,10,42,a,b,u,c,41.5,0.58,14.44,0,0,
PBB01,1,1996,9,10,42,b,b,u,c,33.02,0.1,11.89,0,0,
PBB01,1,1996,9,10,43,a,b,u,p,47.16,0,12.51,0,0,
PBB01,1,1996,9,10,43,b,b,u,p,15.95,0.22,3.31,0,0,
PBB01,1,1996,9,10,44,a,b,u,n+p,95.36,0,22.98,0,0,
PBB01,1,1996,9,10,44,b,b,u,n+p,103.06,0,13.64,0,0,
PBB01,1,1996,9,10,45,a,b,m,n,26.8,0,3.15,0,0,
PBB01,1,1996,9,10,45,b,b,m,n,26.42,0,10.56,0,0,
PBB01,1,1996,9,10,46,a,b,m,c,20.35,0,7.84,0,0,
PBB01,1,1996,9,10,46,b,b,m,c,24.58,0,11.86,0,0,
PBB01,1,1996,9,10,47,a,b,m,p,26.77,0.19,4.69,0,0,
PBB01,1,1996,9,10,47,b,b,m,p,28.42,0,6.28,0,0,
PBB01,1,1996,9,10,48,a,b,m,n+p,89.09,0,8.42,0,0,
PBB01,1,1996,9,10,48,b,b,m,n+p,66.27,0,6.42,0,0,
PBB01,1,1996,9,10,49,a,b,m,n+p,67.51,0,8.97,0,0,
PBB01,1,1996,9,10,49,b,b,m,n+p,46.24,0.05,8.35,0,0,
PBB01,1,1996,9,10,50,a,b,m,n,25.46,0,6.84,0,0,
PBB01,1,1996,9,10,50,b,b,m,n,40.94,0,6.76,0,0,
PBB01,1,1996,9,10,51,a,b,m,p,17.73,0,5.33,0,0,
PBB01,1,1996,9,10,51,b,b,m,p,30.7,0,6.66,0,0,
PBB01,1,1996,9,10,52,a,b,m,c,13.7,0.05,4.97,0,0,
PBB01,1,1996,9,10,52,b,b,m,c,18.53,0,5.54,0,0,
PBB01,1,1996,9,10,53,a,b,u,n+p,71.48,0,22.45,0,0,
PBB01,1,1996,9,10,53,b,b,u,n+p,105.48,0,12.97,0,0,
PBB01,1,1996,9,10,54,a,b,u,n,121.72,0,17.44,0,0,
PBB01,1,1996,9,10,54,b,b,u,n,107.08,0,14.97,0,0,
PBB01,1,1996,9,10,55,a,b,u,p,34.53,3.22,11.44,0,0,
PBB01,1,1996,9,10,55,b,b,u,p,36.48,0,17.01,0,0,
PBB01,1,1996,9,10,56,a,b,u,c,30.85,1.33,13.32,0,0,
PBB01,1,1996,9,10,56,b,b,u,c,43.4,0.2,15.79,0,0,
PBB01,1,1996,9,10,57,a,u,u,c,11.06,37.85,2.25,51.73,0,
PBB01,1,1996,9,10,57,b,u,u,c,7.06,44.47,0.85,39.24,0,
PBB01,1,1996,9,10,58,a,u,u,n+p,15.99,18.87,1.99,107.8,0,
PBB01,1,1996,9,10,58,b,u,u,n+p,1.46,115.64,0.55,46.7,19.94,
PBB01,1,1996,9,10,59,a,u,u,p,23.49,4.41,6.74,45.67,0,
PBB01,1,1996,9,10,59,b,u,u,p,14.2,0,13.45,49.65,0,
PBB01,1,1996,9,10,60,a,u,u,n,14.77,24.61,2.15,156.04,0,
PBB01,1,1996,9,10,60,b,u,u,n,25.37,17.87,10.86,180.81,0,
PBB01,1,1996,9,10,61,a,u,m,c,16.73,0.75,4.13,15.18,0,
PBB01,1,1996,9,10,61,b,u,m,c,18.98,0.56,3.33,11.68,0,
PBB01,1,1996,9,10,62,a,u,m,n+p,56.59,0,5.61,20.41,0,
PBB01,1,1996,9,10,62,b,u,m,n+p,28.67,0.01,5.72,21.16,0,
PBB01,1,1996,9,10,63,a,u,m,p,22.85,0.29,4.98,14.45,0,
PBB01,1,1996,9,10,63,b,u,m,p,18.72,0.39,3.42,24.12,0,
PBB01,1,1996,9,10,64,a,u,m,n,53.01,0.02,5.74,20.39,0,
PBB01,1,1996,9,10,64,b,u,m,n,47.79,0,5.95,26.02,0,
PBB01,1,1997,6,30,5,a,u,m,n,27.24,0.07,4.48,42.94,0,
PBB01,1,1997,6,30,5,b,u,m,n,25.97,0.46,2.95,40.81,0,
PBB01,1,1997,6,30,6,a,u,m,c,9.14,2.62,0.69,9.42,0,
PBB01,1,1997,6,30,6,b,u,m,c,17.53,0.52,1.32,22.5,0,
PBB01,1,1997,6,30,7,a,u,m,p,29.72,2.33,2.85,37.53,0,
PBB01,1,1997,6,30,7,b,u,m,p,23.2,0.17,1,26.91,0,
PBB01,1,1997,6,30,8,a,u,m,n+p,30.56,0.13,2.67,48.39,0,
PBB01,1,1997,6,30,8,b,u,m,n+p,31.35,1.77,5.28,67.68,0,
PBB01,1,1997,6,30,9,a,b,m,c,13.46,0.08,0.92,0,0,
PBB01,1,1997,6,30,9,b,b,m,c,15.21,0,0.58,0,0,
PBB01,1,1997,6,30,10,a,b,m,p,11.33,2,0.56,0,0,
PBB01,1,1997,6,30,10,b,b,m,p,10.21,0.38,0.78,0,0,
PBB01,1,1997,6,30,11,a,b,m,n+p,33.4,0,4.32,0,0,
PBB01,1,1997,6,30,11,b,b,m,n+p,65.75,0.23,3.24,0,0,
PBB01,1,1997,6,30,12,a,b,m,n,34.44,0,2.85,0,0,
PBB01,1,1997,6,30,12,b,b,m,n,48.09,0.21,4.18,0,0,
PBB01,1,1997,6,30,21,a,u,m,n+p,48.25,0.06,3.67,46.4,0,
PBB01,1,1997,6,30,21,b,u,m,n+p,26.6,0.32,1.93,24.39,0,
PBB01,1,1997,6,30,22,a,u,m,n,24.26,0.5,3.35,31.06,0,
PBB01,1,1997,6,30,22,b,u,m,n,26.1,0.11,2.79,30.38,0,
PBB01,1,1997,6,30,23,a,u,m,p,18.97,2.38,6.86,27.73,0,
PBB01,1,1997,6,30,23,b,u,m,p,15.32,2.26,2.77,17.37,0,
PBB01,1,1997,6,30,24,a,u,m,c,21.54,1.08,2.37,35.75,0,
PBB01,1,1997,6,30,24,b,u,m,c,17.19,0.05,1.71,31.36,0,
PBB01,1,1997,6,30,29,a,b,m,c,16,0,1.24,0,0,
PBB01,1,1997,6,30,29,b,b,m,c,18.56,1.11,1.6,0,0,
PBB01,1,1997,6,30,30,a,b,m,n+p,29.28,0,2.04,0,0,
PBB01,1,1997,6,30,30,b,b,m,n+p,23.17,0.85,2.31,0,0,
PBB01,1,1997,6,30,31,a,b,m,p,22.61,0.12,2.02,0,0,
PBB01,1,1997,6,30,31,b,b,m,p,14.64,0.03,2.21,0,0,
PBB01,1,1997,6,30,32,a,b,m,n,33.86,1.27,1.41,0,0,
PBB01,1,1997,6,30,32,b,b,m,n,46.79,14.06,4.47,0,0,
PBB01,1,1997,6,30,33,a,u,m,n+p,22.93,0.41,2.48,53.55,0,
