Date,Site,Treatment,Growth Form,Species,Tissue,Biomass Categroy,B1Q1,B1Q2,B1Q3,B1Q4,B1Q5,B1Q6,B1Q7,B1Q8,B2Q1,B2Q2,B2Q3,B2Q4,B2Q5,B2Q6,B2Q7,B2Q8,B3Q1,B3Q2,B3Q3,B3Q4,B3Q5,B3Q6,B3Q7,B3Q8,B4Q1,B4Q2,B4Q3,B4Q4,B4Q5,B4Q6,B4Q7,B4Q8,Average,Std. Err.,Count,B1Q1gm2,B1Q2gm2,B1Q3gm2,B1Q4gm2,B1Q5gm2,B1Q6gm2,B1Q7gm2,B2Q1gm2,B2Q2gm2,B2Q3gm2,B2Q4gm2,B2Q5gm2,B2Q6gm2,B2Q7gm2,B3Q1gm2,B3Q2gm2,B3Q3gm2,B3Q4gm2,B3Q5gm2,B3Q6gm2,B3Q7gm2,B4Q1gm2,B4Q2gm2,B4Q3gm2,B4Q4gm2,B4Q5gm2,B4Q6gm2,B4Q7gm2,Average g/m^2,StdERR g/m^2,Count  g/m^2,Species Comments,Comments
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Ledum palustre,old leaves,old above,0.655,0.230,0.957,0.696,0.077,.,.,.,2.106,0.758,0.683,0.830,0.563,.,.,.,1.231,0.938,1.198,0.532,0.626,.,.,.,1.55,0.744,0.865,0.995,1.052,.,.,.,0.865,0.099,20.000,16.375,5.75,23.925,17.4,1.925,.,.,52.65,18.95,17.075,20.75,14.075,.,.,30.775,23.45,29.95,13.3,15.65,.,.,38.85,18.6,21.625,24.875,26.3,.,.,21.613,2.481,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Ledum palustre,new leaves,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Ledum palustre,new stems,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Ledum palustre,old stems,old above,1.152,2.048,1.918,0.770,0.223,.,.,.,4.289,1.077,0.935,1.201,1.207,.,.,.,0.825,0.853,1.008,0.884,0.588,.,.,.,2.59,0.615,1.130,2.313,0.799,.,.,.,1.321,0.206,20.000,28.8,51.2,47.95,19.25,5.575,.,.,107.225,26.925,23.375,30.025,30.175,.,.,20.625,21.325,25.2,22.1,14.7,.,.,64.625,15.375,28.25,57.825,19.975,.,.,33.025,5.154,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Ledum palustre,below stems,below,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Ledum palustre,inflorescence,new above,0.008,0.000,0.026,0.000,0.000,.,.,.,0.04,0.019,0.000,0.004,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.01,0.009,0.000,0.000,0.000,.,.,.,0.006,0.002,20.000,0.2,0,0.65,0,0,.,.,1,0.475,0,0.1,0,.,.,0,0,0,0,0,.,.,0.225,0.225,0,0,0,.,.,0.144,0.060,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Vaccinium vitis-idaea,old leaves,old above,2.332,0.152,3.360,1.070,0.400,.,.,.,0.333,0.471,0.755,2.618,0.097,.,.,.,1.553,1.590,1.451,0.996,2.040,.,.,.,0.60,2.144,2.071,5.139,3.476,.,.,.,1.633,0.292,20.000,58.3,3.8,84,26.75,10,.,.,8.325,11.775,18.875,65.45,2.425,.,.,38.825,39.75,36.275,24.9,51,.,.,15.05,53.6,51.775,128.475,86.9,.,.,40.813,7.307,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Vaccinium vitis-idaea,new leaves,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Vaccinium vitis-idaea,new stems,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Vaccinium vitis-idaea,old stems,old above,0.657,0.078,0.933,0.236,0.171,.,.,.,0.111,0.133,0.182,0.669,0.036,.,.,.,0.335,0.385,0.332,0.351,0.590,.,.,.,0.14,0.596,0.772,1.918,0.876,.,.,.,0.475,0.098,20.000,16.425,1.95,23.325,5.9,4.275,.,.,2.775,3.325,4.55,16.725,0.9,.,.,8.375,9.625,8.3,8.775,14.75,.,.,3.475,14.9,19.3,47.95,21.9,.,.,11.875,2.451,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Vaccinium vitis-idaea,below stems,below,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Vaccinium vitis-idaea,inflorescence,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.001,0.000,0.000,0.000,0.003,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.025,0,0,0,0.075,.,.,0,0,0,0,0,.,.,0.005,0.004,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Other Evergreen,old leaves,old above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.582,0.269,1.301,0.000,0.137,.,.,.,0.00,0.504,0.091,0.917,0.253,.,.,.,0.203,0.081,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,14.55,6.725,32.525,0,3.425,.,.,0,12.6,2.275,22.925,6.325,.,.,5.068,2.015,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Other Evergreen,new leaves,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Other Evergreen,new stems,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Other Evergreen,old stems,old above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.223,0.117,0.537,0.000,0.048,.,.,.,0.00,0.175,0.033,0.723,0.098,.,.,.,0.098,0.044,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,5.575,2.925,13.425,0,1.2,.,.,0,4.375,0.825,18.075,2.45,.,.,2.443,1.094,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Other Evergreen,below stems,below,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Evergreen,Other Evergreen,inflorescence,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.003,0.000,0.012,0.000,0.001,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.001,0.001,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.075,0,0.3,0,0.025,.,.,0,0,0,0,0,.,.,0.020,0.015,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Forb,Forbs spp. ,new above,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
21-May-1983,Toolik Tussock 1981 plots,SH,Forb,Forbs spp. ,below,below,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Eriophorum vaginatum,blade,new above,2.023,1.406,0.249,0.414,0.138,.,.,.,1.421,1.158,3.715,0.218,0.026,.,.,.,1.115,1.479,0.115,0.000,0.446,.,.,.,3.42,0.008,0.020,0.714,0.046,.,.,.,0.906,0.246,20.000,50.575,35.15,6.225,10.35,3.45,.,.,35.525,28.95,92.875,5.45,0.65,.,.,27.875,36.975,2.875,0,11.15,.,.,85.425,0.2,0.5,17.85,1.15,.,.,22.660,6.141,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Eriophorum vaginatum,sheath,new above,2.975,1.163,0.324,0.687,0.144,.,.,.,1.799,1.623,3.268,0.303,0.043,.,.,.,2.051,1.888,0.168,0.000,0.863,.,.,.,4.92,0.012,0.000,0.723,0.051,.,.,.,1.150,0.300,20.000,74.375,29.075,8.1,17.175,3.6,.,.,44.975,40.575,81.7,7.575,1.075,.,.,51.275,47.2,4.2,0,21.575,.,.,123.025,0.3,0,18.075,1.275,.,.,28.758,7.507,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Eriophorum vaginatum,rhizome,below,4.065,1.658,0.414,1.202,0.194,.,.,.,2.259,2.728,12.060,0.597,0.030,.,.,.,4.238,4.967,0.203,0.000,0.548,.,.,.,5.03,0.000,0.000,2.308,0.057,.,.,.,2.128,0.654,20.000,101.625,41.45,10.35,30.05,4.85,.,.,56.475,68.2,301.5,14.925,0.75,.,.,105.95,124.175,5.075,0,13.7,.,.,125.825,0,0,57.7,1.425,.,.,53.201,16.340,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Eriophorum vaginatum,v0,new above,0.032,0.003,0.005,0.019,0.012,.,.,.,0,0.000,0.016,0.000,0.000,.,.,.,0.009,0.002,0.006,0.000,0.010,.,.,.,0.10,0.000,0.000,0.000,0.000,.,.,.,0.011,0.005,20.000,0.8,0.075,0.125,0.475,0.3,.,.,0,0,0.4,0,0,.,.,0.225,0.05,0.15,0,0.25,.,.,2.425,0,0,0,0,.,.,0.264,0.123,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Eriophorum vaginatum,inflorescence,new above,0.000,0.048,0.000,0.000,0.000,.,.,.,0.077,0.298,3.410,0.000,0.000,.,.,.,0.223,0.088,0.000,0.000,0.000,.,.,.,0.38,0.000,0.000,0.667,0.000,.,.,.,0.259,0.170,20.000,0,1.2,0,0,0,.,.,1.925,7.45,85.25,0,0,.,.,5.575,2.2,0,0,0,.,.,9.375,0,0,16.675,0,.,.,6.483,4.258,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Eriophorum vaginatum,CYS blade,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Eriophorum vaginatum,CYS sheath,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Eriophorum vaginatum,infl. bud,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Carex bigelowii,blade,new above,0.301,0.000,0.000,0.029,0.166,.,.,.,0.043,0.005,0.000,0.055,0.000,.,.,.,0.000,0.000,0.022,0.023,0.007,.,.,.,0.00,0.028,0.050,0.000,0.000,.,.,.,0.036,0.016,20.000,7.525,0,0,0.725,4.15,.,.,1.075,0.125,0,1.375,0,.,.,0,0,0.55,0.575,0.175,.,.,0,0.7,1.25,0,0,.,.,0.911,0.409,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Carex bigelowii,sheath,new above,0.351,0.000,0.000,0.059,0.101,.,.,.,0.024,0.003,0.000,0.031,0.000,.,.,.,0.000,0.000,0.022,0.022,0.009,.,.,.,0.00,0.049,0.040,0.000,0.000,.,.,.,0.036,0.018,20.000,8.775,0,0,1.475,2.525,.,.,0.6,0.075,0,0.775,0,.,.,0,0,0.55,0.55,0.225,.,.,0,1.225,1,0,0,.,.,0.889,0.441,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Carex bigelowii,rhizome,below,1.741,0.000,0.000,0.146,3.156,.,.,.,0.311,0.005,0.000,0.172,0.000,.,.,.,0.000,0.000,0.888,0.095,0.635,.,.,.,0.00,0.501,1.076,0.000,0.000,.,.,.,0.436,0.177,20.000,43.525,0,0,3.65,78.9,.,.,7.775,0.125,0,4.3,0,.,.,0,0,22.2,2.375,15.875,.,.,0,12.525,26.9,0,0,.,.,10.908,4.432,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Carex bigelowii,v0,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.005,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0.125,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.006,0.006,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Carex bigelowii,inflorescence,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.049,0.073,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.006,0.004,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,1.225,1.825,.,.,0,0,0,0,0,.,.,0.153,0.107,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Carex bigelowii,CYS blade,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Carex bigelowii,CYS sheath,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Carex bigelowii,infl. bud,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Other sedges,blade,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.005,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0.125,0,.,.,0.006,0.006,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Other sedges,sheath,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.002,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0.05,0,.,.,0.003,0.003,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Other sedges,rhizome,below,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.036,0.000,.,.,.,0.002,0.002,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0.9,0,.,.,0.045,0.045,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Other sedges,v0,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Other sedges,inflorescence,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Other sedges,CYS blade,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Other sedges,CYS sheath,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Graminoid,Other sedges,infl. bud,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Deciduous,Betula nana,new leaves,new above,0.052,0.062,0.294,0.221,0.052,.,.,.,0.217,0.000,0.000,0.101,0.159,.,.,.,0.000,0.011,0.119,0.171,0.035,.,.,.,0.13,0.760,0.613,0.313,0.089,.,.,.,0.170,0.045,20.000,1.3,1.55,7.35,5.525,1.3,.,.,5.425,0,0,2.525,3.975,.,.,0,0.275,2.975,4.275,0.875,.,.,3.25,19,15.325,7.825,2.225,.,.,4.249,1.126,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Deciduous,Betula nana,new stems,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Deciduous,Betula nana,old stems,old above,1.230,0.882,7.542,4.730,1.312,.,.,.,2.24,0.000,0.000,1.139,6.832,.,.,.,0.000,0.063,9.668,4.978,0.820,.,.,.,1.83,5.986,7.562,3.438,2.185,.,.,.,3.122,0.675,20.000,30.75,22.05,188.55,118.25,32.8,.,.,56,0,0,28.475,170.8,.,.,0,1.575,241.7,124.45,20.5,.,.,45.7,149.65,189.05,85.95,54.625,.,.,78.044,16.880,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Deciduous,Betula nana,below stems,below,0.000,0.000,4.082,0.000,0.575,.,.,.,1.806,0.000,0.000,12.475,0.000,.,.,.,0.000,0.482,12.397,6.344,1.653,.,.,.,0.00,6.591,3.864,0.789,0.439,.,.,.,2.575,0.888,20.000,0,0,102.05,0,14.375,.,.,45.15,0,0,311.875,0,.,.,0,12.05,309.925,158.6,41.325,.,.,0,164.775,96.6,19.725,10.975,.,.,64.371,22.190,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Deciduous,Betula nana,inflorescence,new above,0.013,0.013,0.009,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.006,.,.,.,0.000,0.000,0.006,0.000,0.000,.,.,.,0.00,0.000,0.031,0.021,0.018,.,.,.,0.006,0.002,20.000,0.325,0.325,0.225,0,0,.,.,0,0,0,0,0.15,.,.,0,0,0.15,0,0,.,.,0,0,0.775,0.525,0.45,.,.,0.146,0.050,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Deciduous,Rubus chamaemorus,new leaves,new above,0.000,0.000,0.000,0.006,0.000,.,.,.,0.035,0.011,0.000,0.033,0.000,.,.,.,0.005,0.000,0.011,0.014,0.007,.,.,.,0.00,0.024,0.000,0.000,0.000,.,.,.,0.007,0.002,20.000,0,0,0,0.15,0,.,.,0.875,0.275,0,0.825,0,.,.,0.125,0,0.275,0.35,0.175,.,.,0.05,0.6,0,0,0,.,.,0.185,0.062,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Deciduous,Rubus chamaemorus,new stems,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Deciduous,Rubus chamaemorus,below stems,below,0.135,0.083,0.772,0.633,0.000,.,.,.,0.589,0.127,0.000,2.426,0.000,.,.,.,0.179,0.067,0.400,0.703,0.080,.,.,.,0.06,0.394,0.000,0.048,0.303,.,.,.,0.350,0.123,20.000,3.375,2.075,19.3,15.825,0,.,.,14.725,3.175,0,60.65,0,.,.,4.475,1.675,10,17.575,2,.,.,1.45,9.85,0,1.2,7.575,.,.,8.746,3.081,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Deciduous,Rubus chamaemorus,inflorescence,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Deciduous,Other deciduous,new leaves,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.046,0.000,0.000,0.000,0.021,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.003,0.002,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,1.15,0,0,0,0.525,.,.,0,0,0,0,0,.,.,0.084,0.062,20,,
14-Jun-1983,Toolik Tussock 1981 plots,Control,Deciduous,Other deciduous,new stems,new above,0.000,0.000,0.000,0.000,0.000,.,.,.,0,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,0.000,0.000,0.000,.,.,.,0.00,0.000,0.000,0.000,0.000,.,.,.,0.000,0.000,20.000,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0,0,0,0,0,.,.,0.000,0.000,20,,
