date,plot,subplot,treatment,shelter,fertilized,taxa,cover,note_cover
8/23/2016,29,A,control_NPK,none,yes,Andropogon_gerardi,6,
8/23/2016,29,A,control_NPK,none,yes,Anemone_cylindrica,1,
8/23/2016,29,A,control_NPK,none,yes,Artemisia_ludoviciana,2,
8/23/2016,29,A,control_NPK,none,yes,Carex_sp.,3,
8/23/2016,29,A,control_NPK,none,yes,Helianthemum_bicknellii,1,
8/23/2016,29,A,control_NPK,none,yes,Lathyrus_venosus,5,
8/23/2016,29,A,control_NPK,none,yes,Lithospermum_caroliniense,2,
8/23/2016,29,A,control_NPK,none,yes,Panicum_oligosanthes,2,
8/23/2016,29,A,control_NPK,none,yes,Panicum_praecocious,1,
8/23/2016,29,A,control_NPK,none,yes,Poa_pratensis,4,
8/23/2016,29,A,control_NPK,none,yes,Schizachyrium_scoparium,18,
8/23/2016,29,A,control_NPK,none,yes,Sisyrinchium_campestre,1,
8/23/2016,29,A,control_NPK,none,yes,Solidago_graminifolia,7,
8/23/2016,29,A,control_NPK,none,yes,Sorghastrum_nutans,20,
8/23/2016,29,A,control_NPK,none,yes,Viola_pedatifida,1,
8/23/2016,30,A,control_infra,infrastructure_control,no,Andropogon_gerardi,12,
8/23/2016,30,A,control_infra,infrastructure_control,no,Carex_sp.,3,
8/23/2016,30,A,control_infra,infrastructure_control,no,Coreopsis_palmata,14,
8/23/2016,30,A,control_infra,infrastructure_control,no,Eragrostis_spectabilis,9,
8/23/2016,30,A,control_infra,infrastructure_control,no,Lathyrus_venosus,6,
8/23/2016,30,A,control_infra,infrastructure_control,no,Panicum_oligosanthes,5,
8/23/2016,30,A,control_infra,infrastructure_control,no,Panicum_praecocious,2,
8/23/2016,30,A,control_infra,infrastructure_control,no,Phlox_pilosa,1,
8/23/2016,30,A,control_infra,infrastructure_control,no,Poa_pratensis,5,
8/23/2016,30,A,control_infra,infrastructure_control,no,Schizachyrium_scoparium,6,
8/23/2016,30,A,control_infra,infrastructure_control,no,Sisyrinchium_campestre,2,
8/23/2016,30,A,control_infra,infrastructure_control,no,Solidago_graminifolia,4,
8/23/2016,30,A,control_infra,infrastructure_control,no,Sorghastrum_nutans,34,
9/28/2017,01,A,control_NPK,none,yes,Comandra_umbellata,4,
9/28/2017,01,A,control_NPK,none,yes,Coreopsis_palmata,10,
9/28/2017,01,A,control_NPK,none,yes,Euthamia_graminifolia,4,
9/28/2017,01,A,control_NPK,none,yes,Helianthus_laetiflorus,3,
9/28/2017,01,A,control_NPK,none,yes,Lathyrus_venosus,5,
9/28/2017,01,A,control_NPK,none,yes,Panicum_praecocious,2,
9/28/2017,01,A,control_NPK,none,yes,Polygala_polygama,2,
9/28/2017,01,A,control_NPK,none,yes,Quercus_macrocarpa,10,
9/28/2017,01,A,control_NPK,none,yes,Schizachyrium_scoparium,15,
9/28/2017,01,A,control_NPK,none,yes,Sorghastrum_nutans,20,
9/28/2017,01,A,control_NPK,none,yes,Stipa_spartea,6,
9/27/2017,02,A,control_infra_NPK,infrastructure_control,yes,Andropogon_gerardi,35,
9/27/2017,02,A,control_infra_NPK,infrastructure_control,yes,Comandra_umbellata,5,
9/27/2017,02,A,control_infra_NPK,infrastructure_control,yes,Coreopsis_palmata,2,
9/27/2017,02,A,control_infra_NPK,infrastructure_control,yes,Euthamia_graminifolia,5,
9/27/2017,02,A,control_infra_NPK,infrastructure_control,yes,Helianthus_laetiflorus,7,
9/27/2017,02,A,control_infra_NPK,infrastructure_control,yes,Lathyrus_venosus,6,
9/27/2017,02,A,control_infra_NPK,infrastructure_control,yes,Panicum_praecocious,2,
9/27/2017,02,A,control_infra_NPK,infrastructure_control,yes,Rosa_arkansana,5,
9/27/2017,02,A,control_infra_NPK,infrastructure_control,yes,Schizachyrium_scoparium,20,
9/27/2017,02,A,control_infra_NPK,infrastructure_control,yes,Sorghastrum_nutans,10,
9/27/2017,02,A,control_infra_NPK,infrastructure_control,yes,Stipa_spartea,8,
9/27/2017,03,A,drought,drought,no,Amorpha_canescens,4,
9/27/2017,03,A,drought,drought,no,Artemisia_ludoviciana,2,
9/27/2017,03,A,drought,drought,no,Comandra_umbellata,4,
9/27/2017,03,A,drought,drought,no,Eragrostis_spectabilis,5,
9/27/2017,03,A,drought,drought,no,Euthamia_graminifolia,3,
9/27/2017,03,A,drought,drought,no,Helianthemum_bicknellii,4,
9/27/2017,03,A,drought,drought,no,Lathyrus_venosus,5,
9/27/2017,03,A,drought,drought,no,Panicum_praecocious,3,
9/27/2017,03,A,drought,drought,no,Quercus_macrocarpa,25,
9/27/2017,03,A,drought,drought,no,Schizachyrium_scoparium,10,
9/27/2017,03,A,drought,drought,no,Sorghastrum_nutans,25,
9/27/2017,03,A,drought,drought,no,Stipa_spartea,5,
9/27/2017,04,A,control,none,no,Andropogon_gerardi,10,
9/27/2017,04,A,control,none,no,Artemisia_ludoviciana,4,
9/27/2017,04,A,control,none,no,Aster_azureus,8,
9/27/2017,04,A,control,none,no,Comandra_umbellata,3,
9/27/2017,04,A,control,none,no,Coreopsis_palmata,30,
9/27/2017,04,A,control,none,no,Lathyrus_venosus,3,
9/27/2017,04,A,control,none,no,Lechea_stricta,2,
9/27/2017,04,A,control,none,no,Panicum_oligosanthes,2,
9/27/2017,04,A,control,none,no,Polygonum_tenue,2,
9/27/2017,04,A,control,none,no,Quercus_macrocarpa,10,
9/27/2017,04,A,control,none,no,Sisyrinchium_campestre,4,
9/27/2017,04,A,control,none,no,Sorghastrum_nutans,60,
9/27/2017,04,A,control,none,no,Stipa_spartea,8,
9/28/2017,05,A,control_infra,infrastructure_control,no,Ambrosia_coronopifolia,3,
9/28/2017,05,A,control_infra,infrastructure_control,no,Artemisia_ludoviciana,2,
9/28/2017,05,A,control_infra,infrastructure_control,no,Aster_azureus,2,
9/28/2017,05,A,control_infra,infrastructure_control,no,Aster_ericoides,3,
9/28/2017,05,A,control_infra,infrastructure_control,no,Carex_sp.,7,
9/28/2017,05,A,control_infra,infrastructure_control,no,Comandra_umbellata,3,
9/28/2017,05,A,control_infra,infrastructure_control,no,Euthamia_graminifolia,5,
9/28/2017,05,A,control_infra,infrastructure_control,no,Lathyrus_venosus,4,
9/28/2017,05,A,control_infra,infrastructure_control,no,Leptoloma_cognatum,5,
9/28/2017,05,A,control_infra,infrastructure_control,no,Muhlenbergia_racemosa,8,
9/28/2017,05,A,control_infra,infrastructure_control,no,Panicum_oligosanthes,4,
9/28/2017,05,A,control_infra,infrastructure_control,no,Rosa_arkansana,3,
9/28/2017,05,A,control_infra,infrastructure_control,no,Schizachyrium_scoparium,8,
9/28/2017,05,A,control_infra,infrastructure_control,no,Sorghastrum_nutans,5,
9/28/2017,06,A,drought_NPK,drought,yes,Amorpha_canescens,5,
9/28/2017,06,A,drought_NPK,drought,yes,Comandra_umbellata,7,
9/28/2017,06,A,drought_NPK,drought,yes,Euthamia_graminifolia,12,
9/28/2017,06,A,drought_NPK,drought,yes,Lathyrus_venosus,5,
9/28/2017,06,A,drought_NPK,drought,yes,Leptoloma_cognatum,4,
9/28/2017,06,A,drought_NPK,drought,yes,Panicum_praecocious,8,
9/28/2017,06,A,drought_NPK,drought,yes,Schizachyrium_scoparium,10,
9/28/2017,06,A,drought_NPK,drought,yes,Sorghastrum_nutans,3,
9/28/2017,06,A,drought_NPK,drought,yes,Stipa_spartea,12,
9/28/2017,07,A,drought,drought,no,Amorpha_canescens,2,
9/28/2017,07,A,drought,drought,no,Andropogon_gerardi,5,
9/28/2017,07,A,drought,drought,no,Aster_ericoides,3,
9/28/2017,07,A,drought,drought,no,Euthamia_graminifolia,5,
9/28/2017,07,A,drought,drought,no,Lathyrus_venosus,3,
9/28/2017,07,A,drought,drought,no,Lithospermum_canescens,5,
9/28/2017,07,A,drought,drought,no,Panicum_praecocious,3,
9/28/2017,07,A,drought,drought,no,Quercus_borealis-ellipsoidalis,35,
9/28/2017,07,A,drought,drought,no,Sorghastrum_nutans,10,
9/28/2017,07,A,drought,drought,no,Stipa_spartea,55,
9/28/2017,08,A,control_NPK,none,yes,Andropogon_gerardi,2,
9/28/2017,08,A,control_NPK,none,yes,Artemisia_ludoviciana,4,
9/28/2017,08,A,control_NPK,none,yes,Bromus_inermis,1,
9/28/2017,08,A,control_NPK,none,yes,Carex_sp.,5,
9/28/2017,08,A,control_NPK,none,yes,Comandra_umbellata,3,
9/28/2017,08,A,control_NPK,none,yes,Coreopsis_palmata,13,
9/28/2017,08,A,control_NPK,none,yes,Euthamia_graminifolia,12,
9/28/2017,08,A,control_NPK,none,yes,Koeleria_cristata,5,
9/28/2017,08,A,control_NPK,none,yes,Lathyrus_venosus,3,
9/28/2017,08,A,control_NPK,none,yes,Leptoloma_cognatum,8,
9/28/2017,08,A,control_NPK,none,yes,Lithospermum_canescens,3,
9/28/2017,08,A,control_NPK,none,yes,Panicum_praecocious,5,
9/28/2017,08,A,control_NPK,none,yes,Poa_pratensis,6,
9/28/2017,08,A,control_NPK,none,yes,Schizachyrium_scoparium,13,
9/28/2017,08,A,control_NPK,none,yes,Sorghastrum_nutans,2,
9/28/2017,08,A,control_NPK,none,yes,Stipa_spartea,3,
9/28/2017,08,A,control_NPK,none,yes,Viola_pedatifida,2,
9/28/2017,09,A,control_infra_NPK,infrastructure_control,yes,Ambrosia_coronopifolia,5,
9/28/2017,09,A,control_infra_NPK,infrastructure_control,yes,Artemisia_ludoviciana,3,
9/28/2017,09,A,control_infra_NPK,infrastructure_control,yes,Carex_sp.,7,
9/28/2017,09,A,control_infra_NPK,infrastructure_control,yes,Euthamia_graminifolia,8,
9/28/2017,09,A,control_infra_NPK,infrastructure_control,yes,Lathyrus_venosus,4,
9/28/2017,09,A,control_infra_NPK,infrastructure_control,yes,Leptoloma_cognatum,10,
9/28/2017,09,A,control_infra_NPK,infrastructure_control,yes,Panicum_praecocious,3,
9/28/2017,09,A,control_infra_NPK,infrastructure_control,yes,Poa_pratensis,6,
9/28/2017,09,A,control_infra_NPK,infrastructure_control,yes,Rosa_arkansana,7,
9/28/2017,09,A,control_infra_NPK,infrastructure_control,yes,Schizachyrium_scoparium,60,
9/28/2017,09,A,control_infra_NPK,infrastructure_control,yes,Stipa_spartea,6,
9/28/2017,10,A,drought_NPK,drought,yes,Ambrosia_coronopifolia,5,
9/28/2017,10,A,drought_NPK,drought,yes,Amorpha_canescens,5,
9/28/2017,10,A,drought_NPK,drought,yes,Andropogon_gerardi,7,
9/29/2017,10,A,drought_NPK,drought,yes,Artemisia_ludoviciana,2,
9/28/2017,10,A,drought_NPK,drought,yes,Carex_sp.,7,
9/28/2017,10,A,drought_NPK,drought,yes,Comandra_umbellata,3,
9/28/2017,10,A,drought_NPK,drought,yes,Coreopsis_palmata,6,
9/28/2017,10,A,drought_NPK,drought,yes,Euthamia_graminifolia,6,
9/28/2017,10,A,drought_NPK,drought,yes,Lathyrus_venosus,3,
9/28/2017,10,A,drought_NPK,drought,yes,Leptoloma_cognatum,16,
9/28/2017,10,A,drought_NPK,drought,yes,Panicum_praecocious,6,
9/28/2017,10,A,drought_NPK,drought,yes,Poa_pratensis,5,
9/28/2017,10,A,drought_NPK,drought,yes,Schizachyrium_scoparium,5,
9/28/2017,10,A,drought_NPK,drought,yes,Sorghastrum_nutans,5,
9/28/2017,10,A,drought_NPK,drought,yes,Stipa_spartea,7,
9/28/2017,11,A,control_infra,infrastructure_control,no,Ambrosia_coronopifolia,8,
9/28/2017,11,A,control_infra,infrastructure_control,no,Amorpha_canescens,4,
9/28/2017,11,A,control_infra,infrastructure_control,no,Andropogon_gerardi,8,
9/28/2017,11,A,control_infra,infrastructure_control,no,Artemisia_ludoviciana,4,
9/28/2017,11,A,control_infra,infrastructure_control,no,Bromus_kalmii,1,
9/28/2017,11,A,control_infra,infrastructure_control,no,Carex_sp.,6,
9/28/2017,11,A,control_infra,infrastructure_control,no,Euthamia_graminifolia,6,
9/28/2017,11,A,control_infra,infrastructure_control,no,Lithospermum_canescens,9,
9/28/2017,11,A,control_infra,infrastructure_control,no,Muhlenbergia_racemosa,7,
9/28/2017,11,A,control_infra,infrastructure_control,no,Poa_pratensis,8,
9/28/2017,11,A,control_infra,infrastructure_control,no,Schizachyrium_scoparium,8,
9/28/2017,11,A,control_infra,infrastructure_control,no,Solidago_missouriensis,5,
9/28/2017,11,A,control_infra,infrastructure_control,no,Sorghastrum_nutans,12,
9/28/2017,11,A,control_infra,infrastructure_control,no,Stipa_spartea,12,
9/28/2017,12,A,control,none,no,Andropogon_gerardi,3,
9/28/2017,12,A,control,none,no,Aquilegia_canadensis,3,
9/28/2017,12,A,control,none,no,Artemisia_ludoviciana,3,
9/28/2017,12,A,control,none,no,Carex_sp.,7,
9/28/2017,12,A,control,none,no,Comandra_umbellata,7,
9/28/2017,12,A,control,none,no,Euthamia_graminifolia,6,
9/28/2017,12,A,control,none,no,Lathyrus_venosus,3,
9/28/2017,12,A,control,none,no,Panicum_praecocious,4,
9/28/2017,12,A,control,none,no,Poa_pratensis,3,
9/28/2017,12,A,control,none,no,Quercus_borealis-ellipsoidalis,4,
9/28/2017,12,A,control,none,no,Schizachyrium_scoparium,17,
9/28/2017,12,A,control,none,no,Solidago_missouriensis,17,
9/28/2017,12,A,control,none,no,Sorghastrum_nutans,6,
9/28/2017,13,A,control_infra_NPK,infrastructure_control,yes,Andropogon_gerardi,30,
9/28/2017,13,A,control_infra_NPK,infrastructure_control,yes,Artemisia_ludoviciana,2,
9/28/2017,13,A,control_infra_NPK,infrastructure_control,yes,Aster_azureus,4,
9/28/2017,13,A,control_infra_NPK,infrastructure_control,yes,Carex_sp.,4,
9/28/2017,13,A,control_infra_NPK,infrastructure_control,yes,Coreopsis_palmata,4,
9/28/2017,13,A,control_infra_NPK,infrastructure_control,yes,Erigeron_strigosus,3,
9/28/2017,13,A,control_infra_NPK,infrastructure_control,yes,Euthamia_graminifolia,2,
9/28/2017,13,A,control_infra_NPK,infrastructure_control,yes,Galium_boreale,8,
9/28/2017,13,A,control_infra_NPK,infrastructure_control,yes,Lathyrus_venosus,14,
9/28/2017,13,A,control_infra_NPK,infrastructure_control,yes,Muhlenbergia_racemosa,5,
9/28/2017,13,A,control_infra_NPK,infrastructure_control,yes,Panicum_praecocious,3,
9/28/2017,13,A,control_infra_NPK,infrastructure_control,yes,Poa_pratensis,7,
9/28/2017,13,A,control_infra_NPK,infrastructure_control,yes,Stipa_spartea,5,
9/28/2017,14,A,drought_NPK,drought,yes,Artemisia_ludoviciana,2,
9/28/2017,14,A,drought_NPK,drought,yes,Aster_azureus,4,
9/28/2017,14,A,drought_NPK,drought,yes,Carex_sp.,5,
9/28/2017,14,A,drought_NPK,drought,yes,Comandra_umbellata,22,
9/28/2017,14,A,drought_NPK,drought,yes,Coreopsis_palmata,18,
9/28/2017,14,A,drought_NPK,drought,yes,Delphinium_virescens,3,
9/28/2017,14,A,drought_NPK,drought,yes,Euthamia_graminifolia,7,
9/28/2017,14,A,drought_NPK,drought,yes,Poa_pratensis,5,
9/28/2017,14,A,drought_NPK,drought,yes,Sorghastrum_nutans,15,
9/28/2017,14,A,drought_NPK,drought,yes,Stipa_spartea,8,
9/28/2017,15,A,drought,drought,no,Aquilegia_canadensis,2,
9/28/2017,15,A,drought,drought,no,Artemisia_ludoviciana,2,
9/28/2017,15,A,drought,drought,no,Carex_sp.,5,
9/28/2017,15,A,drought,drought,no,Coreopsis_palmata,17,
9/28/2017,15,A,drought,drought,no,Euthamia_graminifolia,4,
9/28/2017,15,A,drought,drought,no,Leptoloma_cognatum,4,
9/28/2017,15,A,drought,drought,no,Poa_pratensis,7,
9/28/2017,15,A,drought,drought,no,Quercus_borealis-ellipsoidalis,35,
9/28/2017,15,A,drought,drought,no,Schizachyrium_scoparium,20,
9/28/2017,15,A,drought,drought,no,Sorghastrum_nutans,6,
9/28/2017,16,A,control_NPK,none,yes,Artemisia_ludoviciana,2,
9/28/2017,16,A,control_NPK,none,yes,Aster_azureus,9,
9/28/2017,16,A,control_NPK,none,yes,Carex_sp.,4,
9/28/2017,16,A,control_NPK,none,yes,Comandra_umbellata,7,
9/28/2017,16,A,control_NPK,none,yes,Erigeron_strigosus,3,
9/28/2017,16,A,control_NPK,none,yes,Euthamia_graminifolia,3,
9/28/2017,16,A,control_NPK,none,yes,Lathyrus_venosus,8,
9/28/2017,16,A,control_NPK,none,yes,Poa_pratensis,5,
9/28/2017,16,A,control_NPK,none,yes,Schizachyrium_scoparium,20,
9/28/2017,16,A,control_NPK,none,yes,Sorghastrum_nutans,20,
9/28/2017,16,A,control_NPK,none,yes,Stipa_spartea,5,
9/28/2017,17,A,control,none,no,Amorpha_canescens,2,
9/28/2017,17,A,control,none,no,Aster_azureus,7,
9/28/2017,17,A,control,none,no,Carex_sp.,5,
9/28/2017,17,A,control,none,no,Comandra_umbellata,15,
9/28/2017,17,A,control,none,no,Euthamia_graminifolia,3,
9/28/2017,17,A,control,none,no,Lathyrus_venosus,3,
9/28/2017,17,A,control,none,no,Lithospermum_canescens,8,
9/28/2017,17,A,control,none,no,Muhlenbergia_racemosa,5,
9/28/2017,17,A,control,none,no,Poa_pratensis,5,
9/28/2017,17,A,control,none,no,Schizachyrium_scoparium,3,
9/28/2017,17,A,control,none,no,Sorghastrum_nutans,30,
9/28/2017,17,A,control,none,no,Stipa_spartea,7,
9/28/2017,18,A,control_infra,infrastructure_control,no,Ambrosia_coronopifolia,4,
9/28/2017,18,A,control_infra,infrastructure_control,no,Artemisia_ludoviciana,2,
9/28/2017,18,A,control_infra,infrastructure_control,no,Aster_azureus,8,
9/28/2017,18,A,control_infra,infrastructure_control,no,Carex_sp.,6,
9/28/2017,18,A,control_infra,infrastructure_control,no,Comandra_umbellata,6,
9/28/2017,18,A,control_infra,infrastructure_control,no,Delphinium_virescens,1,
9/28/2017,18,A,control_infra,infrastructure_control,no,Euthamia_graminifolia,10,
9/28/2017,18,A,control_infra,infrastructure_control,no,Galium_boreale,6,
9/28/2017,18,A,control_infra,infrastructure_control,no,Lathyrus_venosus,8,
9/28/2017,18,A,control_infra,infrastructure_control,no,Poa_pratensis,6,
9/28/2017,18,A,control_infra,infrastructure_control,no,Schizachyrium_scoparium,35,
9/28/2017,19,A,control_NPK,none,yes,Amorpha_canescens,2,
9/28/2017,19,A,control_NPK,none,yes,Asclepias_tuberosa,2,
9/28/2017,19,A,control_NPK,none,yes,Carex_sp.,3,
9/28/2017,19,A,control_NPK,none,yes,Coreopsis_palmata,17,
9/28/2017,19,A,control_NPK,none,yes,Lathyrus_venosus,2,
9/28/2017,19,A,control_NPK,none,yes,Poa_pratensis,3,
9/28/2017,19,A,control_NPK,none,yes,Sorghastrum_nutans,15,
9/28/2017,19,A,control_NPK,none,yes,Viola_pedatifida,1,
9/28/2017,20,A,drought_NPK,drought,yes,Artemisia_ludoviciana,2,
9/28/2017,20,A,drought_NPK,drought,yes,Aster_azureus,1,
9/28/2017,20,A,drought_NPK,drought,yes,Carex_sp.,10,
9/28/2017,20,A,drought_NPK,drought,yes,Comandra_umbellata,25,
9/28/2017,20,A,drought_NPK,drought,yes,Coreopsis_palmata,3,
9/28/2017,20,A,drought_NPK,drought,yes,Lithospermum_canescens,10,
9/28/2017,20,A,drought_NPK,drought,yes,Panicum_praecocious,5,
9/28/2017,20,A,drought_NPK,drought,yes,Poa_pratensis,10,
9/28/2017,20,A,drought_NPK,drought,yes,Rudbeckia_hirta,2,
9/28/2017,20,A,drought_NPK,drought,yes,Schizachyrium_scoparium,18,
9/28/2017,20,A,drought_NPK,drought,yes,Sorghastrum_nutans,5,
9/28/2017,20,A,drought_NPK,drought,yes,Stipa_spartea,5,
9/29/2017,21,A,drought,drought,no,Ambrosia_coronopifolia,5,
9/29/2017,21,A,drought,drought,no,Andropogon_gerardi,5,
9/29/2017,21,A,drought,drought,no,Artemisia_ludoviciana,3,
9/29/2017,21,A,drought,drought,no,Aster_azureus,2,
9/29/2017,21,A,drought,drought,no,Carex_sp.,8,
9/29/2017,21,A,drought,drought,no,Comandra_umbellata,9,
9/29/2017,21,A,drought,drought,no,Euthamia_graminifolia,7,
9/29/2017,21,A,drought,drought,no,Lathyrus_venosus,4,
9/29/2017,21,A,drought,drought,no,Lithospermum_canescens,8,
9/29/2017,21,A,drought,drought,no,Panicum_praecocious,6,
9/29/2017,21,A,drought,drought,no,Schizachyrium_scoparium,15,
9/29/2017,21,A,drought,drought,no,Stipa_spartea,8,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Amorpha_canescens,3,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Artemisia_ludoviciana,3,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Asclepias_tuberosa,2,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Aster_azureus,6,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Carex_sp.,5,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Comandra_umbellata,4,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Coreopsis_palmata,8,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Euthamia_graminifolia,5,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Fragaria_sp.,7,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Lathyrus_venosus,5,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Leptoloma_cognatum,4,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Panicum_praecocious,2,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Schizachyrium_scoparium,8,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Sorghastrum_nutans,8,
9/29/2017,22,A,control_infra_NPK,infrastructure_control,yes,Stipa_spartea,8,
9/29/2017,23,A,control_infra,infrastructure_control,no,Carex_sp.,6,
9/29/2017,23,A,control_infra,infrastructure_control,no,Comandra_umbellata,12,
9/29/2017,23,A,control_infra,infrastructure_control,no,Euthamia_graminifolia,8,
9/29/2017,23,A,control_infra,infrastructure_control,no,Lathyrus_venosus,8,
9/29/2017,23,A,control_infra,infrastructure_control,no,Panicum_praecocious,3,
9/29/2017,23,A,control_infra,infrastructure_control,no,Schizachyrium_scoparium,35,
9/29/2017,23,A,control_infra,infrastructure_control,no,Sorghastrum_nutans,10,
9/29/2017,23,A,control_infra,infrastructure_control,no,Stipa_spartea,6,
9/29/2017,24,A,control,none,no,Ambrosia_coronopifolia,3,
9/29/2017,24,A,control,none,no,Amorpha_canescens,3,
9/29/2017,24,A,control,none,no,Carex_sp.,5,
9/29/2017,24,A,control,none,no,Delphinium_virescens,3,
9/29/2017,24,A,control,none,no,Lathyrus_venosus,14,
9/29/2017,24,A,control,none,no,Lithospermum_canescens,12,
9/29/2017,24,A,control,none,no,Panicum_praecocious,6,
9/29/2017,24,A,control,none,no,Solidago_missouriensis,6,
9/29/2017,24,A,control,none,no,Sorghastrum_nutans,10,
9/29/2017,25,A,control,none,no,Ambrosia_coronopifolia,2,
9/29/2017,25,A,control,none,no,Amorpha_canescens,5,
9/29/2017,25,A,control,none,no,Andropogon_gerardi,22,
9/29/2017,25,A,control,none,no,Carex_sp.,5,
9/29/2017,25,A,control,none,no,Comandra_umbellata,7,
9/29/2017,25,A,control,none,no,Euthamia_graminifolia,6,
9/29/2017,25,A,control,none,no,Lathyrus_venosus,3,
9/29/2017,25,A,control,none,no,Panicum_praecocious,3,
9/29/2017,25,A,control,none,no,Poa_pratensis,5,
9/29/2017,25,A,control,none,no,Sorghastrum_nutans,20,
9/29/2017,26,A,drought_NPK,drought,yes,Carex_sp.,5,
9/29/2017,26,A,drought_NPK,drought,yes,Comandra_umbellata,4,
9/29/2017,26,A,drought_NPK,drought,yes,Euthamia_graminifolia,5,
9/29/2017,26,A,drought_NPK,drought,yes,Liatris_aspera,5,
9/29/2017,26,A,drought_NPK,drought,yes,Panicum_praecocious,4,
9/29/2017,26,A,drought_NPK,drought,yes,Quercus_borealis-ellipsoidalis,10,
9/29/2017,26,A,drought_NPK,drought,yes,Rosa_arkansana,2,
9/29/2017,26,A,drought_NPK,drought,yes,Schizachyrium_scoparium,35,
9/29/2017,26,A,drought_NPK,drought,yes,Sorghastrum_nutans,5,
9/29/2017,26,A,drought_NPK,drought,yes,Viola_pedatifida,3,
9/29/2017,27,A,control_infra_NPK,infrastructure_control,yes,Ambrosia_coronopifolia,4,
9/29/2017,27,A,control_infra_NPK,infrastructure_control,yes,Artemisia_ludoviciana,2,
9/29/2017,27,A,control_infra_NPK,infrastructure_control,yes,Aster_azureus,4,
9/29/2017,27,A,control_infra_NPK,infrastructure_control,yes,Comandra_umbellata,2,
9/29/2017,27,A,control_infra_NPK,infrastructure_control,yes,Delphinium_virescens,3,
9/29/2017,27,A,control_infra_NPK,infrastructure_control,yes,Euthamia_graminifolia,3,
9/29/2017,27,A,control_infra_NPK,infrastructure_control,yes,Leptoloma_cognatum,3,
9/29/2017,27,A,control_infra_NPK,infrastructure_control,yes,Panicum_praecocious,3,
9/29/2017,27,A,control_infra_NPK,infrastructure_control,yes,Poa_pratensis,6,
9/29/2017,27,A,control_infra_NPK,infrastructure_control,yes,Schizachyrium_scoparium,40,
9/29/2017,27,A,control_infra_NPK,infrastructure_control,yes,Sorghastrum_nutans,15,
9/29/2017,27,A,control_infra_NPK,infrastructure_control,yes,Stipa_spartea,5,
9/29/2017,28,A,drought,drought,no,Ambrosia_coronopifolia,3,
9/29/2017,28,A,drought,drought,no,Amorpha_canescens,3,
9/29/2017,28,A,drought,drought,no,Andropogon_gerardi,15,
9/29/2017,28,A,drought,drought,no,Carex_sp.,5,
9/29/2017,28,A,drought,drought,no,Euthamia_graminifolia,3,
9/29/2017,28,A,drought,drought,no,Helianthemum_bicknellii,3,
9/29/2017,28,A,drought,drought,no,Lithospermum_canescens,5,
9/29/2017,28,A,drought,drought,no,Poa_pratensis,6,
9/29/2017,28,A,drought,drought,no,Schizachyrium_scoparium,8,
9/29/2017,28,A,drought,drought,no,Sorghastrum_nutans,25,
9/29/2017,29,A,control_NPK,none,yes,Ambrosia_coronopifolia,3,
9/29/2017,29,A,control_NPK,none,yes,Andropogon_gerardi,25,
9/29/2017,29,A,control_NPK,none,yes,Artemisia_ludoviciana,3,
9/29/2017,29,A,control_NPK,none,yes,Carex_sp.,6,
9/29/2017,29,A,control_NPK,none,yes,Delphinium_virescens,3,
9/29/2017,29,A,control_NPK,none,yes,Euthamia_graminifolia,2,
9/29/2017,29,A,control_NPK,none,yes,Helianthemum_bicknellii,3,
9/29/2017,29,A,control_NPK,none,yes,Lathyrus_venosus,4,
9/29/2017,29,A,control_NPK,none,yes,Lithospermum_canescens,5,
9/29/2017,29,A,control_NPK,none,yes,Panicum_praecocious,3,
9/29/2017,29,A,control_NPK,none,yes,Schizachyrium_scoparium,20,
9/29/2017,29,A,control_NPK,none,yes,Sorghastrum_nutans,6,
9/29/2017,30,A,control_infra,infrastructure_control,no,Ambrosia_coronopifolia,2,
9/29/2017,30,A,control_infra,infrastructure_control,no,Calamagrostis_canadensis,4,
9/29/2017,30,A,control_infra,infrastructure_control,no,Carex_sp.,3,
9/29/2017,30,A,control_infra,infrastructure_control,no,Comandra_umbellata,3,
9/29/2017,30,A,control_infra,infrastructure_control,no,Coreopsis_palmata,25,
9/29/2017,30,A,control_infra,infrastructure_control,no,Lathyrus_venosus,5,
9/29/2017,30,A,control_infra,infrastructure_control,no,Leptoloma_cognatum,4,
9/29/2017,30,A,control_infra,infrastructure_control,no,Panicum_praecocious,7,
9/29/2017,30,A,control_infra,infrastructure_control,no,Poa_pratensis,5,
9/29/2017,30,A,control_infra,infrastructure_control,no,Quercus_borealis-ellipsoidalis,5,
