START_DATE,BLOCK,PLOT,SEEDLINGPLOT,SECTION,TAG,SPECIES,HEIGHT,DIAMETER,LESSTHAN10CM,COMMENTS,DEAD__ALIVE_NOTFOUND,NEW,Plant life form
2005-08-08,A,4,1,1,28,MANBID,,,,,NF,,T
2005-08-08,A,4,1,1,29,CHIDOM,,,,,NF,,T
2005-08-08,A,4,1,1,30,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,1,31,HETLAU,,,,,NF,,V
2005-08-08,A,4,1,1,32,GUAGUI,,,,,NF,,T
2005-08-08,A,4,1,1,34,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,1,35,OCOLEU,,,,,NF,,T
2005-08-08,A,4,1,1,36,MANBID,,,,,NF,,T
2005-08-08,A,4,1,1,37,MANBID,,,,,NF,,T
2005-08-08,A,4,1,1,39,SECVIR,,,,,NF,,V
2005-08-08,A,4,1,1,40,HETLAU,,,,,NF,,V
2005-08-08,A,4,1,1,41,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,1,43,MANBID,,,,,NF,,T
2005-08-08,A,4,1,1,44,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,1,45,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,1,46,MYRLEP,,,,,NF,,T
2005-08-08,A,4,1,1,47,HOMRAC,,,,,NF,,T
2005-08-08,A,4,1,1,48,HETLAU,,,,,NF,,V
2005-08-08,A,4,1,1,49,HIPVOL,,,,,NF,,V
2005-08-08,A,4,1,1,50,MANBID,,,,,NF,,T
2005-08-08,A,4,1,1,51,HOMRAC,,,,,NF,,T
2005-08-08,A,4,1,1,52,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,1,53,HOMRAC,34,0.55,,DEBRIS BROKEN,A,,T
2005-08-08,A,4,1,1,54,HOMRAC,30,0.6,,DEBRIS BROKEN,A,,T
2005-08-08,A,4,1,1,55,HOMRAC,25,0.7,,BROKEN,A,,T
2005-08-08,A,4,1,1,143,HETLAU,38,0.2,,,A,,V
2005-08-08,A,4,1,1,144,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,1,145,EUGSTA,,,,,NF,,T
2005-08-08,A,4,1,1,146,MANBID,,,,,NF,,T
2005-08-08,A,4,1,1,147,TRIPAL,,,,,NF,,T
2005-08-08,A,4,1,1,148,HIPVOL,,,,,NF,,V
2005-08-08,A,4,1,1,185,HOMRAC,12,0.1,,,A,,T
2005-08-08,A,4,1,1,186,ROUSUR,13,0.04,,,A,,V
2005-08-08,A,4,1,1,187,CASSYL,25,0.41,,SPROUTING FROM DETRITUS,A,,T
2005-08-08,A,4,1,1,188,CASSYL,16,0.29,,,A,,T
2005-08-08,A,4,1,1,189,CASSYL,13,0.22,,,A,,T
2005-08-08,A,4,1,1,190,CASSYL,13,0.38,,,A,,T
2005-08-08,A,4,1,1,191,PHYRIV,78,0.35,,,A,,H
2005-08-08,A,4,1,1,192,MANBID,19,0.31,,SPROUTING FROM DETRITUS,A,,T
2005-08-08,A,4,1,1,193,PHYRIV,21,0.14,,,A,,H
2005-08-08,A,4,1,1,194,PHYRIV,28,0.15,,,A,,H
2005-08-08,A,4,1,1,195,HETLAU,11,0.01,,,A,,V
2005-08-08,A,4,1,1,196,HETLAU,10,0.01,,,A,,V
2005-08-08,A,4,1,1,197,HETLAU,15.5,0.02,,,A,,V
2005-08-08,A,4,1,1,198,ORMKRU,47,0.76,,BROKEN-SPROUTING FROM DETRITUS,A,,T
2005-08-08,A,4,1,2,57,HETLAU,,,,,NF,,V
2005-08-08,A,4,1,2,58,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,2,59,SCHMOR,,,,,NF,,T
2005-08-08,A,4,1,2,60,HETLAU,23,0.5,,PRONE-SPROUT,A,,V
2005-08-08,A,4,1,2,61,HIPVOL,25,0.61,,DEBRIS,A,,V
2005-08-08,A,4,1,2,62,HETLAU,,,,,NF,,V
2005-08-08,A,4,1,2,65,MANBID,20,0.41,,,A,,T
2005-08-08,A,4,1,2,66,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,2,67,HIPVOL,,,,,NF,,V
2005-08-08,A,4,1,2,69,MANBID,,,,,NF,,T
2005-08-08,A,4,1,2,70,MANBID,,,,,NF,,T
2005-08-08,A,4,1,2,74,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,2,75,HIPVOL,,,,,NF,,V
2005-08-08,A,4,1,2,76,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,2,77,CORBOR,141,2.33,,DEBRIS,A,,T
2005-08-08,A,4,1,2,78,MYRLEP,,,,,NF,,T
2005-08-08,A,4,1,2,79,HETLAU,,,,,NF,,V
2005-08-08,A,4,1,2,80,CASARB,22,0.6,,,A,,T
2005-08-08,A,4,1,2,81,CASARB,63,0.93,,DEBRIS,A,,T
2005-08-08,A,4,1,2,82,ROUSUR,55,0.6,,NO LEAVES,A,,V
2005-08-08,A,4,1,2,83,HIPVOL,39,0.39,,,A,,V
2005-08-08,A,4,1,2,84,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,2,85,ROUSUR,16,0.18,,DEBRIS,A,,V
2005-08-08,A,4,1,2,86,HOMRAC,13,0.1,,,A,,T
2005-08-08,A,4,1,2,87,MANBID,,,,,NF,,T
2005-08-08,A,4,1,2,88,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,2,89,HETLAU,24,0.26,,,A,,V
2005-08-08,A,4,1,2,90,HETLAU,16,0.18,,,A,,V
2005-08-08,A,4,1,2,91,HOMRAC,100,1.34,,,A,,T
2005-08-08,A,4,1,2,92,MANBID,,,,,NF,,T
2005-08-08,A,4,1,2,94,MANBID,,,,,NF,,T
2005-08-08,A,4,1,2,95,HIPVOL,50,0.55,,PRONE,A,,V
2005-08-08,A,4,1,2,96,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,2,97,HETLAU,,,,,NF,,V
2005-08-08,A,4,1,2,98,MANBID,16,0.2,,,A,,T
2005-08-08,A,4,1,2,99,ROUSUR,18,0.65,,BROKEN-SPROUTING,A,,V
2005-08-08,A,4,1,2,100,ROUSUR,18,0.22,,,A,,V
2005-08-08,A,4,1,2,101,PREMON,67,1.28,,,A,,T
2005-08-08,A,4,1,2,102,HOMRAC,,,,,NF,,T
2005-08-08,A,4,1,2,103,HIPVOL,16,0.25,,,A,,V
2005-08-08,A,4,1,2,110,HOMRAC,16,0.85,,BROKEN DEBRIS SPROUTING,A,,T
2005-08-08,A,4,1,2,111,MANBID,,,,,NF,,T
2005-08-08,A,4,1,2,112,HIPVOL,43,0.5,,,A,,V
2005-08-08,A,4,1,2,113,HIPVOL,,,,,D,,V
2005-08-08,A,4,1,2,149,SMIDOM,45,0.2,,,A,,V
2005-08-08,A,4,1,2,150,MATDOM,,,,,NF,,T
2005-08-08,A,4,1,2,151,TETBAL,,,,,D,,T
2005-08-08,A,4,1,2,152,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,2,199,HETLAU,16,0.05,,,A,,V
2005-08-08,A,4,1,2,200,PHYRIV,57,0.46,,,A,,H
2005-08-08,A,4,1,2,201,ROUSUR,13,0.01,,,A,,V
2005-08-08,A,4,1,2,202,DRYGLA,10,0.08,,,A,,T
2005-08-08,A,4,1,2,203,CASSYL,21,0.19,,,A,,T
2005-08-08,A,4,1,2,204,ROUSUR,15,0.05,,,A,,V
2005-08-08,A,4,1,2,205,PHYRIV,20,0.05,,,A,,H
2005-08-08,A,4,1,2,206,HIPVOL,39,0.42,,BURIED,A,,V
2005-08-08,A,4,1,3,104,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,3,105,HIPVOL,,,,,NF,,V
2005-08-08,A,4,1,3,106,ROUSUR,31,0.51,,,A,,V
2005-08-08,A,4,1,3,107,ROUSUR,155,1.92,,,A,,V
2005-08-08,A,4,1,3,108,MYRLEP,,,,,NF,,T
2005-08-08,A,4,1,3,114,ROUSUR,42,0.5,,,A,,V
2005-08-08,A,4,1,3,115,MANBID,13,0.24,,,A,,T
2005-08-08,A,4,1,3,117,TETBAL,,,,,D,,T
2005-08-08,A,4,1,3,118,TRIPAL,9,0.9,,BROKEN,A,,T
2005-08-08,A,4,1,3,119,MANBID,24,0.45,,,A,,T
2005-08-08,A,4,1,3,120,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,3,121,ROUSUR,13,0.05,,,A,,V
2005-08-08,A,4,1,3,122,CASARB,136,1.3,,,A,,T
2005-08-08,A,4,1,3,123,THEDEL,29,0.18,,"1FROND, NO SPORES",A,,F
2005-08-08,A,4,1,3,124,THEDEL,,,,,NF,,F
2005-08-08,A,4,1,3,125,CASARB,,,,,NF,,T
2005-08-08,A,4,1,3,127,HETLAU,,,,,NF,,V
2005-08-08,A,4,1,3,128,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,3,129,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,3,130,PREMON,28,0.2,,,A,,T
2005-08-08,A,4,1,3,131,MANBID,,,,,NF,,T
2005-08-08,A,4,1,3,132,MYRLEP,,,,,NF,,T
2005-08-08,A,4,1,3,133,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,3,134,GUAGUI,,,,,NF,,T
2005-08-08,A,4,1,3,135,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,3,136,TRIPAL,,,,,NF,,T
2005-08-08,A,4,1,3,137,SMIDOM,,,,,NF,,V
2005-08-08,A,4,1,3,138,HETLAU,,,,,NF,,V
2005-08-08,A,4,1,3,139,CALCAL,,,,,NF,,T
2005-08-08,A,4,1,3,140,ROUSUR,45,0.4,,,A,,V
2005-08-08,A,4,1,3,141,ROUSUR,,,,,NF,,V
2005-08-08,A,4,1,3,142,TETBAL,,,,,D,,T
2005-08-08,A,4,1,3,158,TETBAL,31,0.27,,,A,,T
2005-08-08,A,4,1,3,159,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,3,160,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,3,161,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,3,162,TETBAL,,,,,D,,T
2005-08-08,A,4,1,3,163,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,3,164,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,3,165,TETBAL,,,,,D,,T
2005-08-08,A,4,1,3,166,MANBID,55,0.3,,,A,,T
2005-08-08,A,4,1,3,167,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,3,168,GUAGUI,,,,,NF,,T
2005-08-08,A,4,1,3,169,PREMON,,,,,NF,,T
2005-08-08,A,4,1,3,170,TETBAL,,,,,D,,T
2005-08-08,A,4,1,3,171,TETBAL,,,,,D,,T
2005-08-08,A,4,1,3,172,ROUSUR,12,0.1,,,A,,V
2005-08-08,A,4,1,3,173,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,3,174,TETBAL,,,,,D,,T
2005-08-08,A,4,1,3,175,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,3,176,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,3,177,HOMRAC,,,,,NF,,T
2005-08-08,A,4,1,3,178,MANBID,,,,,NF,,T
2005-08-08,A,4,1,3,179,TETBAL,16,0.1,,,A,,T
2005-08-08,A,4,1,3,180,MANBID,,,,,NF,,T
2005-08-08,A,4,1,3,181,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,3,182,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,3,183,TETBAL,,,,,NF,,T
2005-08-08,A,4,1,3,184,MANBID,9,0.11,,DEBRI,A,,T
2005-08-08,A,4,1,3,207,PHYRIV,42,0.14,,,A,,H
2005-08-08,A,4,1,3,208,EUGSTA,11,0.27,,SPROUTING FROM DETRITUS,A,,T
2005-08-08,A,4,1,3,209,CASARB,43,0.72,,SPROUTING FROM DETRITUS,A,,T
2005-08-08,A,4,1,3,210,CASARB,43,0.7,,SPROUTING FROM DETRITUS,A,,T
2005-08-08,A,4,1,3,211,OCOLEU,22,0.78,,SPROUTING FROM DETRITUS,A,,T
2005-08-08,A,4,1,3,212,HETLAU,14,0.1,,,A,,V
2005-08-08,A,4,1,3,213,HIPVOL,47,0.49,,LEANING,A,,V
2005-08-08,A,4,2,1,1,HOMRAC,17,0.16,,,A,,T
2005-08-08,A,4,2,1,3,HIPVOL,,,,,NF,,V
2005-08-08,A,4,2,1,4,ROUSUR,,,,,NF,,V
2005-08-08,A,4,2,1,5,HETLAU,,,,,NF,,V
2005-08-08,A,4,2,1,7,ROUSUR,,,,,NF,,V
2005-08-08,A,4,2,1,9,HOMRAC,18,0.44,,,A,,T
2005-08-08,A,4,2,1,12,HIPVOL,18,0.2,,,A,,V
2005-08-08,A,4,2,1,14,DRYGLA,,,,,NF,,T
2005-08-08,A,4,2,1,15,PREMON,76,2.78,,,A,,T
2005-08-08,A,4,2,1,16,ROUSUR,,,,,NF,,V
2005-08-08,A,4,2,1,17,HETLAU,,,,,NF,,V
2005-08-08,A,4,2,1,18,PSYBRA,,,,,NF,,S
2005-08-08,A,4,2,1,19,OCOLEU,19,0.18,,,A,,T
2005-08-08,A,4,2,1,21,HOMRAC,24,0.3,,,A,,T
2005-08-08,A,4,2,1,22,MYRLEP,,,,,NF,,T
2005-08-08,A,4,2,1,23,CROPOE,,,,,D,,T
2005-08-08,A,4,2,1,24,MANBID,,,,,NF,,T
2005-08-08,A,4,2,1,26,HIPVOL,,,,,NF,,V
2005-08-08,A,4,2,1,27,GUAGUI,,,,,NF,,T
2005-08-08,A,4,2,1,28,CASSYL,30,0.48,,,A,,T
2005-08-08,A,4,2,1,29,OCOSIN,,,,,NF,,T
2005-08-08,A,4,2,1,30,ROUSUR,,,,,NF,,V
2005-08-08,A,4,2,1,33,HETLAU,,,,,NF,,V
2005-08-08,A,4,2,1,38,OCOSIN,26,0.18,,,A,,T
2005-08-08,A,4,2,1,41,SAPLAU,,,,,NF,,T
2005-08-08,A,4,2,1,43,TRIPAL,,,,,NF,,T
2005-08-08,A,4,2,1,44,PREMON,,,,,NF,,T
2005-08-08,A,4,2,1,46,HIPVOL,,,,,NF,,V
2005-08-08,A,4,2,1,47,HIPVOL,,,,,NF,,V
2005-08-08,A,4,2,1,48,CORBOR,,,,,NF,,T
2005-08-08,A,4,2,1,108,ROUSUR,,,,,NF,,V
2005-08-08,A,4,2,1,109,GUAGUI,,,,,NF,,T
2005-08-08,A,4,2,1,113,GUAGUI,,,,,NF,,T
2005-08-08,A,4,2,1,114,TETBAL,,,,,NF,,T
2005-08-08,A,4,2,1,115,GUAGUI,10,0.11,,,A,,T
2005-08-08,A,4,2,1,116,MATDOM,,,,,NF,,T
2005-08-08,A,4,2,1,117,MYRLEP,,,,,NF,,T
2005-08-08,A,4,2,1,122,ROUSUR,11,0.06,,,A,,V
2005-08-08,A,4,2,1,123,HETLAU,10,0.05,,,A,,V
2005-08-08,A,4,2,1,124,HETLAU,13,0.04,,,A,,V
2005-08-08,A,4,2,1,125,PHIANG,80,1.65,,SMALL LEAF; POM WHERE TAG IS.,A,,V
2005-08-08,A,4,2,1,126,HETLAU,12,0.05,,,A,,V
2005-08-08,A,4,2,1,127,HETLAU,10,0.03,,,A,,V
2005-08-08,A,4,2,1,128,GUAGUI,13,0.1,,,A,,T
2005-08-08,A,4,2,1,129,PHIANG,100,0.45,,POM @ TAG,A,,V
2005-08-08,A,4,2,1,130,HIPVOL,10,0.05,,,A,,V
2005-08-08,A,4,2,1,131,HIPVOL,13,0.03,,,A,,V
2005-08-08,A,4,2,1,132,ROYBOR,32,0.15,,,A,,T
2005-08-08,A,4,2,2,,PHIANG,,,,PHIANG,A,,V
2005-08-08,A,4,2,2,51,HETLAU,,,,,NF,,V
2005-08-08,A,4,2,2,53,ROUSUR,,,,,NF,,V
2005-08-08,A,4,2,2,54,SAPLAU,,,,,NF,,T
2005-08-08,A,4,2,2,55,MANBID,,,,,NF,,T
2005-08-08,A,4,2,2,57,TRIPAL,,,,,NF,,T
2005-08-08,A,4,2,2,61,MARBRI,,,,,NF,,V
2005-08-08,A,4,2,2,62,TRIPAL,,,,,NF,,T
2005-08-08,A,4,2,2,63,PSYBRA,,,,,NF,,S
2005-08-08,A,4,2,2,66,HIPVOL,34,0.35,,BROKEN,A,,V
2005-08-08,A,4,2,2,69,GUAGUI,,,,,NF,,T
2005-08-08,A,4,2,2,71,MANBID,13,0.22,,,A,,T
2005-08-08,A,4,2,2,72,MANBID,,,,,NF,,T
2005-08-08,A,4,2,2,73,MATDOM,,,,,NF,,T
2005-08-08,A,4,2,2,74,HIPVOL,,,,,NF,,V
2005-08-08,A,4,2,2,75,TABHET,38,0.75,,BROKEN,A,,T
2005-08-08,A,4,2,2,77,GUAGUI,,,,,NF,,T
2005-08-08,A,4,2,2,118,TETBAL,,,,,NF,,T
2005-08-08,A,4,2,2,119,TRIPAL,,,,,D,,T
2005-08-08,A,4,2,2,120,TETBAL,,,,,NF,,T
2005-08-08,A,4,2,2,121,TETBAL,,,,,NF,,T
2005-08-08,A,4,2,2,133,HIPVOL,13,0.04,,,A,,V
2005-08-08,A,4,2,2,134,HETLAU,12,0.03,,,A,,V
2005-08-08,A,4,2,2,135,HETLAU,11,0.04,,,A,,V
2005-08-08,A,4,2,2,136,HIPVOL,12,0.03,,,A,,V
2005-08-08,A,4,2,2,137,HETLAU,11,0.05,,,A,,V
2005-08-08,A,4,2,2,138,HETLAU,14,0.05,,,A,,V
2005-08-08,A,4,2,2,139,HETLAU,13,0.03,,,A,,V
2005-08-08,A,4,2,2,140,HETLAU,11,0.05,,,A,,V
2005-08-08,A,4,2,2,141,HETLAU,11,0.05,,,A,,V
2005-08-08,A,4,2,2,142,HETLAU,11,0.04,,,A,,V
2005-08-08,A,4,2,2,143,HETLAU,12,0.05,,,A,,V
2005-08-08,A,4,2,2,144,OCOSIN,17,0.04,,,A,,T
2005-08-08,A,4,2,2,145,OCOSIN,17,0.05,,,A,,T
2005-08-08,A,4,2,2,146,OCOSIN,15,0.06,,,A,,T
2005-08-08,A,4,2,2,147,HETLAU,11,0.08,,,A,,V
2005-08-08,A,4,2,2,148,OCOSIN,10,0.11,,,A,,T
2005-08-08,A,4,2,2,149,OCOSIN,15,0.09,,,A,,T
2005-08-08,A,4,2,2,150,OCOSIN,11,0.1,,,A,,T
2005-08-08,A,4,2,2,151,OCOSIN,11,0.05,,,A,,T
2005-08-08,A,4,2,2,152,PHIANG,35,0.22,,POM @ TAG,A,,V
2005-08-08,A,4,2,2,153,PHIANG,68,0.28,,POM @ TAG,A,,V
2005-08-08,A,4,2,3,80,THEDEL,,,,,NF,,F
2005-08-08,A,4,2,3,81,PREMON,,,,,NF,,T
2005-08-08,A,4,2,3,85,ROUSUR,,,,,NF,,V
2005-08-08,A,4,2,3,87,HIPVOL,,,,,NF,,V
2005-08-08,A,4,2,3,90,SLOBER,,,,,NF,,T
2005-08-08,A,4,2,3,94,PREMON,,,,,NF,,T
2005-08-08,A,4,2,3,95,HIPVOL,,,,,NF,,V
2005-08-08,A,4,2,3,97,CORBOR,25,1.28,,BROKEN SPROUTING,A,,T
2005-08-08,A,4,2,3,98,PSYBRA,25,0.2,,PRONE,A,,S
2005-08-08,A,4,2,3,99,ROUSUR,,,,,NF,,V
2005-08-08,A,4,2,3,100,TABHET,14,0.45,,BROKEN,A,,T
2005-08-08,A,4,2,3,101,MATDOM,,,,,NF,,T
2005-08-08,A,4,2,3,102,CALCAL,,,,,D,,T
2005-08-08,A,4,2,3,103,ROUSUR,,,,,NF,,V
2005-08-08,A,4,2,3,104,ROUSUR,,,,,NF,,V
2005-08-08,A,4,2,3,105,HETLAU,,,,,NF,,V
2005-08-08,A,4,2,3,106,ANDINE,,,,,NF,,T
2005-08-08,A,4,2,3,107,SAPLAU,,,,,D,,T
2005-08-08,A,4,2,3,154,PHIANG,65,1.45,,POM @ TAG,A,,V
2005-08-08,A,4,2,3,155,HETLAU,12,0.05,,,A,,V
2005-08-08,A,4,2,3,156,HETLAU,10,0.08,,,A,,V
2005-08-08,A,4,2,3,157,HETLAU,11,0.03,,,A,,V
2005-08-08,A,4,3,1,,HIPVOL,,,,,NF,,V
2005-08-08,A,4,3,1,,GUTCAR,,,,,NF,,T
2005-08-08,A,4,3,1,,ICHPAL,,,,,NF,,G
2005-08-08,A,4,3,1,,CHIDOM,,,,,NF,,T
2005-08-08,A,4,3,1,1,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,1,3,SAMSPI,,,,,NF,,T
2005-08-08,A,4,3,1,5,MYRLEP,,,,,NF,,T
2005-08-08,A,4,3,1,6,MANBID,,,,,NF,,T
2005-08-08,A,4,3,1,7,THEDEL,,,,,NF,,F
2005-08-08,A,4,3,1,8,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,1,10,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,1,11,MANBID,,,,,NF,,T
2005-08-08,A,4,3,1,12,HETLAU,,,,,NF,,V
2005-08-08,A,4,3,1,13,MANBID,,,,,NF,,T
2005-08-08,A,4,3,1,58,OCOSIN,,,,,NF,,T
2005-08-08,A,4,3,1,66,MANBID,,,,,NF,,T
2005-08-08,A,4,3,1,67,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,1,68,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,1,69,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,1,70,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,1,71,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,1,72,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,1,73,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,1,74,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,1,75,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,1,76,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,1,77,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,1,78,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,1,79,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,1,98,MANBID,12,0.5,,SPROUTS FROM WOOD DETRITUS,A,,T
2005-08-08,A,4,3,1,99,MANBID,23,0.52,,SPROUTS FROM WOOD DETRITUS,A,,T
2005-08-08,A,4,3,1,100,PHIANG,45,0.25,,PHIANG,A,,V
2005-08-08,A,4,3,1,101,MICRAC,10,0.2,,,A,,S
2005-08-08,A,4,3,1,102,PHIANG,75,0.37,,PHIANG,A,,V
2005-08-08,A,4,3,2,,HOMRAC,,,,,NF,,T
2005-08-08,A,4,3,2,,GUAGUI,,,,,NF,,T
2005-08-08,A,4,3,2,,ICHPAL,,,,,NF,,G
2005-08-08,A,4,3,2,17,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,2,19,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,2,21,HETLAU,,,,,NF,,V
2005-08-08,A,4,3,2,22,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,2,23,OCOLEU,,,,,NF,,T
2005-08-08,A,4,3,2,24,MANBID,,,,,NF,,T
2005-08-08,A,4,3,2,25,OCOSIN,,,,,NF,,T
2005-08-08,A,4,3,2,26,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,2,27,HETLAU,,,,,NF,,V
2005-08-08,A,4,3,2,28,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,2,29,MYRLEP,,,,,NF,,T
2005-08-08,A,4,3,2,30,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,2,31,INGLAU,,,,,NF,,T
2005-08-08,A,4,3,2,32,PREMON,,,,,NF,,T
2005-08-08,A,4,3,2,34,SAPLAU,,,,,NF,,T
2005-08-08,A,4,3,2,35,HETLAU,,,,,NF,,V
2005-08-08,A,4,3,2,60,DRYGLA,,,,,NF,,T
2005-08-08,A,4,3,2,80,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,2,81,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,2,82,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,2,83,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,2,84,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,2,85,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,2,86,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,2,87,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,2,88,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,2,89,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,2,90,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,2,103,INGLAU,65,0.4,,,A,,T
2005-08-08,A,4,3,2,104,INGLAU,12,0.2,,,A,,T
2005-08-08,A,4,3,2,105,INGLAU,80,0.45,,,A,,T
2005-08-08,A,4,3,2,106,DACEXC,20,0.18,,,A,,T
2005-08-08,A,4,3,2,107,INGLAU,20,0.3,,,A,,T
2005-08-08,A,4,3,2,108,INGLAU,12,0.15,,,A,,T
2005-08-08,A,4,3,2,109,DACEXC,20,0.2,,,A,,T
2005-08-08,A,4,3,2,110,DACEXC,16,0.18,,,A,,T
2005-08-08,A,4,3,2,111,ORMKRU,45,0.48,,,A,,T
2005-08-08,A,4,3,2,112,ORMKRU,13,0.12,,,A,,T
2005-08-08,A,4,3,2,113,DACEXC,18,0.11,,,A,,T
2005-08-08,A,4,3,3,,PHIANG,,,,PHIANG,A,,V
2005-08-08,A,4,3,3,38,HETLAU,,,,,NF,,V
2005-08-08,A,4,3,3,40,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,3,41,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,3,43,TABHET,70,1.38,,,A,,T
2005-08-08,A,4,3,3,44,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,3,45,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,3,46,MANBID,,,,,NF,,T
2005-08-08,A,4,3,3,48,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,3,49,OCOLEU,,,,,NF,,T
2005-08-08,A,4,3,3,50,ROUSUR,15,0.32,,,A,,V
2005-08-08,A,4,3,3,51,ROUSUR,,,,,D,,V
2005-08-08,A,4,3,3,52,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,3,61,DACEXC,,,,,NF,,T
2005-08-08,A,4,3,3,62,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,3,63,DRYGLA,,,,,NF,,T
2005-08-08,A,4,3,3,65,ROUSUR,,,,,NF,,V
2005-08-08,A,4,3,3,91,GUAGUI,,,,,NF,,T
2005-08-08,A,4,3,3,92,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,3,93,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,3,94,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,3,95,DACEXC,,,,,NF,,T
2005-08-08,A,4,3,3,96,TETBAL,,,,,NF,,T
2005-08-08,A,4,3,3,97,PREMON,,,,,NF,,T
2005-08-08,A,4,3,3,114,PHIANG,70,0.38,,POM @ TAG,A,,V
2005-08-08,A,4,3,3,115,ROYBOR,25,0.1,,,A,,T
2005-08-08,A,4,4,1,,HOMRAC,,,,,NF,,T
2005-08-08,A,4,4,1,,TABHET,,,,,NF,,T
2005-08-08,A,4,4,1,,ORCHID,,,,,NF,,O
2005-08-08,A,4,4,1,,TRIPAL,,,,,NF,,T
2005-08-08,A,4,4,1,,HIPVOL,,,,,NF,,V
2005-08-08,A,4,4,1,,PHIANG,,,,PHIANG,A,,V
2005-08-08,A,4,4,1,1,INGLAU,16,0.28,,,A,,T
2005-08-08,A,4,4,1,3,ROUSUR,,,,,NF,,V
2005-08-08,A,4,4,1,5,MANBID,,,,,NF,,T
2005-08-08,A,4,4,1,6,TETBAL,,,,,NF,,T
2005-08-08,A,4,4,1,8,INGLAU,,,,,NF,,T
2005-08-08,A,4,4,1,9,DRYGLA,,,,,NF,,T
