START_DATE,BLOCK,PLOT,SUB_QUAD,TAG,SPECIES,MAIN_STEM,DBH_CM,HEIGHT_Measured,HEIGHT_Estimated,SLP,A_D_NF,COMMENTS
2009-11-12,B,2,16,270,CECSCH,,3.7,5.75,,S,A,Seedling plot #68
2009-11-12,B,2,16,271,CECSCH,,,,,,D,TCODS
2009-11-12,B,2,16,272,ALCLAT,,1.85,4.07,,S,A,
2009-11-12,B,2,16,273,CECSCH,,3.5,4.43,,S,A,
2009-11-12,B,2,16,274,PSYBER,,1.7,2.7,,S,A,
2009-11-12,B,2,16,275,PSYBER,,1.38,2.7,,S,A,
2009-11-12,B,2,16,308,PSYBER,,,,,,D,TCODS
2009-11-12,B,2,16,309,PSYBER,,,,,,D,TCODS
2009-11-12,B,3,1,1,PREMON,,8.5,3.26,,S,A,POM=86; DBH 8.5; DTN=-20
2009-11-12,B,3,1,2,MIRGAR,,31.2,15,,S,A,
2009-11-12,B,3,1,3,ALCFLO,,31,15,,S,A,
2009-11-12,B,3,1,4,MIRGAR,,12,9,,S,A,
2009-11-12,B,3,1,5,ALCFLO,,32.7,20,,S,A,
2009-11-12,B,3,1,6,MATDOM,,15.4,17,,S,A,
2009-11-12,B,3,1,7,PREMON,,12.5,,,L,A,Cruched by fallen branch
2009-11-12,B,3,2,8,EUGSTA,,1.7,3.18,,S,A,
2009-11-12,B,3,2,9,MATDOM,,25.8,9.8,,S,A,
2009-11-12,B,3,2,10,BYRWAD,,17.4,14,,S,A,
2009-11-12,B,3,2,11,PREMON,,7.9,3.5,,S,A,Old & New POM=105; DTN= -20
2009-11-12,B,3,2,12,CASARB,,3.11,5.5,,S,A,
2009-11-12,B,3,2,14,DACEXC,,20,20.5,,S,A,
2009-11-12,B,3,2,15,MATDOM,,30.6,20,,S,A,
2009-11-12,B,3,2,16,INGLAU,,4.83,6.3,,S,A,
2009-11-12,B,3,2,17,PREMON,,13.5,11.5,,S,A,
2009-11-12,B,3,2,114,RHEPOR,,1.65,2.9,,S,A,
2009-11-12,B,3,2,117,CASARB,12,1.08,2.45,,S,A,
2009-11-12,B,3,2,118,SLOBER,,1.06,2.12,,S,A,
2009-11-12,B,3,3,18,HIRRUG,,3.44,6.7,,S,A,
2009-11-12,B,3,3,19,PREMON,,7.3,3.2,,S,A,DTN= -20; Old & New POM=100; DBH=73
2009-11-12,B,3,3,20,GUTCAR,,8.7,10,,S,A,
2009-11-12,B,3,3,21,HIRRUG,,1.05,2.3,,S,A,
2009-11-12,B,3,3,22,MIRGAR,,19.4,11,,S,A,
2009-11-12,B,3,4,23,HIRRUG,,9.3,11,,S,A,
2009-11-12,B,3,4,24,HIRRUG,,8.3,3.5,,S,A,Dying; Top dead
2009-11-12,B,3,4,25,HIRRUG,,13.6,9,,S,A,
2009-11-12,B,3,4,26,MANBID,,1.58,2.62,,S,A,
2009-11-12,B,3,4,27,CALSQU,,15,13,,S,A,
2009-11-12,B,3,4,115,SLOBER,,1.22,2.36,,S,A,
2009-11-12,B,3,5,28,PREMON,,16.1,12.5,,S,A,
2009-11-12,B,3,5,29,PREMON,,15.6,12,,S,A,
2009-11-12,B,3,6,30,HOMRAC,,42.8,22,,S,A,
2009-11-12,B,3,6,31,CASARB,,7.2,10,,S,A,
2009-11-12,B,3,6,33,PREMON,,9.4,3.65,,S,A,DTN= -20; Old & New POM=90
2009-11-12,B,3,6,120,MYRDEF,,1,2.17,,S,A,
2009-11-12,B,3,7,35,CSSGUI,,7.5,9,,S,A,
2009-11-12,B,3,7,36,PREMON,,7.7,3.17,,S,A,DTN= -20; Old & New POM=100
2009-11-12,B,3,7,38,PREMON,,13.6,10,,S,A,
2009-11-12,B,3,7,39,PREMON,,7.6,2.67,,S,A,DTN= -20; Old & New POM=65; DBH=7.6
2009-11-12,B,3,7,40,PREMON,,11.8,6.3,,S,A,
2009-11-12,B,3,8,41,DACEXC,,26,19.5,,S,A,
2009-11-12,B,3,8,42,HIRRUG,,2.55,4.6,,S,A,
2009-11-12,B,3,8,44,DRYGLA,,16.5,10,,S,A,
2009-11-12,B,3,8,45,HIRRUG,,9.4,9.8,,S,A,
2009-11-12,B,3,8,46,PREMON,,11.7,4.2,,S,A,
2009-11-12,B,3,8,47,CORBOR,,8.8,10,,S,A,
2009-11-12,B,3,8,48,SLOBER,,2.92,4.6,,S,A,
2009-11-12,B,3,8,49,EUGSTA,,,,,,D,TCODS
2009-11-12,B,3,9,50,PREMON,,9.1,5,,S,A,
2009-11-12,B,3,9,51,PREMON,,8.3,2.7,,S,A,DTN= -20; Old & New POM=55; DBH=8.3
2009-11-12,B,3,9,52,HIRRUG,,,,,,D,TCODS
2009-11-12,B,3,9,53,HIRRUG,,2,3.84,,S,A,
2009-11-12,B,3,9,54,GUEVAL,,7.4,12,,S,A,Dying
2009-11-12,B,3,9,55,PREMON,,14,12,,S,A,
2009-11-12,B,3,9,56,MIRGAR,,34.6,14,,S,A,
2009-11-12,B,3,9,57,PREMON,,10,5,,S,A,
2009-11-12,B,3,10,58,SLOBER,,2.6,3.75,,S,A,
2009-11-12,B,3,10,60,TABHET,,19.8,21,,S,A,
2009-11-12,B,3,10,61,MATDOM,,21.4,18,,S,A,
2009-11-12,B,3,10,62,OCOLEU,,1.5,2.3,,S,A,
2009-11-12,B,3,11,63,BYRWAD,,1.8,1.87,,S,A,Dying; Top broken
2009-11-12,B,3,11,64,DACEXC,,9.6,11,,S,A,
2009-11-12,B,3,11,65,DACEXC,,46.4,21,,S,A,
2009-11-12,B,3,11,66,SLOBER,,2.13,3.12,,S,A,
2009-11-12,B,3,11,67,SLOBER,,1.86,3.2,,S,A,
2009-11-12,B,3,11,68,DACEXC,,20.3,14,,S,A,
2009-11-12,B,3,11,69,HIRRUG,,12.8,11,,S,A,
2009-11-12,B,3,11,70,HIRRUG,,10.5,9,,S,A,
2009-11-12,B,3,11,71,HIRRUG,,,,,,D,Tag not found
2009-11-12,B,3,11,72,SLOBER,,2.65,5.2,,S,A,
2009-11-12,B,3,12,73,HIRRUG,,4.48,7,,S,A,
2009-11-12,B,3,12,74,SLOBER,,1.9,3.15,,S,A,
2009-11-12,B,3,13,76,BUCTET,,5.25,11,,S,A,
2009-11-12,B,3,13,77,PREMON,,7,3,,S,A,DTN= -20; Old & New POM=65
2009-11-12,B,3,13,78,CYRRAC,,33.8,20,,S,A,
2009-11-12,B,3,13,79,MATDOM,,9.5,12,,S,A,
2009-11-12,B,3,13,80,SLOBER,,1.78,2.92,,S,A,
2009-11-12,B,3,13,82,HOMRAC,,,,,,D,TCODS
2009-11-12,B,3,13,83,SLOBER,,1.34,2.36,,S,A,
2009-11-12,B,3,13,119,SLOBER,,1.05,2.04,,S,A,
2009-11-12,B,3,14,84,PREMON,,7.4,2.5,,S,A,DTN= -20; Old & New POM=70
2009-11-12,B,3,14,85,HOMRAC,,28.2,22,,S,A,
2009-11-12,B,3,14,87,PREMON,,13.1,12,,S,A,
2009-11-12,B,3,14,88,MATDOM,,14.8,19,,S,A,
2009-11-12,B,3,14,89,PREMON,,14.4,13,,S,A,
2009-11-12,B,3,14,90,HIRRUG,,7.8,8.5,,S,A,
2009-11-12,B,3,14,91,MIRGAR,,3.13,5.1,,S,A,
2009-11-12,B,3,14,92,OCOSPA,,2.2,3.65,,S,A,
2009-11-12,B,3,14,93,PREMON,,10,4.32,,S,A,Old & New POM=52; DTN= -20
2009-11-12,B,3,14,94,MYRDEF,,1.16,2.82,,S,A,
2009-11-12,B,3,14,95,HIRRUG,,3.92,6.15,,S,A,
2009-11-12,B,3,14,96,HIRRUG,,3.15,5.1,,S,A,
2009-11-12,B,3,14,97,PREMON,,7.8,3.9,,S,A,Old & New POM=120; DTN= -20; DBH=7.8
2009-11-12,B,3,15,101,CORBOR,,4.5,10,,S,A,
2009-11-12,B,3,15,102,PREMON,,14,13.5,,S,A,
2009-11-12,B,3,15,103,DACEXC,,26.5,24,,S,A,
2009-11-12,B,3,15,104,DACEXC,,45.7,22,,S,A,
2009-11-12,B,3,15,105,SLOBER,,9.8,10.5,,S,A,
2009-11-12,B,3,15,106,DACEXC,,39.1,23,,S,A,
2009-11-12,B,3,15,107,HIRRUG,,8.7,8,,S,A,Sprouting @130
2009-11-12,B,3,15,108,DACEXC,,17.5,16,,S,A,
2009-11-12,B,3,16,109,DACEXC,,9.5,9.5,,S,A,Sprouting
2009-11-12,B,3,16,110,SLOBER,,1.3,2.28,,S,A,
2009-11-12,B,3,16,111,HIRRUG,,5.3,6.4,,S,A,
2009-11-12,B,3,16,112,SLOBER,,1.8,2.57,,S,A,
2009-11-12,B,3,16,113,DACEXC,,17.9,15,,S,A,
2009-11-12,B,4,1,2,PREMON,,13.8,5.84,,S,A,
2009-11-12,B,4,1,3,PREMON,,8.3,3.42,,S,A,POM=87
2009-11-12,B,4,1,4,PREMON,,13.1,6.22,,S,A,
2009-11-12,B,4,1,5,GUAGLA,,2,3.45,,S,A,
2009-11-12,B,4,1,461,MANBID,,1.24,2.03,,S,A,
2009-11-12,B,4,1,462,MANBID,,1.34,2,,S,A,
2009-11-12,B,4,2,7,DRYGLA,,3.7,8.46,,S,A,
2009-11-12,B,4,2,8,MICPRA,,,,,,D,Tag not collected
2009-11-12,B,4,2,9,PREMON,,15.7,9.1,,S,A,
2009-11-12,B,4,2,10,RHEPOR,,3.59,4.8,,S,A,
2009-11-12,B,4,2,279,MICRAC,,,,,,D,TCODS
2009-11-12,B,4,2,280,PSYBER,,1.76,2.9,,S,A,
2009-11-12,B,4,2,283,CECSCH,,2.64,3.89,,S,A,
2009-11-12,B,4,2,284,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,2,285,PSYBER,,1.55,2.51,,S,A,
2009-11-12,B,4,2,286,PSYBER,,2.25,3.37,,S,A,
2009-11-12,B,4,2,287,PSYBER,,1.5,2.7,,S,A,
2009-11-12,B,4,2,288,CECSCH,,,,,,D,TCOG
2009-11-12,B,4,2,289,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,2,290,MICRAC,,,,,,D,TCODS
2009-11-12,B,4,2,291,MICRAC,,,,,,D,TCODS
2009-11-12,B,4,2,292,MICRAC,,,,,,D,TCODS
2009-11-12,B,4,2,293,CECSCH,,2.15,2.32,,S,A,No leaves; top broken
2009-11-12,B,4,2,463,PALRIP,,1.39,2.35,,S,A,
2009-11-12,B,4,2,464,PALRIP,,1.54,3.83,,S,A,
2009-11-12,B,4,2,523,PALRIP,,1,3.19,,S,A,
2009-11-12,B,4,2,524,PALRIP,,1.14,2.41,,S,A,
2009-11-12,B,4,3,11,RHEPOR,,2.96,4.19,,S,A,
2009-11-12,B,4,3,12,HIRRUG,,7.5,8,,S,A,
2009-11-12,B,4,3,14,IXOFER,,7.2,7.22,,S,A,
2009-11-12,B,4,3,16,RHEPOR,,1.39,2.66,,S,A,
2009-11-12,B,4,3,17,PREMON,,14.7,6.8,,S,A,
2009-11-12,B,4,3,295,CECSCH,,3,4.29,,S,A,
2009-11-12,B,4,3,296,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,3,297,PSYBER,,2.4,3.18,,S,A,
2009-11-12,B,4,3,299,CECSCH,,3.62,4.65,,S,A,
2009-11-12,B,4,3,300,PSYBER,,,,,S,NF,
2009-11-12,B,4,3,301,SCHMOR,,,,,S,NF,
2009-11-12,B,4,3,302,INGLAU,,1.5,3.02,,S,A,
2009-11-12,B,4,3,305,SCHMOR,,2.58,4.12,,S,A,
2009-11-12,B,4,3,306,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,3,307,SCHMOR,,2.45,3.79,,S,A,
2009-11-12,B,4,3,308,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,3,309,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,3,310,CECSCH,,2.82,3.77,,S,A,
2009-11-12,B,4,3,311,SCHMOR,,,,,,D,TCODS
2009-11-12,B,4,3,312,PSYBER,,1.63,3.15,,S,A,
2009-11-12,B,4,3,313,PALRIP,,1.34,3.41,,S,A,
2009-11-12,B,4,3,314,PSYBER,,1.25,2.41,,S,A,
2009-11-12,B,4,3,315,SCHMOR,,4.57,5.84,,S,A,
2009-11-12,B,4,3,316,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,3,317,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,3,318,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,3,319,PSYBER,,1.95,3.6,,S,A,
2009-11-12,B,4,3,320,PSYBER,,,,,,D,TCODS
2009-11-12,B,4,3,321,CECSCH,,,,,,D,TCOG
2009-11-12,B,4,3,322,PSYBER,,1.7,3.25,,S,A,
2009-11-12,B,4,3,323,SCHMOR,,2.02,3.43,,S,A,
2009-11-12,B,4,3,324,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,3,325,PSYBER,,,,,,D,TCODS
2009-11-12,B,4,3,326,RHEPOR,,1.32,2.55,,S,A,
2009-11-12,B,4,3,327,SCHMOR,,1.51,2.81,,S,A,
2009-11-12,B,4,3,328,RHEPOR,,1.15,2.16,,S,A,
2009-11-12,B,4,3,465,CECSCH,,,,,S,NF,
2009-11-12,B,4,3,466,PALRIP,,1.32,2.51,,S,A,
2009-11-12,B,4,3,467,PSYBER,,1.48,2.77,,S,A,
2009-11-12,B,4,3,468,CECSCH,,1.95,2.9,,S,A,
2009-11-12,B,4,3,469,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,3,470,PSYBER,,,,,,D,TCODS
2009-11-12,B,4,3,525,PALRIP,,1.15,2.6,,S,A,
2009-11-12,B,4,4,19,MIRGAR,,23,11.5,,S,A,
2009-11-12,B,4,4,20,SCHMOR,,7.5,7.82,,S,A,POM=135
2009-11-12,B,4,4,21,MICPRA,,1.27,2.68,,S,A,
2009-11-12,B,4,4,22,SLOBER,,6.1,3.42,,S,A,Top dead
2009-11-12,B,4,4,23,SLOBER,,3.7,4.74,,S,A,
2009-11-12,B,4,4,24,RHEPOR,,1.24,183,,S,A,
2009-11-12,B,4,4,25,DACEXC,,11.5,8.7,,S,A,POM=135
2009-11-12,B,4,4,329,SCHMOR,,,,,,D,TCODS
2009-11-12,B,4,4,330,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,4,331,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,4,332,PSYBER,,3.35,4.51,,S,A,
2009-11-12,B,4,4,333,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,4,335,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,4,337,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,4,338,MICPRA,,3.14,4.68,,S,A,
2009-11-12,B,4,4,339,MICPRA,,1.52,3.18,,S,A,
2009-11-12,B,4,4,340,MICPRA,,2,3.77,,S,A,
2009-11-12,B,4,4,342,PALRIP,,1.55,2.73,,S,A,
2009-11-12,B,4,4,471,PSYBER,,,,,,D,TCODS
2009-11-12,B,4,4,472,PALRIP,,1.2,3.05,,S,A,
2009-11-12,B,4,4,473,PALRIP,,1.3,2.87,,S,A,
2009-11-12,B,4,5,26,PREMON,,12.2,7.5,,S,A,DTN= -20
2009-11-12,B,4,5,27,PREMON,,9.6,4.86,,S,A,
2009-11-12,B,4,5,28,PREMON,,9.4,3.85,,S,A,
2009-11-12,B,4,5,29,PREMON,,12.5,7,,S,A,
2009-11-12,B,4,5,30,PREMON,,7.4,3.84,,S,A,
2009-11-12,B,4,5,31,MIRGAR,,3,3.61,,S,A,
2009-11-12,B,4,5,32,EUGSTA,,2.49,,,S,A,
2009-11-12,B,4,5,33,MIRGAR,,5.23,3.3,,S,A,
2009-11-12,B,4,5,34,PREMON,,15.6,8.97,,S,A,
2009-11-12,B,4,5,36,EUGSTA,,1.98,2.63,,S,A,
2009-11-12,B,4,5,341,SLOBER,,1.6,2.59,,S,A,
2009-11-12,B,4,5,343,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,5,344,MICRAC,,,,,,D,TCODS
2009-11-12,B,4,5,345,MICRAC,,,,,,D,TCODS
2009-11-12,B,4,6,38,PSYBER,,,,,,D,TCOG
2009-11-12,B,4,6,39,PREMON,,14,7.15,,S,A,
2009-11-12,B,4,6,40,PREMON,,17.5,9,,S,A,
2009-11-12,B,4,6,41,MANBID,,9.2,8.9,,S,A,
2009-11-12,B,4,6,348,PSYBER,,2.35,2.91,,S,A,
2009-11-12,B,4,6,349,PSYBER,,1.07,1.2,,S,A,
2009-11-12,B,4,6,350,PSYBER,,1.3,2.25,,S,A,
2009-11-12,B,4,6,352,PSYBER,,1.35,2.42,,S,A,
2009-11-12,B,4,6,353,RHEPOR,,1.9,2.77,,S,A,
2009-11-12,B,4,6,354,PSYBER,,1.3,2.79,,S,A,
2009-11-12,B,4,6,355,PSYBER,,1.25,2.91,,S,A,
2009-11-12,B,4,6,356,PSYBER,,1.22,2.78,,S,A,
2009-11-12,B,4,6,357,PSYBER,,1.48,2.66,,S,A,
2009-11-12,B,4,6,358,PSYBER,,1.99,3.38,,S,A,
2009-11-12,B,4,6,359,PSYBER,,1.21,3.26,,S,A,
2009-11-12,B,4,6,360,OCOLEU,,1.61,2.78,,S,A,
2009-11-12,B,4,6,361,PSYBER,,1.29,2.65,,S,A,
2009-11-12,B,4,6,362,PSYBER,,2.32,4.63,,S,A,
2009-11-12,B,4,6,363,PSYBER,,,,,,D,TCOG
2009-11-12,B,4,6,364,PSYBER,,,,,,D,TCODS
2009-11-12,B,4,6,474,PSYBER,,1.3,1.73,,S,A,Top broken
2009-11-12,B,4,6,475,PSYBER,,1.61,2.52,,S,A,
2009-11-12,B,4,6,476,PSYBER,,1.6,3.2,,S,A,
2009-11-12,B,4,6,477,SCHMOR,,1.1,1.67,,S,A,Hervibory
2009-11-12,B,4,6,478,PSYBER,,1.4,2.82,,S,A,
2009-11-12,B,4,6,526,CASARB,,1.3,2.5,,S,A,
2009-11-12,B,4,6,527,PSYBER,,1,2.56,,S,A,
2009-11-12,B,4,6,528,PALRIP,,1,2.53,,S,A,
2009-11-12,B,4,7,42,MIRGAR,,39.2,16,,S,A,
2009-11-12,B,4,7,43,MIRGAR,,23,9,,S,A,
2009-11-12,B,4,7,46,RHEPOR,,2.37,3.7,,S,A,
2009-11-12,B,4,7,47,RHEPOR,,4.11,5,,S,A,
2009-11-12,B,4,7,48,PALRIP,,1.55,4.1,,S,A,
2009-11-12,B,4,7,49,RHEPOR,,2.8,3.83,,S,A,
2009-11-12,B,4,7,51,DACEXC,,36.6,19,,S,A,
2009-11-12,B,4,7,52,HIRRUG,,5.3,6.15,,S,A,
2009-11-12,B,4,7,367,PALRIP,,1.69,3.68,,S,A,
2009-11-12,B,4,7,369,PSYBER,,,,,,D,TCODS
2009-11-12,B,4,7,371,SCHMOR,,1.14,2.35,,S,A,
2009-11-12,B,4,7,372,PSYBER,,1.5,2.55,,S,D,Top broken
2009-11-12,B,4,7,373,PSYBER,,1.73,2.57,,S,A,Top broken
2009-11-12,B,4,7,374,PSYBER,,1.55,2.37,,S,A,
2009-11-12,B,4,7,375,PSYBER,,1.25,1.09,,S,A,Top broken; dying
2009-11-12,B,4,7,378,SCHMOR,,1.05,1.64,,S,A,
2009-11-12,B,4,7,379,PSYBER,,1.31,3.7,,S,A,
2009-11-12,B,4,7,382,PSYBER,,1.35,1.8,,S,D,Top broken
2009-11-12,B,4,7,383,PALRIP,,2.45,5.7,,S,A,
2009-11-12,B,4,7,384,PALRIP,,2.22,5.2,,S,D,
2009-11-12,B,4,7,385,PALRIP,,1.93,5,,S,A,
2009-11-12,B,4,7,386,PALRIP,,1.75,4.35,,S,A,
2009-11-12,B,4,7,387,PSYBER,,1.56,3.64,,S,A,Top broken
2009-11-12,B,4,7,388,PSYBER,,4.08,5.4,,S,A,
2009-11-12,B,4,7,389,HELCAR,,,,,S,A,2 culms
2009-11-12,B,4,7,390,MICPRA,,1.68,3.6,,S,A,
2009-11-12,B,4,7,391,MICPRA,,2.02,4.74,,S,A,
2009-11-12,B,4,7,392,PSYBER,,2.83,5.1,,S,A,
2009-11-12,B,4,7,393,CECSCH,,,,,,D,TCODS
2009-11-12,B,4,7,394,PSYBER,,1.38,3.1,,S,A,
2009-11-12,B,4,7,395,PSYBER,,2.5,4,,S,A,
2009-11-12,B,4,7,396,PSYBER,,2.7,4.35,,S,A,
2009-11-12,B,4,7,479,PALRIP,,1.34,3.15,,S,A,
2009-11-12,B,4,7,480,MICTET,,1.22,2.72,,S,A,
2009-11-12,B,4,7,481,PALRIP,,1.1,2.9,,S,A,
2009-11-12,B,4,7,482,PALRIP,,1.55,3.11,,S,A,
2009-11-12,B,4,7,529,PSYBER,,1,2.15,,S,A,
2009-11-12,B,4,7,530,PALRIP,,1.03,1.71,,S,A,
2009-11-12,B,4,8,53,RHEPOR,,2.6,3.45,,S,A,
2009-11-12,B,4,8,54,HIRRUG,,6.7,6.48,,S,A,
2009-11-12,B,4,8,56,PALRIP,,,,,S,D,Tag left on stem for hijos
2009-11-12,B,4,8,57,SLOBER,,10.5,10,,S,A,
2009-11-12,B,4,8,58,RHEPOR,,1.73,3.16,,S,A,
2009-11-12,B,4,8,59,HIRRUG,,4.12,6,,S,A,
2009-11-12,B,4,8,60,MIRGAR,,5.3,7.1,,S,A,
2009-11-12,B,4,8,62,RHEPOR,,3.86,6,,S,A,
2009-11-12,B,4,8,63,HIRRUG,,2.25,2.35,,S,A,Top broken
2009-11-12,B,4,8,66,SLOBER,,11,7.2,,S,A,
2009-11-12,B,4,8,67,SLOBER,,1.1,1.66,,S,A,Top broken
2009-11-12,B,4,8,68,RHEPOR,,3.9,6.8,,S,A,
2009-11-12,B,4,8,69,PREMON,,12.3,5.4,,S,A,POM=115
2009-11-12,B,4,8,397,CECSCH,,,,,S,NF,
2009-11-12,B,4,8,398,MICTET,,2.2,4.61,,S,A,
2009-11-12,B,4,8,399,PALRIP,56,1.25,3.36,,S,A,
2009-11-12,B,4,8,400,PALRIP,56,1.55,1.58,,S,A,Top Dead
2009-11-12,B,4,8,401,PALRIP,56,1.34,1.87,,S,A,
2009-11-12,B,4,8,483,SLOBER,66,2.44,4.85,,S,A,
2009-11-12,B,4,8,484,HIRRUG,54,2.94,3.93,,S,A,
2009-11-12,B,4,9,71,ALCFLO,,3.12,2.65,,S,A,Sprouting
2009-11-12,B,4,9,72,CORBOR,,2.55,3.9,,S,A,
2009-11-12,B,4,9,73,RHEPOR,,2.04,2.95,,S,A,
2009-11-12,B,4,9,74,OCOSIN,,,,,S,NF,Broken below 130; sprout
2009-11-12,B,4,9,75,PREMON,,15,10,,S,A,
2009-11-12,B,4,9,76,CESMAC,,,,,S,A,Broken below 130; sprouting
2009-11-12,B,4,9,77,CASSYL,,4,6.1,,S,A,
2009-11-12,B,4,9,78,TABHET,,,,,S,A,Broken below 130; sprout
2009-11-12,B,4,9,79,PREMON,,11.7,7,,S,A,
2009-11-12,B,4,9,80,RHEPOR,,1.77,2.59,,S,A,
2009-11-12,B,4,9,403,TABHET,,1.47,2.7,,S,A,
2009-11-12,B,4,9,404,PSYBER,,1.36,2.3,,S,A,
2009-11-12,B,4,9,405,CECSCH,,,,,S,A,TCOG
2009-11-12,B,4,9,406,SLOBER,,2.36,3.85,,S,A,
2009-11-12,B,4,9,485,MICRAC,,1.5,2.43,,S,A,
2009-11-12,B,4,9,486,ALCLAT,,1.55,2.75,,S,A,
2009-11-12,B,4,9,487,CECSCH,,1.35,1.78,,S,A,Above rock
2009-11-12,B,4,9,531,OCOSIN,74,1,2.22,,S,A,
2009-11-12,B,4,10,81,OCOLEU,,,,,S,A,Broken below 130
2009-11-12,B,4,10,82,MANBID,,9.3,10.84,,S,A,
2009-11-12,B,4,10,84,OCOLEU,,2.8,4.15,,S,A,
2009-11-12,B,4,10,85,PSYBER,,,,,S,A,Broken below 130
2009-11-12,B,4,10,86,RHEPOR,87,2,3.18,,S,A,
2009-11-12,B,4,10,87,RHEPOR,,1.81,3.18,,S,A,
2009-11-12,B,4,10,88,MICPRA,,4.5,6.3,,S,A,
2009-11-12,B,4,10,89,HIRRUG,,6,7.1,,S,A,
2009-11-12,B,4,10,90,MIRGAR,,36,12,,S,A,POM=140
2009-11-12,B,4,10,91,OCOLEU,,,,,S,A,Broken below 130; sprouting
2009-11-12,B,4,10,92,HIRRUG,,7.4,7.86,,S,A,
2009-11-12,B,4,10,93,EUGSTA,,1.74,3.06,,S,A,
2009-11-12,B,4,10,94,DACEXC,,13.9,12.1,,S,A,
2009-11-12,B,4,10,116,CASARB,,,,,,D,Tag not found
2009-11-12,B,4,10,407,RHEPOR,,1.21,2.66,,S,A,
2009-11-12,B,4,10,408,PSYBER,,1.2,2.29,,S,A,
2009-11-12,B,4,10,409,PSYBER,,,,,,D,TCODS
2009-11-12,B,4,10,410,PSYBER,,,,,,D,TCODS
2009-11-12,B,4,10,411,MANBID,,1.15,1.7,,S,A,
2009-11-12,B,4,10,412,PSYBER,,1.6,2.72,,S,A,
2009-11-12,B,4,10,413,PSYBER,,1.61,2.55,,S,A,
2009-11-12,B,4,10,414,PSYBER,85,3.1,3.3,,S,A,
2009-11-12,B,4,10,415,PSYBER,85,,,,S,A,Broken below 130
2009-11-12,B,4,10,416,MANBID,,1.52,2.39,,S,A,
2009-11-12,B,4,10,488,MICPRA,,1.01,2.52,,S,D,
2009-11-12,B,4,11,95,RHEPOR,,4.23,5,,S,D,
2009-11-12,B,4,11,96,RHEPOR,,4.04,4.6,,S,A,
2009-11-12,B,4,11,97,HIRRUG,,4.05,5.3,,S,A,
2009-11-12,B,4,11,98,RHEPOR,,4.85,5.5,,S,A,
2009-11-12,B,4,11,99,DACEXC,,5.7,7.1,,S,A,Twisted stem over rock
2009-11-12,B,4,11,100,DACEXC,99,1.8,4.1,,S,A,
2009-11-12,B,4,11,101,RHEPOR,,2.65,3.4,,S,A,
2009-11-12,B,4,11,102,MYRLEP,,2.33,3.47,,S,A,
2009-11-12,B,4,11,103,MYRLEP,102,1.57,2.65,,S,A,
2009-11-12,B,4,11,104,DACEXC,,22.4,16,,S,A,
2009-11-12,B,4,11,105,RHEPOR,,4.85,6.21,,S,A,
2009-11-12,B,4,11,106,RHEPOR,,1.8,2.9,,S,A,
2009-11-12,B,4,11,107,RHEPOR,,9.2,11.95,,S,A,POM=140
2009-11-12,B,4,11,108,HIRRUG,,9.6,12,,S,A,
2009-11-12,B,4,11,110,RHEPOR,,1.9,2.95,,S,A,
2009-11-12,B,4,11,111,MICTET,,2.37,4.8,,S,A,
2009-11-12,B,4,11,112,RHEPOR,,6,6.9,,S,A,
2009-11-12,B,4,11,113,RHEPOR,,2.9,3.92,,S,A,
2009-11-12,B,4,11,114,RHEPOR,,3.05,3.75,,S,A,
2009-11-12,B,4,11,115,RHEPOR,,3.45,4.41,,S,A,
2009-11-12,B,4,11,419,RHEPOR,,1.41,2.74,,S,A,
2009-11-12,B,4,11,420,RHEPOR,,1.1,2.2,,S,A,
2009-11-12,B,4,11,421,MICTET,,2.09,3.35,,S,A,
2009-11-12,B,4,11,422,MICPRA,,1.61,3,,S,A,
2009-11-12,B,4,11,489,CASARB,,1.68,3,,S,A,
2009-11-12,B,4,12,116,RHEPOR,,4.85,5.4,,S,A,
2009-11-12,B,4,12,117,RHEPOR,,2.06,2.67,,S,A,
2009-11-12,B,4,12,118,ILESID,,4.6,1.5,,P,A,Top dead
2009-11-12,B,4,12,119,ILESID,,,,,,D,TCOG; Verify history
2009-11-12,B,4,12,120,ILESID,118,5.35,6,,S,A,
2009-11-12,B,4,12,121,ILESID,118,1.18,2.5,,S,A,
2009-11-12,B,4,12,122,MATDOM,,,,,S,A,Broken below 130; sprouting
2009-11-12,B,4,12,123,ILESID,,3.26,6.12,,S,A,
2009-11-12,B,4,12,124,RHEPOR,,6.6,6.91,,S,A,
