Lake,Year,DOY,BGA_HYLB,Manual_Chl,DO_Sat,pH
L,2015,191,236.320427768014,2.08267140122003,92.6706005858413,6.6673154027188
L,2015,192,203.530562055714,1.72153711192036,92.2227447177141,6.63814873605214
L,2015,193,168.729085245629,1.73697296159119,93.0940695779885,6.64780151382992
L,2015,194,118.686802251351,2.3412224697046,92.4140531004181,6.66023206938547
L,2015,195,129.891946041159,1.82408748883829,89.9432995996814,6.58721123605214
L,2015,196,116.846646248856,1.94373311423152,89.0914799150249,6.53818345827436
L,2015,197,118.5625,1.68645591975849,90.7906403895681,6.55235012494103
L,2015,198,128.659212566455,2.203199901849,90.1353665701223,6.57162095827436
L,2015,199,132.147476344616,2.22681622790701,91.2834696839968,6.57311401382992
L,2015,200,145.184594352457,1.68684691853428,91.8320385866114,6.59509318049658
L,2015,201,224.166408115532,1.63187249065752,90.2997604916128,6.55474595827436
L,2015,202,244.034356283461,1.55554952962236,89.1253453514251,6.49078762494103
L,2015,203,161.124044151268,2.09020125564428,89.1388341132494,6.4798154027188
L,2015,204,176.742154627897,1.921488411879,90.3710398877596,6.50057929160769
L,2015,205,145.869510919322,1.85153560289909,90.8776675410143,6.50103068049658
L,2015,206,141.246527777778,1.13976143144208,91.1083388677548,6.50623901382992
L,2015,207,143.06619836709,1.56493350024144,91.7449099763895,6.52217651382992
L,2015,208,116.697916666667,1.53083762499457,91.4994674535751,6.51662095827436
L,2015,209,113.570508379849,1.54718215582035,90.5956046454642,6.50467651382992
L,2015,210,136.043908073041,1.9940937565539,89.8825399506972,6.50377879533762
L,2015,211,203.727060048184,1.93372354557117,88.8665292139454,6.46395833333333
L,2015,212,199.109284545745,2.02912724686512,88.4325425343064,6.44965277777778
L,2015,213,233.115829008391,2.03139503976473,88.8282563095341,6.47059027777778
L,2015,214,213.057669039326,2.38492127488499,88.0926879367422,6.47104166666667
L,2015,215,158.443013581143,2.11283617477505,86.9383579843473,6.45
L,2015,216,159.966925898303,2.3567670170351,87.3337891668426,6.39194444444444
L,2015,217,164.675479576551,2.37508296368843,87.4877305333982,6.38503472222222
L,2015,218,158.849483881621,2.08535287082443,88.8367730180075,6.38659722222222
L,2015,219,158.996527777778,2.24816476106542,88.2839019828055,6.42854166666667
L,2015,220,172.540952825202,2.35795721730862,87.0602750474699,6.38826388888889
L,2015,221,167.104166666667,2.42880619548265,88.2487824727249,6.38024305555556
L,2015,222,207.576899554276,1.90605490820082,89.5135329679491,6.3771875
L,2015,223,268.494166488805,2.48053455152276,90.7607852499089,6.39284722222222
L,2015,224,178.817066359104,2.14486288450041,90.0813005092066,6.39875
L,2015,225,175.594759198064,1.83010730599042,91.0793242597928,6.40579861111111
L,2015,226,192.745076480454,2.38501433259362,93.0361768279143,6.45003472222222
L,2015,227,162.609613469091,2.19060974126841,93.0376708991909,6.43003472222222
L,2015,228,164.934027777778,2.13023953028568,93.4758246104545,6.38611111111111
L,2015,229,193.888801258929,2.87618699474716,92.5121885990505,6.37916666666667
L,2015,230,199.720774499389,2.39041949967021,91.3994069393619,6.34284722222222
L,2015,231,222.391622610871,2.58356351094227,89.405937847673,6.31052083333333
L,2015,232,240.044290194837,2.9462539753696,87.0054793841586,6.25934027777778
L,2015,233,246.04353530889,2.54430723385246,87.7259213999782,6.23118055555556
L,2015,234,243.467584658043,2.62899756868963,90.4195423343397,6.289375
L,2015,235,250.354166666667,2.85976504616377,88.9557251647501,6.28989583333333
L,2015,236,270.215277777778,3.15809711209527,85.2937824676196,6.20708333333333
L,2015,237,280.6875,3.38057541552255,83.0976636954888,6.17368055555556
L,2015,238,282.802132836079,2.72119508002206,84.2462254612991,6.16170138888889
L,2015,239,255.345065047254,3.3543784975443,85.8246254281191,6.17131944444444
L,2015,240,239.586805555556,3.24677563444555,88.9363372924712,6.1896875
L,2015,241,213.828046146991,3.00998677582416,90.6401322611487,6.2071875
L,2015,242,211.438704344566,2.59584087250223,92.9890256289093,6.21059292121442
L,2015,243,196.278837530684,2.15127526442344,93.7908419861725,6.19774305555556
L,2015,244,190.021533391803,2.13571351314681,94.0909463052246,6.20388888888889
L,2015,245,202.482638888889,2.59904706246374,93.8333813787087,6.23427083333333
L,2015,246,228.547489191333,2.90160191517382,92.3341098863744,6.15444444444444
L,2015,247,252.373116385379,NA,92.1551346432165,6.12392361111111
L,2016,141,80.1470588235294,NA,98.49428571428572,6.1125
L,2016,142,108.68202764976958,NA,97.52222222222224,6.304201388888889
L,2016,143,90.47368421052632,NA,97.19652777777776,6.304444444444444
L,2016,144,110.47345132743362,NA,97.51631944444443,6.261811846689896
L,2016,145,97.92857142857144,NA,96.84131944444444,6.288854166666667
L,2016,146,103.69718309859157,NA,93.92430555555556,6.22625
L,2016,147,101.75,NA,92.4581881533101,6.241358885017422
L,2016,148,106.875,NA,91.59236111111112,6.224652777777778
L,2016,149,130.01045296167248,NA,91.68472222222222,6.2353125
L,2016,150,135.47552447552448,NA,90.30694444444444,6.209375
L,2016,151,136.11524163568774,NA,91.93402777777776,6.213055555555556
L,2016,152,131.0811808118081,NA,92.26770833333332,6.201076388888889
L,2016,153,138.2289156626506,NA,92.18090277777776,6.2224305555555555
L,2016,154,135.58608058608058,NA,91.60277777777776,6.2221875
L,2016,155,140.37078651685394,NA,91.64618055555556,6.263472222222222
L,2016,156,144.90592334494772,NA,91.42708333333331,6.257395833333334
L,2016,157,169.4956896551724,NA,90.246875,6.247465277777778
L,2016,158,154.69257950530036,NA,90.95138888888889,6.289618055555556
L,2016,159,169.17667844522967,NA,90.31076388888889,6.291631944444444
L,2016,160,148.65384615384616,NA,91.2388888888889,6.364216027874565
L,2016,161,133.78703703703704,NA,94.70173611111112,6.417986111111111
L,2016,162,133.3790322580645,NA,96.54027777777776,6.402534722222223
L,2016,163,151.63768115942028,NA,94.65347222222222,6.335034722222222
L,2016,164,153.94779116465864,NA,93.99722222222222,6.331840277777777
L,2016,165,131.609756097561,NA,92.86271777003483,6.346794425087108
L,2016,166,149.11111111111111,NA,90.49340277777776,6.329548611111111
L,2016,167,143.12847222222223,NA,90.87986111111113,6.323472222222223
L,2016,168,161.88095238095238,NA,90.18818897637796,6.3139566929133855
L,2016,169,165.18039215686275,NA,92.83819444444444,6.3365277777777775
L,2016,170,136.32442748091603,NA,93.48854166666666,6.345138888888889
L,2016,171,138.12033195020746,NA,92.29548611111112,6.284756944444444
L,2016,172,154.99052132701422,NA,92.066898954703845,6.276759581881533
L,2016,173,144.4516129032258,NA,90.29409722222222,6.317395833333333
L,2016,174,154.75187969924812,NA,89.00104166666667,6.337048611111111
L,2016,175,130.14440433212997,NA,89.76955017301039,6.3431597222222225
L,2016,176,124.30604982206404,NA,89.21006944444444,6.331006944444445
L,2016,177,126.04225352112675,NA,89.39097222222222,6.31375
L,2016,178,175.5948275862069,NA,88.24895833333333,6.318194444444444
L,2016,179,170.11228070175437,NA,88.27395833333334,6.304270833333334
L,2016,180,190.4079422382671,NA,87.34479166666667,6.338263888888889
L,2016,181,171.33812949640287,NA,89.83576388888889,6.3668402777777775
L,2016,182,185.80836236933797,NA,90.22951388888887,6.385590277777778
L,2016,183,184.2934362934363,NA,89.10138888888889,6.364375
L,2016,184,167.9468085106383,NA,90.13993055555557,6.389756944444445
L,2016,185,157.51985559566788,NA,91.45520833333332,6.404201388888889
L,2016,186,130.70671378091873,NA,91.51141868512111,6.370276816608997
L,2016,187,120.46468401486987,NA,91.67291666666668,6.351180555555556
L,2016,188,109.1131386861314,NA,92.07326388888887,6.3639930555555555
L,2016,189,103.83391003460208,NA,88.14340277777778,6.288850174216028
L,2016,190,115.84452296819788,NA,84.73194444444445,6.266493055555555
L,2016,191,126.73134328358208,NA,84.30486111111111,6.268680555555555
L,2016,192,130.54861111111111,NA,84.38715277777777,6.254826388888889
L,2016,193,141.82105263157894,NA,82.49442508710801,6.254912891986063
L,2016,194,153.57692307692307,NA,87.8375,6.336666666666667
L,2016,195,143.79423868312756,NA,89.94722222222222,6.334895833333333
L,2016,196,138.94035087719297,NA,88.2411149825784,6.331881533101045
L,2016,197,144.63957597173146,NA,84.07326388888889,6.273229166666667
L,2016,198,135.64893617021278,NA,85.03402777777778,6.291527777777778
L,2016,199,137.6950354609929,NA,86.7388888888889,6.303090277777778
L,2016,200,135.78927203065135,NA,87.63135888501742,6.327038327526132
L,2016,201,116.54285714285714,NA,88.26284722222222,6.318680555555556
L,2016,202,115.89964157706092,NA,89.63506944444444,6.3289583333333335
L,2016,203,113.73617021276596,NA,91.32056737588653,6.343936170212766
L,2016,204,132.3089430894309,NA,90.36468253968252,6.2936507936507935
L,2016,205,125.83687943262412,NA,89.825,6.256701388888889
L,2016,206,125.85401459854016,NA,88.72881944444444,6.256284722222222
L,2016,207,148.28979591836736,NA,88.97638888888889,6.265659722222222
L,2016,208,144.4810606060606,NA,88.32404181184668,6.259477351916376
L,2016,209,151.08333333333334,NA,86.99479166666667,6.241909722222222
L,2016,210,175.50545454545454,NA,83.97177700348432,6.218919860627178
L,2016,211,187.15328467153284,NA,83.865625,6.236111111111111
L,2016,212,170.02083333333334,NA,85.1763888888889,6.260798611111111
L,2016,213,174.64768683274022,NA,85.32916666666667,6.273194444444444
L,2016,214,179.2491103202847,NA,86.33298611111111,6.277013888888889
L,2016,215,164.49652777777777,NA,87.35261324041812,6.285331010452961
L,2016,216,137.86971830985917,NA,88.6986111111111,6.31
L,2016,217,145.33216783216784,NA,89.69722222222222,6.2877777777777775
L,2016,218,154.043321299639,NA,87.94270833333333,6.259722222222222
L,2016,219,163.95255474452554,NA,86.97951388888889,6.276111111111111
L,2016,220,154.40701754385964,NA,87.353125,6.307013888888889
L,2016,221,160.49248120300751,NA,87.75972222222222,6.297395833333334
L,2016,222,166.30739299610894,NA,88.63958333333333,6.305659722222222
L,2016,223,158.30935251798562,NA,89.19236111111111,6.336597222222222
L,2016,224,172.83623693379792,NA,87.95416666666667,6.3081249999999995
L,2016,225,261.2294117647059,NA,85.0421052631579,6.247485380116959
L,2018,138,289.414798082611,NA,99.3323930256995,6.5440136791408
L,2018,139,321.118667489683,NA,98.6200133082457,6.53960239043692
L,2018,140,350.775968542045,NA,97.0975940177238,6.52957300823878
L,2018,141,365.588490808922,NA,99.3371527777778,6.5646875
L,2018,142,372.361295605195,NA,99.7659722222222,6.55833333333333
L,2018,143,373.375685451694,NA,100.339004451198,6.55123619093835
L,2018,144,370.611652604818,NA,98.3897246588447,6.50684183591588
L,2018,145,368.749517222271,NA,97.9513888888889,6.51444444444444
L,2018,146,365.84366730837303,NA,98.7269135350477,6.50519832329939
L,2018,147,362.739846294013,NA,98.3676713238957,6.46778926164866
L,2018,148,357.818891886896,1.4887756394046,97.6586805555556,6.47850368451745
L,2018,149,355.89401285728,2.04726902121755,97.4758123136819,6.45864520916614
L,2018,150,358.292568218708,2.23449197086452,95.707986680279,6.48210092155472
L,2018,151,366.177095131195,2.84632023933703,94.5346473221879,6.47064537715997
L,2018,152,339.676519072847,2.78741208384063,95.5374105080585,6.49751248081947
L,2018,153,302.007819865277,1.84740900851029,96.903125,6.5375
L,2018,154,292.555555555556,2.61211333728643,95.9119431994475,6.53783500642345
L,2018,155,280.803547837676,2.70912709831846,97.3728415123022,6.54995029919445
L,2018,156,255.012268749448,2.4798454105888,98.6122425828268,6.61416995182713
L,2018,157,250.531021047508,2.44698904663206,98.1330888504619,6.62943273031172
L,2018,158,232.503431334261,1.75719981989535,99.419895118994,6.64787041826187
L,2018,159,211.782708263504,1.76348594869969,100.702842765228,6.65508976329901
L,2018,160,209.11373160292,1.81682083535925,99.8371500780007,6.62857550251818
L,2018,161,202.783719649171,2.03476156906045,100.732531021566,6.62673514552287
L,2018,162,193.521714052652,1.53044554477774,100.530857017723,6.61673872485937
L,2018,163,187.694444444444,1.91532512177787,100.136599834721,6.61386127147565
L,2018,164,194.042352157692,1.63996675796687,100.507706974512,6.60801444121968
L,2018,165,184.529453228259,1.63795778896754,99.024696687635,6.57829859441113
L,2018,166,210.697916666667,2.30577796761484,96.0826388888889,6.55482638888889
L,2018,167,240.267361111111,1.66964765479564,92.9163894247076,6.514268236386
L,2018,168,240.549554406731,1.94643173854164,96.0375,6.55423611111111
L,2018,169,244.485304294196,2.43156534915336,96.1951388888889,6.48293840540852
L,2018,170,268.873562769329,2.05394398273144,96.0416823142747,6.46812094365424
L,2018,171,278.363067490123,2.39922742880935,96.7819444444444,6.49177083333333
L,2018,172,292.092156463274,2.17305640275607,97.4225694444444,6.50135738623568
L,2018,173,317.658683353581,2.23915796337909,98.3797695837688,6.52949866220061
L,2018,174,307.687447448681,2.41627126257783,99.3007425792546,6.55470839923773
L,2018,175,291.366561480721,2.14771747118391,98.341755622559,6.5610536824865
L,2018,176,251.319444444444,1.91688045261606,97.8527777777778,6.56640017236931
L,2018,177,240.791666666667,1.84527042860778,97.1493055555556,6.56086681038933
L,2018,178,241.270376965419,1.74559964406052,95.9302083333333,6.55396959147994
L,2018,179,243.311720520995,1.97274275188767,96.3237736460578,6.54240418379648
L,2018,180,243.049771832114,1.6434014469012,97.6555893262641,6.53980738359146
L,2018,181,253.900912520635,2.12769258664223,96.3327809639465,6.52409982535216
L,2018,182,271.3125,2.06554415856627,92.321875,6.47774305555556
L,2018,183,295.457671871291,2.67439137626558,92.079532026052,6.48221670067839
L,2018,184,233.06163999749,2.63965565421269,95.2584685444512,6.52630861133718
L,2018,185,242.786614958566,2.48282646136199,95.5719245014723,6.5450728905402
L,2018,186,267.799649296434,3.14896169826792,95.5276993870539,6.53097950985144
L,2018,187,250.827639161166,2.95143468181795,95.7743846286644,6.56041433417313
L,2018,188,235.06957314658,3.14669350746223,96.6925367529815,6.53966633486783
L,2018,189,208.020340575847,2.88695325748471,96.0969804860029,6.51835682325901
L,2018,190,178.077641017236,2.36844483930353,95.2464626426488,6.54656608943877
L,2018,191,150.484619973015,2.43299106908836,94.7083333333333,6.53763888888889
L,2018,192,138.332263621527,2.53590212621519,92.7409635858078,6.50706617857069
L,2018,193,145.791666666667,2.9252532793751,90.7095329943474,6.4819556266692
L,2018,194,136.350957280065,3.15155391633157,89.0810607870329,6.46240097917599
L,2018,195,135.274943457529,1.97002092292084,89.9268587628584,6.45831657938317
L,2018,196,139.879661418926,2.72707820840922,91.1696685191502,6.45351877799255
L,2018,197,162.19500718998,2.81164932273573,93.4693432003968,6.4834707770785
L,2018,198,160.448373524803,3.756577612387,90.8989583333333,6.4635588526381
L,2018,199,145.199044461246,3.12018807776143,91.0301332593351,6.48257388226143
L,2018,200,156.426764724284,3.26308409852002,92.7280713029597,6.49472024228529
L,2018,201,180.666537728612,3.35484861797316,89.5461844052732,6.46662501208013
L,2018,202,183.864583333333,4.12648713006956,87.3953894788949,6.42619429993638
L,2018,203,191.503980321117,3.92202593029933,89.9371746579072,6.45169988082904
L,2018,204,155.446380806213,3.54408053661946,92.8502565407694,6.4950325008618
L,2018,205,186.395059306725,3.23003331820851,96.544127283366,6.54134608026268
L,2018,206,152.773087289595,4.17872032405206,95.5555538305091,6.5591880581888
L,2018,207,181.147025222562,3.54997783271426,92.3335497901229,6.52561070422151
L,2018,208,187.887571577177,3.90906483998109,91.9416666666667,6.54776172177108
L,2018,209,179.283821648409,2.96115549955663,93.2246527777778,6.57916519840698
L,2018,210,190.488947562174,3.94781850003263,95.2260416666667,6.61447916666667
L,2018,211,181.446589317967,2.78358856219675,96.7519520388408,6.63755215901189
L,2018,212,170.164234896444,2.62552806576581,98.96875,6.66739583333333
L,2018,213,187.972222222222,3.97613848237798,96.7966401185341,6.64342810363931
L,2018,214,216.842760169696,4.29724949501237,92.2791666666667,6.59902389658406
L,2018,215,208.466540051383,4.60060381391077,92.1048611111111,6.59183758709377
L,2018,216,220.21875,3.50305868576223,93.475,6.60986111111111
L,2018,217,208.213458977616,3.22433043846849,93.9722222222222,6.63746527777778
L,2018,218,198.857880455043,5.58635953806449,97.2245774547052,6.64182327057812
L,2018,219,175.919099763873,3.56728088828911,96.63125,6.59182227992976
L,2018,220,174.373570924728,3.27591557793508,97.6944444444444,6.61183068022634
L,2018,221,163.347354346954,2.9621275813305,98.2861111111111,6.63172536778726
L,2018,222,147.92202989914,2.00916341568192,98.9927083333333,6.63121314124386
L,2018,223,157.676811565902,1.96185543602035,98.1180555555556,6.60225694444444
L,2018,224,147.382860800638,1.7663373885697,97.8055555555556,6.5921875
L,2018,225,151.055448392232,2.1727971809497,97.1180555555556,6.548125
L,2018,226,139.114583333333,1.7656245286022,95.3623870415994,6.54010147644161
L,2018,227,155.645009093588,1.70554987497716,92.9866736468086,6.52494737277645
L,2018,228,154.372890357086,3.26217682219775,92.5413194444444,6.5194391699293
L,2018,229,160.276551420765,1.83315180916023,91.3365270332104,6.49539802592092
L,2018,230,159.590277777778,2.27097744011037,90.8810544081966,6.50169128125768
L,2018,231,175.729166666667,2.65404246446594,91.0791666666667,6.51086805555556
L,2018,232,177.243055555556,NA,90.1756944444444,6.50305555555556
L,2018,233,191.722783979099,NA,86.7774305555556,6.43881944444444
L,2018,234,173.751611686888,NA,86.9736111111111,6.45173611111111
L,2019,131,312.583878968012,NA,107.469945762244,6.73087455327931
L,2019,132,361.339290245787,NA,108.926124393829,6.72287127037918
L,2019,133,378.408130179654,2.43456323234864,107.9872989503,6.69573147990744
L,2019,134,379.499546784863,2.63491844882844,108.764481415071,6.67642238279473
L,2019,135,370.190596698705,1.96871674135652,109.145347578345,6.62305074513441
L,2019,136,361.26096652171,1.92865943984496,106.588785254236,6.6156493645484
L,2019,137,361.832740380745,1.80869366207619,104.041394136459,6.62993996653542
L,2019,138,376.764926933609,2.1434435299395602,101.815625,6.64281541376711
L,2019,139,400.379817818307,2.93682545198764,102.101099433605,6.67765461646273
L,2019,140,413.594377025033,2.09204925630208,104.316793409809,6.70461172155534
L,2019,141,409.661677298804,1.86963847586823,105.918726263444,6.69091756473777
L,2019,142,402.505319007347,2.20954151287974,104.074305555556,6.6709375
L,2019,143,393.521196868017,1.9987425402597,102.775347222222,6.66002913236972
L,2019,144,378.084218689782,2.22452005787034,102.203329723178,6.64062912115762
L,2019,145,353.904056631773,1.59686405562653,104.062312195944,6.61140894238638
L,2019,146,325.766824790669,2.40975931151558,103.145474788212,6.585700845443
L,2019,147,303.38966700523,2.25695066904265,99.8972222222222,6.55770833333333
L,2019,148,287.064316077858,2.63904098414696,99.0017094132967,6.57624461853743
L,2019,149,265.443721794053,1.79014225314288,101.140625,6.57510416666667
L,2019,150,239.265756883054,1.60118584681877,101.979456800077,6.54862874557064
L,2019,151,215.325887492497,1.83968138588703,101.329166666667,6.5329896597805
L,2019,152,196.321099529513,1.84483455503517,99.3621527777778,6.54118055555556
L,2019,153,183.300077209845,2.10001949125121,99.5762981390917,6.56057925988602
L,2019,154,174.399719708329,1.67752833002546,98.4614583333333,6.59090277777778
L,2019,155,166.314714561565,1.9415767171763,99.4954861111111,6.5909375
L,2019,156,155.313938718515,2.80614108239074,101.108333333333,6.59628472222222
L,2019,157,143.715731361013,1.80560176058731,100.303043607522,6.59195124005301
L,2019,158,132.661807256335,1.87286779520107,101.573268181593,6.58588347621277
L,2019,159,126.428926631529,1.59548987718703,101.222791531318,6.56679346550055
L,2019,160,128.868970135743,1.40083750123117,98.2609337358843,6.55794408293878
L,2019,161,143.068538587461,1.81632035241544,97.5340387825097,6.55644442935888
L,2019,162,157.030537063926,2.25365264078784,97.3053168223477,6.59606648899277
L,2019,163,179.939108994801,3.29837179942135,96.259375,6.59388888888889
L,2019,164,164.883548455439,1.84297941414184,97.1985110292742,6.58436005249159
L,2019,165,175.871527777778,2.78257392215323,94.0489583333333,6.51395833333333
L,2019,166,165.290032645319,1.7179291761469,95.6854166666667,6.536875
L,2019,167,160.607935771342,1.71380664082839,96.6215277777778,6.55225694444444
L,2019,168,153.387503584245,1.89444239670129,97.3166666666667,6.55128472222222
L,2019,169,169.824581496925,2.89484430066077,96.9777777777778,6.5402573593048
L,2019,170,167.353557233776,1.70700445755284,96.572728436627,6.53834581563677
L,2019,171,170.187167683012,1.87355488442082,95.9920138888889,6.54590277777778
L,2019,172,166.865271394804,2.73488993030242,96.365625,6.55711805555556
L,2019,173,173.973847520543,2.23207803928762,97.3325963769944,6.58120876655191
L,2019,174,185.770833333333,2.10950132248379,94.9732638888889,6.54902777777778
L,2019,175,210.43477743241,2.92280883190469,93.4309027777778,6.54177083333333
L,2019,176,212.70491936824,2.80724042514234,94.8531656665924,6.56809372603646
L,2019,177,197.588973673732,3.84673770570573,96.7208333333333,6.60659722222222
L,2019,178,189.907792563416,5.82266888386966,96.3734494141453,6.59712422420133
L,2019,179,199.582086609185,3.38645663739361,98.8329861111111,6.65543382642329
L,2019,180,182.768840661069,3.8153725,100.315277777778,6.6647916666666696
L,2019,181,188.861111111111,4.24428752825447,97.603125,6.61583333333333
L,2019,182,198.090043619139,5.86293231214715,95.4197916666667,6.58621527777778
L,2019,183,191.172992152698,3.10928484614549,96.4887286085076,6.59649572320377
L,2019,184,170.047584115859,4.22724771560461,98.0020833333333,6.61260416666667
L,2019,185,170.551244101062,6.31290704216299,98.6371527777778,6.64659722222222
L,2019,186,184.795230324466,3.83952326889833,95.259375,6.58107638888889
L,2019,187,181.428831962024,4.49328866149273,95.1403944911798,6.57983218104686
L,2019,188,197.635416666667,4.86651552566223,93.8604166666667,6.58368055555556
L,2019,189,187.099948425284,3.73226864169499,94.0572033879024,6.57962745932181
L,2019,190,182.797640216307,4.28729931341097,96.089933235248,6.57668717849109
L,2019,191,227.919454782036,6.93705888938606,94.2975694444444,6.49673611111111
L,2019,192,235.471273769444,3.58392607915044,92.8979166666667,6.47055555555556
L,2019,193,228.167272150484,4.71253883151572,92.771875,6.47888888888889
L,2019,194,237.731886573677,4.9301399874113,94.1232246627173,6.51107738540874
L,2019,195,200.792379462776,4.83387878772399,92.440625,6.47638888888889
L,2019,196,204.156804146258,8.58895879151476,94.2322916666667,6.51201388888889
L,2019,197,211.160733624247,4.02991569169172,91.2275263719289,6.47124791945381
L,2019,198,204.968295155691,3.51033882371496,91.0607638888889,6.45986111111111
L,2019,199,227.74843585006101,4.1403996382279,87.7246527777778,6.41673611111111
L,2019,200,241.282703724519,2.98176108695945,86.1666666666667,6.38125
L,2019,201,259.561103929686,4.2552809557705,83.8128472222222,6.3575
L,2019,202,273.648068901918,3.31307550872405,82.6055555555556,6.33746527777778
L,2019,203,280.662815207439,3.5432503973411,83.7197916666667,6.35020833333333
L,2019,204,278.446270042119,3.99940893033471,85.6110214498904,6.37993158396598
L,2019,205,290.916666666667,4.4412072986355,87.0267361111111,6.41454861111111
L,2019,206,305.835825340859,4.4117998800301,89.646875,6.43847222222222
L,2019,207,292.712571340605,4.78104162672503,88.2680555555555,6.43545138888889
L,2019,208,299.432559137168,4.24992165985644,88.7038194444444,6.46753472222222
L,2019,209,296.954861111111,4.99733731310309,88.1607638888889,6.47072916666667
L,2019,210,322.703422876048,5.22071001844459,87.5517361111111,6.45097222222222
L,2019,211,317.146699043771,5.42477551671105,87.2336805555556,6.438125
L,2019,212,344.732362813311,5.16100196524811,89.2430555555556,6.49590277777778
L,2019,213,332.556089852668,5.10610353658989,91.3440232709186,6.52108486908263
L,2019,214,283.544034218204,4.69824737574487,93.4125,6.55559027777778
L,2019,215,273.832853829063,5.24688811771715,94.3052083333333,6.56472222222222
L,2019,216,277.084291812688,4.92917806250365,94.3090277777778,6.56986111111111
L,2019,217,282.322642616823,4.47865366111201,92.4552083333333,6.54416870911982
L,2019,218,317.694522227014,5.5178761059875,93.0836805555556,6.58100694444444
L,2019,219,292.008991363001,5.78226803774822,94.5035843722442,6.62246857745196
L,2019,220,305.492760089672,6.00268625944478,94.5590040891041,6.6119332850703
L,2019,221,311.373975217677,6.63762540741797,96.2315972222222,6.62295138888889
L,2019,222,323.871527777778,6.65122977396907,98.9822916666667,6.72479166666667
L,2019,223,313.395833333333,7.5438273793494,101.251041666667,6.78951388888889
L,2019,224,306.927083333333,6.5187589724008,102.585416666667,6.8453125
L,2019,225,349.354166666667,8.27956251586026,99.359375,6.78721157199662
L,2019,226,324.732129642683,7.01889121545857,99.3618055555555,6.76461805555556
L,2019,227,353.635416666667,7.41170012239101,101.176736111111,6.8334375
L,2019,228,393.590277777778,7.73284562370328,100.967013888889,6.83947916666667
L,2019,229,358.74231225928,7.96315793016428,101.284968196485,6.84208748432128
L,2019,230,370.670756981914,7.67004566901791,101.622222222222,6.84864583333333
L,2019,231,339.419188434798,7.67870299318679,100.122916666667,6.78642361111111
L,2019,232,346.479166666667,6.97278752881318,101.396875,6.85930555555556
L,2019,233,321.740565070002,5.9196858816987,102.469192865874,6.8709654313732
L,2019,234,326.118055555556,6.47004434672036,99.60625,6.80552083333333
L,2019,235,303.418545558411,5.25685091140356,98.1142361111111,6.73097222222222
L,2019,236,287.791665018148,6.13062227216268,98.1972222222222,6.716875
L,2019,237,274.578340423419,4.53190307564282,98.2684027777778,6.69541666666667
L,2019,238,288.454861111111,4.15668365273604,96.0684027777778,6.64697916666667
L,2019,239,265.365964405401,4.94601174838758,94.2177083333333,6.59319444444444
L,2019,240,284.003472222222,4.88644111303505,90.8104166666667,6.51885416666667
L,2019,241,283.641587573178,4.32653210785883,89.7860554692814,6.50257121642073
L,2019,242,252.699064948632,3.81849833877391,90.3836805555556,6.49996527777778
L,2019,243,258.090277777778,3.76957758632754,90.7875,6.52284722222222
L,2019,244,262.886521903076,3.97371179351597,90.7773468859123,6.51583060154903
L,2019,245,263.128500824455,4.52200899087838,93.1197916666667,6.56402777777778
L,2019,246,288.295138888889,4.69522418317796,92.3100694444445,6.53763888888889
L,2019,247,262.516731320584,5.5128603546833,91.1892361111111,6.52548611111111
L,2019,248,287.753472222222,4.65365528538294,91.4159722222222,6.5384375
R,2011,134,NA,NA,98.6084918162598,7.014642927101695
R,2011,135,NA,NA,102.07819154193356,6.866660517472222
R,2011,136,NA,7.65637,104.28868537785915,6.916161489465278
R,2011,137,NA,5.40797,106.02214549143248,6.946633277694445
R,2011,138,NA,8.75014,106.64310108180597,6.957209183434028
R,2011,139,NA,7.58465,105.5797379108058,7.017120906680557
R,2011,140,NA,6.11853,103.99623114896896,7.20891029021875
R,2011,141,NA,8.26601,104.12028741153678,7.06747665978125
R,2011,142,NA,5.97387,102.87547793771954,6.930291673840277
R,2011,143,NA,7.06466,100.40383708083937,6.860223134392361
R,2011,144,NA,6.84949,99.12446845890835,6.894323286170139
R,2011,145,NA,4.86759,98.8720565771266,6.907553263680556
R,2011,146,NA,4.42934,100.20314580673752,6.902685603989435
R,2011,147,NA,3.53581,101.62975530720816,6.88867299209375
R,2011,148,NA,4.71442,100.47211413659151,6.867518647548611
R,2011,149,NA,4.24638,100.32083360153848,6.902510107729166
R,2011,150,NA,8.75014,98.75740238113224,6.862432141239584
R,2011,151,NA,5.06757,98.89475351541844,6.820965256836805
R,2011,152,NA,5.08034,97.05618002803097,6.829081737506945
R,2011,153,NA,3.7443,98.00250878311331,6.886738743642857
R,2011,154,NA,4.11022,99.50648945029003,6.88207812428125
R,2011,155,NA,2.51889,101.16613818168686,6.808621669416667
R,2011,156,NA,2.12745,100.87276879666511,6.744440062503473
R,2011,157,NA,2.55719,99.87056757196028,6.631893408329861
R,2011,158,NA,2.02958,99.3084186224926,6.504851191425347
R,2011,159,NA,1.73174,96.42679946180276,6.516190835392361
R,2011,160,NA,2.58272,93.63615528503811,6.584578425315067
R,2011,161,NA,2.72313,91.30559375582048,6.571964792559028
R,2011,162,NA,2.45082,93.42092532683208,6.616152772541667
R,2011,163,NA,2.22105,94.56620921095958,6.6270421282829854
R,2011,164,NA,1.90194,95.99414389750136,6.596542594100694
R,2011,165,NA,2.42954,96.6871039392894,6.5864597267013885
R,2011,166,NA,2.32742,94.99251666000912,6.548269220871528
