"EOYBYear","marshName","marshRegion","Transect","locationID","speciesName","isExperiment_sd","isExperiment_mean","isExperiment_sum","ITISID_sd","ITISID_mean","ITISID_sum","liveMass_sd","liveMass_mean","liveMass_sum","deadMass_sd","deadMass_mean","deadMass_sum","unknownMass_sd","unknownMass_mean","unknownMass_sum","totalMass_sd","totalMass_mean","totalMass_sum","sampleComment_sd","sampleComment_mean","sampleComment_sum","latitude_sd","latitude_mean","latitude_sum","longitude_sd","longitude_mean","longitude_sum"
1995,"Upper Phillips Creek InundExp1, Plot 2",2,"V",9,"Spartina patens",NA,1,1,NA,41271,41271,NA,2.6,2.6,NA,11.49,11.49,NA,0,0,NA,14.09,14.09,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 2",2,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,4.94974746830583,3.5,7,7.35391052434009,12.27,24.54,0,0,0,2.40416305603426,15.77,31.54,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 2",2,"V",10,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,0,0,NA,0.76,0.76,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 2",2,"V",10,"Scirpus sp.",0,1,2,0,40225,80450,0.445477272147525,0.475,0.95,0,0,0,0,0,0,0.445477272147525,0.475,0.95,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 2",2,"V",10,"Spartina patens",0,1,2,0,41271,82542,14.8138870658582,21.175,42.35,24.3174022050054,32.125,64.25,0,0,0,39.1312892708635,53.3,106.6,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 2",2,"W",9,"Distichlis spicata",0,1,2,0,40662,81324,1.85969083452062,2.235,4.47,0.480832611206852,0.52,1.04,0,0,0,1.37885822331377,2.755,5.51,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 2",2,"W",9,"Juncus roemerianus",0,1,2,0,39238,78476,0.537401153701776,1.03,2.06,1.42128463018496,3.015,6.03,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 2",2,"W",9,"Spartina patens",0,1,2,0,41271,82542,2.87085353161738,3.79,7.58,2.05060966544099,1.97,3.94,0,0,0,4.92146319705837,5.76,11.52,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 2",2,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,6.9437885912519,15.88,31.76,3.23854905783439,9.56,19.12,0,0,0,3.70523953341751,25.44,50.88,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 2",2,"W",10,"Spartina patens",0,1,2,0,41271,82542,6.44881384442131,9.95,19.9,0.806101730552664,6.52,13.04,0,0,0,7.25491557497398,16.47,32.94,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 3",3,"V",9,"Distichlis spicata",0,1,2,0,40662,81324,2.47487373415292,3.84,7.68,0.855599205235723,2.845,5.69,0,0,0,1.61927452891719,6.685,13.37,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 3",3,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,0.14142135623731,0.1,0.2,0.735391052434009,7.01,14.02,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 3",3,"V",9,"Spartina patens",0,1,2,0,41271,82542,0.374766594028868,20.455,40.91,1.72534054609518,18.7,37.4,0,0,0,1.3505739520663,39.155,78.31,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 3",3,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,4.10829039869384,11.645,23.29,3.90322943214974,5.73,11.46,0,0,0,0.205060966544098,17.375,34.75,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 3",3,"V",10,"Scirpus sp.",NA,1,1,NA,40225,40225,NA,0.08,0.08,NA,0.25,0.25,NA,0,0,NA,0.33,0.33,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 3",3,"V",10,"Spartina patens",0,1,2,0,41271,82542,4.24264068711928,17.84,35.68,21.552614690566,38.74,77.48,0,0,0,17.3099740034467,56.58,113.16,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 3",3,"W",9,"Distichlis spicata",0,1,2,0,40662,81324,0.608111831820431,1.86,3.72,0.311126983722081,0.22,0.44,0,0,0,0.919238815542512,2.08,4.16,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 3",3,"W",9,"Juncus roemerianus",0,1,2,0,39238,78476,0.989949493661166,0.7,1.4,0.586898628384834,2.015,4.03,NA,0,0,NA,1.6,1.6,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 3",3,"W",9,"Spartina patens",0,1,2,0,41271,82542,0.127279220613579,0.2,0.4,0.530330085889911,0.375,0.75,0,0,0,0.657609306503489,0.575,1.15,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 3",3,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,13.717871555019,13.87,27.74,7.67917964368591,6.4,12.8,0,0,0,21.3970511987049,20.27,40.54,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 3",3,"W",10,"Scirpus sp.",0,1,2,0,40225,80450,0.15556349186104,0.11,0.22,0.325269119345812,0.23,0.46,0,0,0,0.169705627484771,0.34,0.68,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 3",3,"W",10,"Spartina patens",0,1,2,0,41271,82542,1.53442171517481,6.795,13.59,6.42760064098572,10.675,21.35,0,0,0,7.96202235616053,17.47,34.94,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 4",4,"V",9,"Distichlis spicata",0,1,2,0,40662,81324,0.806101730552664,0.9,1.8,0.579827560572969,0.41,0.82,0,0,0,0.226274169979695,1.31,2.62,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 4",4,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,5.23966124859232,9.755,19.51,9.17117495198952,47.705,95.41,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 4",4,"V",9,"Spartina patens",NA,1,1,NA,41271,41271,NA,0.29,0.29,NA,0.8,0.8,NA,0,0,NA,1.09,1.09,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 4",4,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,1.38592929112563,2.16,4.32,3.52139177030901,3.88,7.76,0,0,0,4.90732106143464,6.04,12.08,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 4",4,"V",10,"Juncus roemerianus",0,1,2,0,39238,78476,3.45068109219035,2.63,5.26,27.8741493143737,21.78,43.56,NA,0,0,NA,2.26,2.26,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 4",4,"V",10,"Spartina patens",0,1,2,0,41271,82542,6.02454977570938,21.39,42.78,39.3080659661602,50.595,101.19,0,0,0,33.2835161904508,71.985,143.97,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 4",4,"W",9,"Distichlis spicata",0,1,2,0,40662,81324,2.09303607231218,2.37,4.74,0.692964645562817,0.49,0.98,0,0,0,2.786000717875,2.86,5.72,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 4",4,"W",9,"Juncus roemerianus",0,1,2,0,39238,78476,0.770746391493337,0.545,1.09,5.35279833358216,6.205,12.41,NA,0,0,NA,2.42,2.42,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 4",4,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,0.572756492761103,6.365,12.73,0.989949493661166,2.99,5.98,0,0,0,1.56270598642227,9.355,18.71,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 4",4,"W",10,"Spartina patens",0,1,2,0,41271,82542,0.176776695296637,4.435,8.87,0.247487373415292,1.785,3.57,0,0,0,0.424264068711928,6.22,12.44,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 5",5,"V",9,"Distichlis spicata",NA,1,1,NA,40662,40662,NA,2.21,2.21,NA,1.08,1.08,NA,0,0,NA,3.29,3.29,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 5",5,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,3.01934595566656,2.135,4.27,22.9597571851272,59.535,119.07,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 5",5,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,3.21733585439879,5.715,11.43,1.64755880016466,4.405,8.81,0,0,0,4.86489465456345,10.12,20.24,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 5",5,"V",10,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,9.88,9.88,NA,0,0,NA,0,0,NA,9.88,9.88,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 5",5,"V",10,"Spartina patens",0,1,2,0,41271,82542,2.9910616844191,26.595,53.19,13.1026886553867,58.655,117.31,0,0,0,10.1116269709676,85.25,170.5,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 5",5,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,0.282842712474619,6.04,12.08,0.5939696961967,1.03,2.06,0,0,0,0.876812408671319,7.07,14.14,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 5",5,"W",10,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,0,0,NA,0.15,0.15,NA,0,0,NA,0.15,0.15,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 5",5,"W",10,"Scirpus sp.",NA,1,1,NA,40225,40225,NA,0.08,0.08,NA,0,0,NA,0,0,NA,0.08,0.08,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 5",5,"W",10,"Spartina patens",0,1,2,0,41271,82542,0.254558441227157,11.93,23.86,1.94454364826301,5.085,10.17,0,0,0,2.19910208949016,17.015,34.03,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 6",6,"V",9,"Distichlis spicata",NA,1,1,NA,40662,40662,NA,6.04,6.04,NA,3.67,3.67,NA,0,0,NA,9.71,9.71,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 6",6,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,4.76589970519733,11.83,23.66,43.5436355854676,80.97,161.94,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 6",6,"V",9,"Spartina alterniflora",NA,1,1,NA,41267,41267,NA,19.1,19.1,NA,4.93,4.93,NA,0,0,NA,24.03,24.03,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 6",6,"V",9,"Spartina patens",NA,1,1,NA,41271,41271,NA,4.18,4.18,NA,12.59,12.59,NA,0,0,NA,16.77,16.77,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 6",6,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,1.97282791951047,16.085,32.17,13.8310086400089,19.15,38.3,0,0,0,15.8038365595193,35.235,70.47,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 6",6,"V",10,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,0,0,NA,0.53,0.53,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 6",6,"V",10,"Salicornia sp.",NA,1,1,NA,20646,20646,NA,0.02,0.02,NA,0,0,NA,0,0,NA,0.02,0.02,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 6",6,"V",10,"Spartina alterniflora",NA,1,1,NA,41267,41267,NA,0,0,NA,0.67,0.67,NA,0,0,NA,0.67,0.67,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 6",6,"V",10,"Spartina patens",0,1,2,0,41271,82542,9.22774349448444,18.475,36.95,0.707106781186545,31.51,63.02,0,0,0,8.52063671329791,49.985,99.97,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 6",6,"W",9,"Distichlis spicata",0,1,2,0,40662,81324,1.5556349186104,20.79,41.58,0.318198051533946,1.385,2.77,0,0,0,1.87383297014435,22.175,44.35,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 6",6,"W",9,"Salicornia sp.",NA,1,1,NA,20646,20646,NA,1.97,1.97,NA,0,0,NA,0,0,NA,1.97,1.97,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 6",6,"W",9,"Spartina patens",NA,1,1,NA,41271,41271,NA,7.06,7.06,NA,0.3,0.3,NA,0,0,NA,7.36,7.36,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 6",6,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,17.1826947828331,19.29,38.58,0.615182899632296,5.655,11.31,0,0,0,16.5675118832008,24.945,49.89,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 6",6,"W",10,"Spartina patens",0,1,2,0,41271,82542,8.45699710299111,13.81,27.62,18.5827662095825,15.94,31.88,0,0,0,27.0397633125736,29.75,59.5,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 7",7,"V",9,"Distichlis spicata",0,1,2,0,40662,81324,0.0212132034355964,0.215,0.43,0.197989898732233,4.14,8.28,0,0,0,0.21920310216783,4.355,8.71,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 7",7,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,1.11015764646288,10.865,21.73,57.4807102426544,87.585,175.17,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 7",7,"V",9,"Spartina patens",0,1,2,0,41271,82542,0.332340187157677,2.665,5.33,2.36173664916307,16.67,33.34,0,0,0,2.69407683632075,19.335,38.67,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 7",7,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,7.24077343935025,7.07,14.14,3.07591449816148,8.275,16.55,0,0,0,4.16485894118876,15.345,30.69,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 7",7,"V",10,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,0,0,NA,0.29,0.29,NA,0,0,NA,0.29,0.29,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 7",7,"V",10,"Spartina patens",0,1,2,0,41271,82542,14.8563134727294,20.955,41.91,2.10010714012405,32.765,65.53,0,0,0,16.9564206128534,53.72,107.44,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 7",7,"W",9,"Distichlis spicata",0,1,2,0,40662,81324,0.692964645562816,0.93,1.86,0.678822509939086,0.48,0.96,0,0,0,1.3717871555019,1.41,2.82,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 7",7,"W",9,"Juncus roemerianus",0,1,2,0,39238,78476,2.91327993848858,3.83,7.66,15.0896587105209,30.79,61.58,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 7",7,"W",9,"Salicornia sp.",NA,1,1,NA,20646,20646,NA,0.21,0.21,NA,0,0,NA,0,0,NA,0.21,0.21,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 7",7,"W",9,"Spartina patens",0,1,2,0,41271,82542,0.169705627484771,0.12,0.24,4.15071680556503,3.505,7.01,0,0,0,4.32042243304981,3.625,7.25,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 7",7,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,0.502045814642448,8.575,17.15,6.80943830282645,7.095,14.19,0,0,0,6.30739248818401,15.67,31.34,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 7",7,"W",10,"Spartina patens",0,1,2,0,41271,82542,0.381837661840736,13.3,26.6,1.33643181644258,3.495,6.99,0,0,0,1.71826947828331,16.795,33.59,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 8",8,"V",9,"Distichlis spicata",NA,1,1,NA,40662,40662,NA,0.96,0.96,NA,0.74,0.74,NA,0,0,NA,1.7,1.7,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 8",8,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,4.08707719525825,19.73,39.46,14.7148921164921,73.425,146.85,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 8",8,"V",9,"Spartina patens",NA,1,1,NA,41271,41271,NA,0.17,0.17,NA,0,0,NA,0,0,NA,0.17,0.17,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 8",8,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,0.756604255869606,12.525,25.05,4.69518902707868,8.93,17.86,0,0,0,5.45179328294828,21.455,42.91,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 8",8,"V",10,"Spartina patens",0,1,2,0,41271,82542,0.728319984622145,25.005,50.01,24.7133820024698,47.195,94.39,0,0,0,23.9850620178477,72.2,144.4,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 8",8,"W",9,"Distichlis spicata",NA,1,1,NA,40662,40662,NA,0.21,0.21,NA,0,0,NA,0,0,NA,0.21,0.21,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 8",8,"W",9,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,4.87,4.87,NA,7.36,7.36,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 8",8,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,1.3717871555019,15.21,30.42,1.29400540957138,3.655,7.31,0,0,0,0.0777817459305198,18.865,37.73,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 8",8,"W",10,"Spartina patens",0,1,2,0,41271,82542,3.82544768621922,15.285,30.57,3.42946788875476,9.145,18.29,0,0,0,0.395979797464466,24.43,48.86,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 9",9,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,22.8466201001374,39.685,79.37,27.0609765160092,117.675,235.35,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 9",9,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,5.18309270609739,11.265,22.53,5.14773736703807,11.45,22.9,0,0,0,10.3308300731355,22.715,45.43,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 9",9,"V",10,"Spartina patens",0,1,2,0,41271,82542,13.4703841816037,11.585,23.17,40.5384317654248,41.755,83.51,0,0,0,54.0088159470285,53.34,106.68,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 9",9,"W",9,"Distichlis spicata",NA,1,1,NA,40662,40662,NA,0,0,NA,0.09,0.09,NA,0,0,NA,0.09,0.09,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 9",9,"W",9,"Juncus roemerianus",0,1,2,0,39238,78476,1.3717871555019,1.05,2.1,11.723830432073,8.29,16.58,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 9",9,"W",9,"Spartina patens",NA,1,1,NA,41271,41271,NA,0.61,0.61,NA,1.06,1.06,NA,0,0,NA,1.67,1.67,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 9",9,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,4.43355951803965,16.045,32.09,1.32228968081884,10.535,21.07,0,0,0,5.7558491988585,26.58,53.16,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 9",9,"W",10,"Juncus roemerianus",0,1,2,0,39238,78476,0,0,0,0.134350288425444,0.125,0.25,0,0,0,0.134350288425444,0.125,0.25,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1995,"Upper Phillips Creek InundExp1, Plot 9",9,"W",10,"Salicornia sp.",NA,1,1,NA,20646,20646,NA,1.73,1.73,NA,0,0,NA,0,0,NA,1.73,1.73,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1995,"Upper Phillips Creek InundExp1, Plot 9",9,"W",10,"Spartina patens",0,1,2,0,41271,82542,1.88797510576808,21.335,42.67,26.0639559545361,22.79,45.58,0,0,0,24.1759808487681,44.125,88.25,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"V",9,"Distichlis spicata",0,1,2,0,40662,81324,0.254558441227157,1.68,3.36,1.06066017177982,1.24,2.48,0,0,0,1.31521861300698,2.92,5.84,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"V",9,"Juncus roemerianus",0,1,2,0,39238,78476,2.92742207411231,14.6,29.2,34.6482322781408,37.02,74.04,NA,NA,0,NA,NA,0,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"V",9,"Spartina alterniflora",0,1,2,0,41267,82534,0.190918830920368,0.135,0.27,0.162634559672906,0.115,0.23,0,0,0,0.0282842712474619,0.25,0.5,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"V",9,"Spartina patens",0,1,2,0,41271,82542,2.34759451353934,9.91,19.82,3.74059487247684,9.735,19.47,0,0,0,1.3930003589375,19.645,39.29,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"V",10,"Aster tenuifolius",NA,1,1,NA,522254,522254,NA,0.1,0.1,NA,0,0,NA,0,0,NA,0.1,0.1,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"V",10,"Distichlis spicata",0,1,2,0,40662,81324,2.3758787847868,8.92,17.84,0.311126983722081,1.69,3.38,0,0,0,2.68700576850888,10.61,21.22,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"V",10,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,0.15,0.15,NA,0,0,NA,0,0,NA,0.15,0.15,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"V",10,"Spartina patens",0,1,2,0,41271,82542,3.18905158315133,14.665,29.33,0.912167747730646,2.185,4.37,0,0,0,4.10121933088198,16.85,33.7,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"W",9,"Distichlis spicata",0,1,2,0,40662,81324,3.29511760032931,11.25,22.5,6.25082394568908,9.42,18.84,0,0,0,9.54594154601839,20.67,41.34,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"W",9,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,6.13,6.13,NA,1.05,1.05,NA,NA,0,NA,NA,0,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"W",9,"Pluchea purpurascens",NA,1,1,NA,529729,529729,NA,0.56,0.56,NA,0,0,NA,0,0,NA,0.56,0.56,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"W",9,"Spartina patens",0,1,2,0,41271,82542,3.1749094475276,10.605,21.21,0.282842712474619,0.2,0.4,0,0,0,3.45775216000222,10.805,21.61,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"W",10,"Distichlis spicata",0,1,2,0,40662,81324,1.25865007051205,19.19,38.38,7.04985460842988,11.845,23.69,0,0,0,8.30850467894193,31.035,62.07,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"W",10,"Juncus roemerianus",NA,1,1,NA,39238,39238,NA,0,0,NA,0.31,0.31,NA,0,0,NA,0.31,0.31,NA,NA,0,NA,37.46,37.46,NA,-75.833,-75.833
1996,"Upper Phillips Creek InundExp1, Plot 1",1,"W",10,"Spartina patens",0,1,2,0,41271,82542,1.97282791951047,7.845,15.69,1.1667261889578,1.505,3.01,0,0,0,3.13955410846827,9.35,18.7,NA,NA,0,0,37.46,74.92,0,-75.833,-151.666
