"","source","Date","Replicate","Treatment","Biomass"
"1012","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","4","Camb Nenrich S    ","362.602"
"1013","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","5","Cenriched  Namb M    ","316.9672727"
"1014","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","5","Cenriched  Namb M H2Oamb HTamb","149.1"
"1015","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","5","Cenriched  Namb M H2Oamb HTelv","575.6"
"1016","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","5","Cenriched  Namb M H2Oneg HTamb","604.1"
"1017","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","5","Cenriched  Namb M H2Oneg HTelv","419"
"1018","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","5","Cenriched  Namb S    ","362.7"
"1019","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","5","Cenriched  Nenrich M    ","415.68"
"1020","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","5","Cenriched  Nenrich M H2Oamb HTamb","387.3"
"1021","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","5","Cenriched  Nenrich M H2Oamb HTelv","1305.9"
"1022","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","5","Cenriched  Nenrich M H2Oneg HTamb","186.5"
"1023","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","5","Cenriched  Nenrich M H2Oneg HTelv","606.2"
"1024","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","5","Cenriched  Nenrich S    ","546.944"
"1025","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","6","Camb Namb M    ","241.1359091"
"1026","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","6","Camb Namb M H2Oamb HTamb","252.6"
"1027","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","6","Camb Namb M H2Oamb HTelv","877.2"
"1028","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","6","Camb Namb M H2Oneg HTamb","203.16"
"1029","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","6","Camb Namb M H2Oneg HTelv","637"
"1030","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","6","Camb Namb S    ","314.9083333"
"1031","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","6","Camb Nenrich M    ","328.7862273"
"1032","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","6","Camb Nenrich M H2Oamb HTamb","135.3"
"1033","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","6","Camb Nenrich M H2Oamb HTelv","986.3"
"1034","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","6","Camb Nenrich M H2Oneg HTamb","316.9"
"1035","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","6","Camb Nenrich M H2Oneg HTelv","701.4"
"1036","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2014","6","Camb Nenrich S    ","576.822"
"1037","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","1","Cenrich Namb M    ","372.5304762"
"1038","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","1","Cenrich Namb M H2Oamb HTamb","293.7"
"1039","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","1","Cenrich Namb M H2Oamb HTelv","1044.9"
"1040","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","1","Cenrich Namb M H2Oneg HTamb","810.8"
"1041","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","1","Cenrich Namb M H2Oneg HTelv","602.4"
"1042","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","1","Cenrich Namb S    ","392.234"
"1043","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","1","Cenrich Nenrich M    ","405.9545455"
"1044","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","1","Cenrich Nenrich M H2Oamb HTamb","535.82"
"1045","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","1","Cenrich Nenrich M H2Oamb HTelv","805"
"1046","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","1","Cenrich Nenrich M H2Oneg HTamb","376.1"
"1047","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","1","Cenrich Nenrich M H2Oneg HTelv","912.67"
"1048","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","1","Cenrich Nenrich S    ","479.456"
"1049","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","2","Camb Namb M    ","356.2275"
"1050","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","2","Camb Namb M H2Oamb  ","390.8"
"1051","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","2","Camb Namb M H2Oamb HTamb","836.6"
"1052","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","2","Camb Namb M H2Oamb HTelv","604.5"
"1053","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","2","Camb Namb M H2Oneg HTamb","317.9"
"1054","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","2","Camb Namb M H2Oneg HTelv","619.9"
"1055","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","2","Camb Namb S    ","426.022"
"1056","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","2","Camb Nenrich M    ","360.2054545"
"1057","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","2","Camb Nenrich M   HTamb","294.3"
"1058","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","2","Camb Nenrich M H2Oamb HTelv","762.1"
"1059","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","2","Camb Nenrich M H2Oneg HTamb","266.89"
"1060","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","2","Camb Nenrich M H2Oneg HTelv","379.9"
"1061","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","2","Camb Nenrich S    ","490.9933333"
"1062","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","3","Cenrich Namb M    ","504.6440909"
"1063","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","3","Cenrich Namb M H2Oamb HTamb","925.5"
"1064","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","3","Cenrich Namb M H2Oamb HTelv","1147.8"
"1065","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","3","Cenrich Namb M H2Oneg HTamb","999.13"
"1066","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","3","Cenrich Namb M H2Oneg HTelv","723.3"
"1067","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","3","Cenrich Namb S    ","362.322"
"1068","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","3","Cenrich Nenrich M    ","537.7732273"
"1069","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","3","Cenrich Nenrich M H2Oamb HTamb","874.1"
"1070","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","3","Cenrich Nenrich M H2Oamb HTelv","738.59"
"1071","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","3","Cenrich Nenrich M H2Oneg HTamb","528"
"1072","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","3","Cenrich Nenrich M H2Oneg HTelv","729.4"
"1073","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","3","Cenrich Nenrich S    ","663.6"
"1074","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","4","Camb Namb M    ","356.8036364"
"1075","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","4","Camb Namb M   HTelv","944.2"
"1076","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","4","Camb Namb M H2Oamb HTamb","1063.75"
"1077","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","4","Camb Namb M H2Oneg HTamb","585.07"
"1078","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","4","Camb Namb M H2Oneg HTelv","495.35"
"1079","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","4","Camb Namb S    ","514.9966667"
"1080","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","4","Camb Nenrich M    ","475.1475"
"1081","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","4","Camb Nenrich M H2Oamb  ","250.1"
"1082","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","4","Camb Nenrich M H2Oamb HTamb","414.3"
"1083","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","4","Camb Nenrich M H2Oamb HTelv","477.3"
"1084","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","4","Camb Nenrich M H2Oneg HTamb","263.73"
"1085","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","4","Camb Nenrich M H2Oneg HTelv","253.55"
"1086","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","4","Camb Nenrich S    ","403.74"
"1087","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","5","Cenrich Namb M    ","419.9022727"
"1088","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","5","Cenrich Namb M H2Oamb HTamb","297.5"
"1089","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","5","Cenrich Namb M H2Oamb HTelv","309.7"
"1090","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","5","Cenrich Namb M H2Oneg HTamb","558.6"
"1091","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","5","Cenrich Namb M H2Oneg HTelv","478.1"
"1092","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","5","Cenrich Namb S    ","448.432"
"1093","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","5","Cenrich Nenrich M    ","551.1990476"
"1094","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","5","Cenrich Nenrich M H2Oamb HTamb","179.44"
"1095","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","5","Cenrich Nenrich M H2Oamb HTelv","288.4"
"1096","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","5","Cenrich Nenrich M H2Oneg HTamb","1007.4"
"1097","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","5","Cenrich Nenrich M H2Oneg HTelv","725.8"
"1098","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","5","Cenrich Nenrich S    ","606.52"
"1099","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","6","Camb Namb M    ","585.7281818"
"1100","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","6","Camb Namb M H2Oamb HTamb","520.4"
"1101","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","6","Camb Namb M H2Oamb HTelv","270.26"
"1102","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","6","Camb Namb M H2Oneg HTamb","333.2"
"1103","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","6","Camb Namb M H2Oneg HTelv","266.4"
"1104","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","6","Camb Namb S    ","533.0001667"
"1105","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","6","Camb Nenrich M    ","506.8519091"
"1106","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","6","Camb Nenrich M H2Oamb HTamb","785.4"
"1107","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","6","Camb Nenrich M H2Oamb HTelv","772.5"
"1108","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","6","Camb Nenrich M H2Oneg HTamb","325.32"
"1109","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","6","Camb Nenrich M H2Oneg HTelv","673.9"
"1110","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2015","6","Camb Nenrich S    ","725.292"
"1111","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","1","Cenrich Namb M    ","345.7309524"
"1112","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","1","Cenrich Namb M H2Oamb HTamb","700.2"
"1113","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","1","Cenrich Namb M H2Oamb HTelv","842.76"
"1114","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","1","Cenrich Namb M H2Oneg HTamb","584"
"1115","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","1","Cenrich Namb M H2Oneg HTelv","1032.5"
"1116","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","1","Cenrich Namb S    ","467.574"
"1117","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","1","Cenrich Nenrich M    ","441.88"
"1118","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","1","Cenrich Nenrich M H2Oamb HTamb","1110.65"
"1119","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","1","Cenrich Nenrich M H2Oamb HTelv","680.2"
"1120","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","1","Cenrich Nenrich M H2Oneg HTamb","508.6"
"1121","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","1","Cenrich Nenrich M H2Oneg HTelv","1309.7"
"1122","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","1","Cenrich Nenrich S    ","399.61"
"1123","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","2","Camb Namb M    ","393.7625"
"1124","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","2","Camb Namb M H2Oamb  ","671.38"
"1125","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","2","Camb Namb M H2Oamb HTamb","384.4"
"1126","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","2","Camb Namb M H2Oamb HTelv","468.4"
"1127","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","2","Camb Namb M H2Oneg HTamb","267.5"
"1128","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","2","Camb Namb M H2Oneg HTelv","246.3"
"1129","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","2","Camb Namb S    ","382.712"
"1130","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","2","Camb Nenrich M    ","383.3309091"
"1131","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","2","Camb Nenrich M   HTamb","311.6"
"1132","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","2","Camb Nenrich M H2Oamb HTelv","646.7"
"1133","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","2","Camb Nenrich M H2Oneg HTamb","177.8"
"1134","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","2","Camb Nenrich M H2Oneg HTelv","675.55"
"1135","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","2","Camb Nenrich S    ","430.7283333"
"1136","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","3","Cenrich Namb M    ","529.7759091"
"1137","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","3","Cenrich Namb M H2Oamb HTamb","376.9"
"1138","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","3","Cenrich Namb M H2Oamb HTelv","1163.8"
"1139","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","3","Cenrich Namb M H2Oneg HTamb","312.7"
"1140","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","3","Cenrich Namb M H2Oneg HTelv","490"
"1141","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","3","Cenrich Namb S    ","382.16"
"1142","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","3","Cenrich Nenrich M    ","491.7909091"
"1143","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","3","Cenrich Nenrich M H2Oamb HTamb","737.8"
"1144","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","3","Cenrich Nenrich M H2Oamb HTelv","495.4"
"1145","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","3","Cenrich Nenrich M H2Oneg HTamb","1303.7"
"1146","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","3","Cenrich Nenrich M H2Oneg HTelv","2017.71"
"1147","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","3","Cenrich Nenrich S    ","525.8"
"1148","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","4","Camb Namb M    ","271.2813636"
"1149","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","4","Camb Namb M   HTelv","647.4"
"1150","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","4","Camb Namb M H2Oamb HTamb","403.2"
"1151","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","4","Camb Namb M H2Oneg HTamb","339.8"
"1152","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","4","Camb Namb M H2Oneg HTelv","257.8"
"1153","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","4","Camb Namb S    ","475.3566667"
"1154","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","4","Camb Nenrich M    ","446.2985"
"1155","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","4","Camb Nenrich M H2Oamb  ","282"
"1156","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","4","Camb Nenrich M H2Oamb HTamb","531.5"
"1157","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","4","Camb Nenrich M H2Oamb HTelv","1201.72"
"1158","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","4","Camb Nenrich M H2Oneg HTamb","1064.4"
"1159","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","4","Camb Nenrich M H2Oneg HTelv","342.4"
"1160","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","4","Camb Nenrich S    ","700.54"
"1161","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","5","Cenrich Namb M    ","407.9409091"
"1162","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","5","Cenrich Namb M H2Oamb HTamb","685.75"
"1163","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","5","Cenrich Namb M H2Oamb HTelv","700.8"
"1164","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","5","Cenrich Namb M H2Oneg HTamb","564.8"
"1165","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","5","Cenrich Namb M H2Oneg HTelv","277"
"1166","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","5","Cenrich Namb S    ","295.46"
"1167","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","5","Cenrich Nenrich M    ","468.8547619"
"1168","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","5","Cenrich Nenrich M H2Oamb HTamb","780"
"1169","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","5","Cenrich Nenrich M H2Oamb HTelv","711.8"
"1170","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","5","Cenrich Nenrich M H2Oneg HTamb","1301.31"
"1171","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","5","Cenrich Nenrich M H2Oneg HTelv","535.5"
"1172","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","5","Cenrich Nenrich S    ","560.758"
"1173","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","6","Camb Namb M    ","344.0890909"
"1174","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","6","Camb Namb M H2Oamb HTamb","765.7"
"1175","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","6","Camb Namb M H2Oamb HTelv","913.1"
"1176","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","6","Camb Namb M H2Oneg HTamb","930.1"
"1177","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","6","Camb Namb M H2Oneg HTelv","544.68"
"1178","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","6","Camb Namb S    ","428.17"
"1179","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","6","Camb Nenrich M    ","431.2963636"
"1180","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","6","Camb Nenrich M H2Oamb HTamb","401.9"
"1181","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","6","Camb Nenrich M H2Oamb HTelv","978.9"
"1182","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","6","Camb Nenrich M H2Oneg HTamb","321"
"1183","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","6","Camb Nenrich M H2Oneg HTelv","794.8"
"1184","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2016","6","Camb Nenrich S    ","615.08"
"1185","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","1","Cenrich Namb M    ","217.8742857"
"1186","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","1","Cenrich Namb M H2Oamb HTamb","1790.22"
"1187","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","1","Cenrich Namb M H2Oamb HTelv","506.01"
"1188","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","1","Cenrich Namb M H2Oneg HTamb","470.8"
"1189","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","1","Cenrich Namb M H2Oneg HTelv","592.51"
"1190","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","1","Cenrich Namb S    ","398.452"
"1191","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","1","Cenrich Nenrich M    ","272.7090909"
"1192","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","1","Cenrich Nenrich M H2Oamb HTamb","375.8"
"1193","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","1","Cenrich Nenrich M H2Oamb HTelv","597.5"
"1194","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","1","Cenrich Nenrich M H2Oneg HTamb","475.9"
"1195","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","1","Cenrich Nenrich M H2Oneg HTelv","1042.9"
"1196","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","1","Cenrich Nenrich S    ","184.196"
"1197","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","2","Camb Namb M    ","228.535"
"1198","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","2","Camb Namb M H2Oamb  ","434.5"
"1199","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","2","Camb Namb M H2Oamb HTamb","410.3"
"1200","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","2","Camb Namb M H2Oamb HTelv","303.9"
"1201","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","2","Camb Namb M H2Oneg HTamb","304.5"
"1202","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","2","Camb Namb M H2Oneg HTelv","173.4"
"1203","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","2","Camb Namb S    ","200.8"
"1204","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","2","Camb Nenrich M    ","263.9318182"
"1205","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","2","Camb Nenrich M   HTamb","261.2"
"1206","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","2","Camb Nenrich M H2Oamb HTelv","374.5"
"1207","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","2","Camb Nenrich M H2Oneg HTamb","124.6"
"1208","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","2","Camb Nenrich M H2Oneg HTelv","306.4"
"1209","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","2","Camb Nenrich S    ","232.2333333"
"1210","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","3","Cenrich Namb M    ","292.7627273"
"1211","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","3","Cenrich Namb M H2Oamb HTamb","705.1"
"1212","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","3","Cenrich Namb M H2Oamb HTelv","1136.9"
"1213","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","3","Cenrich Namb M H2Oneg HTamb","456.4"
"1214","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","3","Cenrich Namb M H2Oneg HTelv","505.6"
"1215","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","3","Cenrich Namb S    ","204.88"
"1216","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","3","Cenrich Nenrich M    ","362.4863636"
"1217","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","3","Cenrich Nenrich M H2Oamb HTamb","393.95"
"1218","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","3","Cenrich Nenrich M H2Oamb HTelv","493.4"
"1219","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","3","Cenrich Nenrich M H2Oneg HTamb","754.5"
"1220","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","3","Cenrich Nenrich M H2Oneg HTelv","257.4"
"1221","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","3","Cenrich Nenrich S    ","369.96"
"1222","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","4","Camb Namb M    ","189.3104545"
"1223","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","4","Camb Namb M   HTelv","657.3"
"1224","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","4","Camb Namb M H2Oamb HTamb","866.7"
"1225","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","4","Camb Namb M H2Oneg HTamb","593.3"
"1226","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","4","Camb Namb M H2Oneg HTelv","642.5"
"1227","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","4","Camb Namb S    ","275.3516667"
"1228","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","4","Camb Nenrich M    ","194.65255"
"1229","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","4","Camb Nenrich M H2Oamb  ","151.7"
"1230","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","4","Camb Nenrich M H2Oamb HTamb","336.8"
"1231","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","4","Camb Nenrich M H2Oamb HTelv","370.2"
"1232","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","4","Camb Nenrich M H2Oneg HTamb","217.6"
"1233","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","4","Camb Nenrich M H2Oneg HTelv","370.1"
"1234","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","4","Camb Nenrich S    ","250.76"
"1235","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","5","Cenrich Namb M    ","244.5045455"
"1236","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","5","Cenrich Namb M H2Oamb HTamb","282.7"
"1237","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","5","Cenrich Namb M H2Oamb HTelv","512.2"
"1238","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","5","Cenrich Namb M H2Oneg HTamb","507.8"
"1239","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","5","Cenrich Namb M H2Oneg HTelv","183.22"
"1240","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","5","Cenrich Namb S    ","211.54"
"1241","CDR_Biomass_1998-2021_gm2_processed.csv","8/1/2017","5","Cenrich Nenrich M    ","213.7438095"
